dungeon_id,boss_monster_npc_id,normal_monster_npc_id_list,armor_drop_rate_when_offline_fight,bg_path,bg_path_shenhe,name,map_id,reward
2264,4264,1669|1670,90,KunLunTianGong,YueDuShenShe,46-4,46,
2265,4265,1671|1672,90,KunLunTianGong,YueDuShenShe,46-5,46,
2266,4266,1673|1674,90,KunLunTianGong,YueDuShenShe,46-6,46,
2267,4267,1675|1676,90,KunLunTianGong,YueDuShenShe,46-7,46,
2268,4268,1677|1678,90,KunLunTianGong,YueDuShenShe,46-8,46,
2269,4269,1679|1680,90,KunLunTianGong,YueDuShenShe,46-9,46,
2270,4270,1681|1682,90,KunLunTianGong,YueDuShenShe,46-10,46,5:3000065:1
2271,4271,1683|1684,90,KunLunTianGong,YueDuShenShe,46-11,46,
2272,4272,1685|1686,90,KunLunTianGong,YueDuShenShe,46-12,46,
2273,4273,1687|1688,90,KunLunTianGong,YueDuShenShe,46-13,46,
2274,4274,1689|1690,90,KunLunTianGong,YueDuShenShe,46-14,46,
2275,4275,1691|1692,90,KunLunTianGong,YueDuShenShe,46-15,46,
2276,4276,1693|1694,90,KunLunTianGong,YueDuShenShe,46-16,46,
2277,4277,1695|1696,90,KunLunTianGong,YueDuShenShe,46-17,46,
2278,4278,1697|1698,90,KunLunTianGong,YueDuShenShe,46-18,46,
2279,4279,1699|1700,90,KunLunTianGong,YueDuShenShe,46-19,46,
2280,4280,1701|1702,90,KunLunTianGong,YueDuShenShe,46-20,46,5:3000006:100
2281,4281,1703|1704,90,KunLunTianGong,YueDuShenShe,46-21,46,
2282,4282,1705|1706,90,KunLunTianGong,YueDuShenShe,46-22,46,
2283,4283,1707|1708,90,KunLunTianGong,YueDuShenShe,46-23,46,
2284,4284,1709|1710,90,KunLunTianGong,YueDuShenShe,46-24,46,
2285,4285,1711|1712,90,KunLunTianGong,YueDuShenShe,46-25,46,
2286,4286,1713|1714,90,KunLunTianGong,YueDuShenShe,46-26,46,
2287,4287,1715|1716,90,KunLunTianGong,YueDuShenShe,46-27,46,
2288,4288,1717|1718,90,KunLunTianGong,YueDuShenShe,46-28,46,
2289,4289,1719|1720,90,KunLunTianGong,YueDuShenShe,46-29,46,
2290,4290,1721|1722,90,KunLunTianGong,YueDuShenShe,46-30,46,5:2000006:1
2291,4291,1723|1724,90,KunLunTianGong,YueDuShenShe,46-31,46,
2292,4292,1725|1726,90,KunLunTianGong,YueDuShenShe,46-32,46,
2293,4293,1727|1728,90,KunLunTianGong,YueDuShenShe,46-33,46,
2294,4294,1729|1730,90,KunLunTianGong,YueDuShenShe,46-34,46,
2295,4295,1731|1732,90,KunLunTianGong,YueDuShenShe,46-35,46,
2296,4296,1733|1734,90,KunLunTianGong,YueDuShenShe,46-36,46,
2297,4297,1735|1736,90,KunLunTianGong,YueDuShenShe,46-37,46,
2298,4298,1737|1738,90,KunLunTianGong,YueDuShenShe,46-38,46,
2299,4299,1739|1740,90,KunLunTianGong,YueDuShenShe,46-39,46,
2300,4300,1741|1742,90,KunLunTianGong,YueDuShenShe,46-40,46,1:2:100
2301,4301,1743|1744,90,KunLunTianGong,YueDuShenShe,46-41,46,
2302,4302,1745|1746,90,KunLunTianGong,YueDuShenShe,46-42,46,
2303,4303,1747|1748,90,KunLunTianGong,YueDuShenShe,46-43,46,
2304,4304,1749|1750,90,KunLunTianGong,YueDuShenShe,46-44,46,
2305,4305,1751|1752,90,KunLunTianGong,YueDuShenShe,46-45,46,
2306,4306,1753|1754,90,KunLunTianGong,YueDuShenShe,46-46,46,
2307,4307,1755|1756,90,KunLunTianGong,YueDuShenShe,46-47,46,
2308,4308,1757|1758,90,KunLunTianGong,YueDuShenShe,46-48,46,
2309,4309,1759|1760,90,KunLunTianGong,YueDuShenShe,46-49,46,
2310,4310,1761|1762,90,KunLunTianGong,YueDuShenShe,46-50,46,5:3000027:1
2311,4311,1663|1664,90,KunLunTianGong,YueDuShenShe,46-51,46,
2312,4312,1665|1666,90,KunLunTianGong,YueDuShenShe,46-52,46,
2313,4313,1667|1668,90,KunLunTianGong,YueDuShenShe,46-53,46,
2314,4314,1669|1670,90,KunLunTianGong,YueDuShenShe,46-54,46,
2315,4315,1671|1672,90,KunLunTianGong,YueDuShenShe,46-55,46,
2316,4316,1673|1674,90,KunLunTianGong,YueDuShenShe,46-56,46,
2317,4317,1675|1676,90,KunLunTianGong,YueDuShenShe,46-57,46,
2318,4318,1677|1678,90,KunLunTianGong,YueDuShenShe,46-58,46,
2319,4319,1679|1680,90,KunLunTianGong,YueDuShenShe,46-59,46,
2320,4320,1681|1682,90,KunLunTianGong,YueDuShenShe,46-60,46,5:1000008:1
2321,4321,1683|1684,90,KunLunTianGong,YueDuShenShe,46-61,46,
2322,4322,1685|1686,90,KunLunTianGong,YueDuShenShe,46-62,46,
2323,4323,1687|1688,90,KunLunTianGong,YueDuShenShe,46-63,46,
2324,4324,1689|1690,90,KunLunTianGong,YueDuShenShe,46-64,46,
2325,4325,1691|1692,90,KunLunTianGong,YueDuShenShe,46-65,46,
2326,4326,1693|1694,90,KunLunTianGong,YueDuShenShe,46-66,46,
2327,4327,1695|1696,90,KunLunTianGong,YueDuShenShe,46-67,46,
2328,4328,1697|1698,90,KunLunTianGong,YueDuShenShe,46-68,46,
2329,4329,1699|1700,90,KunLunTianGong,YueDuShenShe,46-69,46,
2330,4330,1701|1702,90,KunLunTianGong,YueDuShenShe,46-70,46,5:3000006:100
2331,4331,1703|1704,90,KunLunTianGong,YueDuShenShe,46-71,46,
2332,4332,1705|1706,90,KunLunTianGong,YueDuShenShe,46-72,46,
2333,4333,1707|1708,90,KunLunTianGong,YueDuShenShe,46-73,46,
2334,4334,1709|1710,90,KunLunTianGong,YueDuShenShe,46-74,46,
2335,4335,1711|1712,90,KunLunTianGong,YueDuShenShe,46-75,46,
2336,4336,1713|1714,90,KunLunTianGong,YueDuShenShe,46-76,46,
2337,4337,1715|1716,90,KunLunTianGong,YueDuShenShe,46-77,46,
2338,4338,1717|1718,90,KunLunTianGong,YueDuShenShe,46-78,46,
2339,4339,1719|1720,90,KunLunTianGong,YueDuShenShe,46-79,46,
2340,4340,1721|1722,90,KunLunTianGong,YueDuShenShe,46-80,46,5:2000006:1
2341,4341,1723|1724,90,KunLunTianGong,YueDuShenShe,46-81,46,
2342,4342,1725|1726,90,KunLunTianGong,YueDuShenShe,46-82,46,
2343,4343,1727|1728,90,KunLunTianGong,YueDuShenShe,46-83,46,
2344,4344,1729|1730,90,KunLunTianGong,YueDuShenShe,46-84,46,
2345,4345,1731|1732,90,KunLunTianGong,YueDuShenShe,46-85,46,
2346,4346,1733|1734,90,KunLunTianGong,YueDuShenShe,46-86,46,
2347,4347,1735|1736,90,KunLunTianGong,YueDuShenShe,46-87,46,
2348,4348,1737|1738,90,KunLunTianGong,YueDuShenShe,46-88,46,
2349,4349,1739|1740,90,KunLunTianGong,YueDuShenShe,46-89,46,
2350,4350,1741|1742,90,KunLunTianGong,YueDuShenShe,46-90,46,1:2:100
2351,4351,1743|1744,90,KunLunTianGong,YueDuShenShe,46-91,46,
2352,4352,1745|1746,90,KunLunTianGong,YueDuShenShe,46-92,46,
2353,4353,1747|1748,90,KunLunTianGong,YueDuShenShe,46-93,46,
2354,4354,1749|1750,90,KunLunTianGong,YueDuShenShe,46-94,46,
2355,4355,1751|1752,90,KunLunTianGong,YueDuShenShe,46-95,46,
2356,4356,1753|1754,90,KunLunTianGong,YueDuShenShe,46-96,46,
2357,4357,1755|1756,90,KunLunTianGong,YueDuShenShe,46-97,46,
2358,4358,1757|1758,90,KunLunTianGong,YueDuShenShe,46-98,46,
2359,4359,1759|1760,90,KunLunTianGong,YueDuShenShe,46-99,46,
2360,4360,1761|1762,90,KunLunTianGong,YueDuShenShe,46-100,46,5:3000027:1
2361,4361,1663|1664,90,RanShaoLianYu,YueDuShenShe,47-1,47,
2362,4362,1665|1666,90,RanShaoLianYu,YueDuShenShe,47-2,47,
2363,4363,1667|1668,90,RanShaoLianYu,YueDuShenShe,47-3,47,
2364,4364,1669|1670,90,RanShaoLianYu,YueDuShenShe,47-4,47,
2365,4365,1671|1672,90,RanShaoLianYu,YueDuShenShe,47-5,47,
2366,4366,1673|1674,90,RanShaoLianYu,YueDuShenShe,47-6,47,
2367,4367,1675|1676,90,RanShaoLianYu,YueDuShenShe,47-7,47,
2368,4368,1677|1678,90,RanShaoLianYu,YueDuShenShe,47-8,47,
2369,4369,1679|1680,90,RanShaoLianYu,YueDuShenShe,47-9,47,
2370,4370,1681|1682,90,RanShaoLianYu,YueDuShenShe,47-10,47,5:3000065:1
2371,4371,1683|1684,90,RanShaoLianYu,YueDuShenShe,47-11,47,
2372,4372,1685|1686,90,RanShaoLianYu,YueDuShenShe,47-12,47,
2373,4373,1687|1688,90,RanShaoLianYu,YueDuShenShe,47-13,47,
2374,4374,1689|1690,90,RanShaoLianYu,YueDuShenShe,47-14,47,
2375,4375,1691|1692,90,RanShaoLianYu,YueDuShenShe,47-15,47,
2376,4376,1693|1694,90,RanShaoLianYu,YueDuShenShe,47-16,47,
2377,4377,1695|1696,90,RanShaoLianYu,YueDuShenShe,47-17,47,
2378,4378,1697|1698,90,RanShaoLianYu,YueDuShenShe,47-18,47,
2379,4379,1699|1700,90,RanShaoLianYu,YueDuShenShe,47-19,47,
2380,4380,1701|1702,90,RanShaoLianYu,YueDuShenShe,47-20,47,5:3000006:100
2381,4381,1703|1704,90,RanShaoLianYu,YueDuShenShe,47-21,47,
2382,4382,1705|1706,90,RanShaoLianYu,YueDuShenShe,47-22,47,
2383,4383,1707|1708,90,RanShaoLianYu,YueDuShenShe,47-23,47,
2384,4384,1709|1710,90,RanShaoLianYu,YueDuShenShe,47-24,47,
2385,4385,1711|1712,90,RanShaoLianYu,YueDuShenShe,47-25,47,
2386,4386,1713|1714,90,RanShaoLianYu,YueDuShenShe,47-26,47,
2387,4387,1715|1716,90,RanShaoLianYu,YueDuShenShe,47-27,47,
2388,4388,1717|1718,90,RanShaoLianYu,YueDuShenShe,47-28,47,
2389,4389,1719|1720,90,RanShaoLianYu,YueDuShenShe,47-29,47,
2390,4390,1721|1722,90,RanShaoLianYu,YueDuShenShe,47-30,47,5:2000006:1
2391,4391,1723|1724,90,RanShaoLianYu,YueDuShenShe,47-31,47,
2392,4392,1725|1726,90,RanShaoLianYu,YueDuShenShe,47-32,47,
2393,4393,1727|1728,90,RanShaoLianYu,YueDuShenShe,47-33,47,
2394,4394,1729|1730,90,RanShaoLianYu,YueDuShenShe,47-34,47,
2395,4395,1731|1732,90,RanShaoLianYu,YueDuShenShe,47-35,47,
2396,4396,1733|1734,90,RanShaoLianYu,YueDuShenShe,47-36,47,
2397,4397,1735|1736,90,RanShaoLianYu,YueDuShenShe,47-37,47,
2398,4398,1737|1738,90,RanShaoLianYu,YueDuShenShe,47-38,47,
2399,4399,1739|1740,90,RanShaoLianYu,YueDuShenShe,47-39,47,
2400,4400,1741|1742,90,RanShaoLianYu,YueDuShenShe,47-40,47,1:2:100
2401,4401,1743|1744,90,RanShaoLianYu,YueDuShenShe,47-41,47,
2402,4402,1745|1746,90,RanShaoLianYu,YueDuShenShe,47-42,47,
2403,4403,1747|1748,90,RanShaoLianYu,YueDuShenShe,47-43,47,
2404,4404,1749|1750,90,RanShaoLianYu,YueDuShenShe,47-44,47,
2405,4405,1751|1752,90,RanShaoLianYu,YueDuShenShe,47-45,47,
2406,4406,1753|1754,90,RanShaoLianYu,YueDuShenShe,47-46,47,
2407,4407,1755|1756,90,RanShaoLianYu,YueDuShenShe,47-47,47,
2408,4408,1757|1758,90,RanShaoLianYu,YueDuShenShe,47-48,47,
2409,4409,1759|1760,90,RanShaoLianYu,YueDuShenShe,47-49,47,
2410,4410,1761|1762,90,RanShaoLianYu,YueDuShenShe,47-50,47,5:3000027:1
2411,4411,1663|1664,90,RanShaoLianYu,YueDuShenShe,47-51,47,
2412,4412,1665|1666,90,RanShaoLianYu,YueDuShenShe,47-52,47,
2413,4413,1667|1668,90,RanShaoLianYu,YueDuShenShe,47-53,47,
2414,4414,1669|1670,90,RanShaoLianYu,YueDuShenShe,47-54,47,
2415,4415,1671|1672,90,RanShaoLianYu,YueDuShenShe,47-55,47,
2416,4416,1673|1674,90,RanShaoLianYu,YueDuShenShe,47-56,47,
2417,4417,1675|1676,90,RanShaoLianYu,YueDuShenShe,47-57,47,
2418,4418,1677|1678,90,RanShaoLianYu,YueDuShenShe,47-58,47,
2419,4419,1679|1680,90,RanShaoLianYu,YueDuShenShe,47-59,47,
2420,4420,1681|1682,90,RanShaoLianYu,YueDuShenShe,47-60,47,5:1000008:1
2421,4421,1683|1684,90,RanShaoLianYu,YueDuShenShe,47-61,47,
2422,4422,1685|1686,90,RanShaoLianYu,YueDuShenShe,47-62,47,
2423,4423,1687|1688,90,RanShaoLianYu,YueDuShenShe,47-63,47,
2424,4424,1689|1690,90,RanShaoLianYu,YueDuShenShe,47-64,47,
2425,4425,1691|1692,90,RanShaoLianYu,YueDuShenShe,47-65,47,
2426,4426,1693|1694,90,RanShaoLianYu,YueDuShenShe,47-66,47,
2427,4427,1695|1696,90,RanShaoLianYu,YueDuShenShe,47-67,47,
2428,4428,1697|1698,90,RanShaoLianYu,YueDuShenShe,47-68,47,
2429,4429,1699|1700,90,RanShaoLianYu,YueDuShenShe,47-69,47,
2430,4430,1701|1702,90,RanShaoLianYu,YueDuShenShe,47-70,47,5:3000006:100
2431,4431,1703|1704,90,RanShaoLianYu,YueDuShenShe,47-71,47,
2432,4432,1705|1706,90,RanShaoLianYu,YueDuShenShe,47-72,47,
2433,4433,1707|1708,90,RanShaoLianYu,YueDuShenShe,47-73,47,
2434,4434,1709|1710,90,RanShaoLianYu,YueDuShenShe,47-74,47,
2435,4435,1711|1712,90,RanShaoLianYu,YueDuShenShe,47-75,47,
2436,4436,1713|1714,90,RanShaoLianYu,YueDuShenShe,47-76,47,
2437,4437,1715|1716,90,RanShaoLianYu,YueDuShenShe,47-77,47,
2438,4438,1717|1718,90,RanShaoLianYu,YueDuShenShe,47-78,47,
2439,4439,1719|1720,90,RanShaoLianYu,YueDuShenShe,47-79,47,
2440,4440,1721|1722,90,RanShaoLianYu,YueDuShenShe,47-80,47,5:2000006:1
2441,4441,1723|1724,90,RanShaoLianYu,YueDuShenShe,47-81,47,
2442,4442,1725|1726,90,RanShaoLianYu,YueDuShenShe,47-82,47,
2443,4443,1727|1728,90,RanShaoLianYu,YueDuShenShe,47-83,47,
2444,4444,1729|1730,90,RanShaoLianYu,YueDuShenShe,47-84,47,
2445,4445,1731|1732,90,RanShaoLianYu,YueDuShenShe,47-85,47,
2446,4446,1733|1734,90,RanShaoLianYu,YueDuShenShe,47-86,47,
2447,4447,1735|1736,90,RanShaoLianYu,YueDuShenShe,47-87,47,
2448,4448,1737|1738,90,RanShaoLianYu,YueDuShenShe,47-88,47,
2449,4449,1739|1740,90,RanShaoLianYu,YueDuShenShe,47-89,47,
2450,4450,1741|1742,90,RanShaoLianYu,YueDuShenShe,47-90,47,1:2:100
2451,4451,1743|1744,90,RanShaoLianYu,YueDuShenShe,47-91,47,
2452,4452,1745|1746,90,RanShaoLianYu,YueDuShenShe,47-92,47,
2453,4453,1747|1748,90,RanShaoLianYu,YueDuShenShe,47-93,47,
2454,4454,1749|1750,90,RanShaoLianYu,YueDuShenShe,47-94,47,
2455,4455,1751|1752,90,RanShaoLianYu,YueDuShenShe,47-95,47,
2456,4456,1753|1754,90,RanShaoLianYu,YueDuShenShe,47-96,47,
2457,4457,1755|1756,90,RanShaoLianYu,YueDuShenShe,47-97,47,
2458,4458,1757|1758,90,RanShaoLianYu,YueDuShenShe,47-98,47,
2459,4459,1759|1760,90,RanShaoLianYu,YueDuShenShe,47-99,47,
2460,4460,1761|1762,90,RanShaoLianYu,YueDuShenShe,47-100,47,5:3000027:1
2461,4461,1663|1664,90,XueChengBao,YueDuShenShe,48-1,48,
2462,4462,1665|1666,90,XueChengBao,YueDuShenShe,48-2,48,
2463,4463,1667|1668,90,XueChengBao,YueDuShenShe,48-3,48,
2464,4464,1669|1670,90,XueChengBao,YueDuShenShe,48-4,48,
2465,4465,1671|1672,90,XueChengBao,YueDuShenShe,48-5,48,
2466,4466,1673|1674,90,XueChengBao,YueDuShenShe,48-6,48,
2467,4467,1675|1676,90,XueChengBao,YueDuShenShe,48-7,48,
2468,4468,1677|1678,90,XueChengBao,YueDuShenShe,48-8,48,
2469,4469,1679|1680,90,XueChengBao,YueDuShenShe,48-9,48,
2470,4470,1681|1682,90,XueChengBao,YueDuShenShe,48-10,48,5:3000065:1
2471,4471,1683|1684,90,XueChengBao,YueDuShenShe,48-11,48,
2472,4472,1685|1686,90,XueChengBao,YueDuShenShe,48-12,48,
2473,4473,1687|1688,90,XueChengBao,YueDuShenShe,48-13,48,
2474,4474,1689|1690,90,XueChengBao,YueDuShenShe,48-14,48,
2475,4475,1691|1692,90,XueChengBao,YueDuShenShe,48-15,48,
2476,4476,1693|1694,90,XueChengBao,YueDuShenShe,48-16,48,
2477,4477,1695|1696,90,XueChengBao,YueDuShenShe,48-17,48,
2478,4478,1697|1698,90,XueChengBao,YueDuShenShe,48-18,48,
2479,4479,1699|1700,90,XueChengBao,YueDuShenShe,48-19,48,
2480,4480,1701|1702,90,XueChengBao,YueDuShenShe,48-20,48,5:3000006:100
2481,4481,1703|1704,90,XueChengBao,YueDuShenShe,48-21,48,
2482,4482,1705|1706,90,XueChengBao,YueDuShenShe,48-22,48,
2483,4483,1707|1708,90,XueChengBao,YueDuShenShe,48-23,48,
2484,4484,1709|1710,90,XueChengBao,YueDuShenShe,48-24,48,
2485,4485,1711|1712,90,XueChengBao,YueDuShenShe,48-25,48,
2486,4486,1713|1714,90,XueChengBao,YueDuShenShe,48-26,48,
2487,4487,1715|1716,90,XueChengBao,YueDuShenShe,48-27,48,
2488,4488,1717|1718,90,XueChengBao,YueDuShenShe,48-28,48,
2489,4489,1719|1720,90,XueChengBao,YueDuShenShe,48-29,48,
2490,4490,1721|1722,90,XueChengBao,YueDuShenShe,48-30,48,5:2000006:1
2491,4491,1723|1724,90,XueChengBao,YueDuShenShe,48-31,48,
2492,4492,1725|1726,90,XueChengBao,YueDuShenShe,48-32,48,
2493,4493,1727|1728,90,XueChengBao,YueDuShenShe,48-33,48,
2494,4494,1729|1730,90,XueChengBao,YueDuShenShe,48-34,48,
2495,4495,1731|1732,90,XueChengBao,YueDuShenShe,48-35,48,
2496,4496,1733|1734,90,XueChengBao,YueDuShenShe,48-36,48,
2497,4497,1735|1736,90,XueChengBao,YueDuShenShe,48-37,48,
2498,4498,1737|1738,90,XueChengBao,YueDuShenShe,48-38,48,
2499,4499,1739|1740,90,XueChengBao,YueDuShenShe,48-39,48,
2500,4500,1741|1742,90,XueChengBao,YueDuShenShe,48-40,48,1:2:100
2501,4501,1743|1744,90,XueChengBao,YueDuShenShe,48-41,48,
2502,4502,1745|1746,90,XueChengBao,YueDuShenShe,48-42,48,
2503,4503,1747|1748,90,XueChengBao,YueDuShenShe,48-43,48,
2504,4504,1749|1750,90,XueChengBao,YueDuShenShe,48-44,48,
2505,4505,1751|1752,90,XueChengBao,YueDuShenShe,48-45,48,
2506,4506,1753|1754,90,XueChengBao,YueDuShenShe,48-46,48,
2507,4507,1755|1756,90,XueChengBao,YueDuShenShe,48-47,48,
2508,4508,1757|1758,90,XueChengBao,YueDuShenShe,48-48,48,
2509,4509,1759|1760,90,XueChengBao,YueDuShenShe,48-49,48,
2510,4510,1761|1762,90,XueChengBao,YueDuShenShe,48-50,48,5:3000027:1
2511,4511,1663|1664,90,XueChengBao,YueDuShenShe,48-51,48,
2512,4512,1665|1666,90,XueChengBao,YueDuShenShe,48-52,48,
2513,4513,1667|1668,90,XueChengBao,YueDuShenShe,48-53,48,
2514,4514,1669|1670,90,XueChengBao,YueDuShenShe,48-54,48,
2515,4515,1671|1672,90,XueChengBao,YueDuShenShe,48-55,48,
2516,4516,1673|1674,90,XueChengBao,YueDuShenShe,48-56,48,
2517,4517,1675|1676,90,XueChengBao,YueDuShenShe,48-57,48,
2518,4518,1677|1678,90,XueChengBao,YueDuShenShe,48-58,48,
2519,4519,1679|1680,90,XueChengBao,YueDuShenShe,48-59,48,
2520,4520,1681|1682,90,XueChengBao,YueDuShenShe,48-60,48,5:1000008:1
2521,4521,1683|1684,90,XueChengBao,YueDuShenShe,48-61,48,
2522,4522,1685|1686,90,XueChengBao,YueDuShenShe,48-62,48,
2523,4523,1687|1688,90,XueChengBao,YueDuShenShe,48-63,48,
2524,4524,1689|1690,90,XueChengBao,YueDuShenShe,48-64,48,
2525,4525,1691|1692,90,XueChengBao,YueDuShenShe,48-65,48,
2526,4526,1693|1694,90,XueChengBao,YueDuShenShe,48-66,48,
2527,4527,1695|1696,90,XueChengBao,YueDuShenShe,48-67,48,
2528,4528,1697|1698,90,XueChengBao,YueDuShenShe,48-68,48,
2529,4529,1699|1700,90,XueChengBao,YueDuShenShe,48-69,48,
2530,4530,1701|1702,90,XueChengBao,YueDuShenShe,48-70,48,5:3000006:100
2531,4531,1703|1704,90,XueChengBao,YueDuShenShe,48-71,48,
2532,4532,1705|1706,90,XueChengBao,YueDuShenShe,48-72,48,
2533,4533,1707|1708,90,XueChengBao,YueDuShenShe,48-73,48,
2534,4534,1709|1710,90,XueChengBao,YueDuShenShe,48-74,48,
2535,4535,1711|1712,90,XueChengBao,YueDuShenShe,48-75,48,
2536,4536,1713|1714,90,XueChengBao,YueDuShenShe,48-76,48,
2537,4537,1715|1716,90,XueChengBao,YueDuShenShe,48-77,48,
2538,4538,1717|1718,90,XueChengBao,YueDuShenShe,48-78,48,
2539,4539,1719|1720,90,XueChengBao,YueDuShenShe,48-79,48,
2540,4540,1721|1722,90,XueChengBao,YueDuShenShe,48-80,48,5:2000006:1
2541,4541,1723|1724,90,XueChengBao,YueDuShenShe,48-81,48,
2542,4542,1725|1726,90,XueChengBao,YueDuShenShe,48-82,48,
2543,4543,1727|1728,90,XueChengBao,YueDuShenShe,48-83,48,
2544,4544,1729|1730,90,XueChengBao,YueDuShenShe,48-84,48,
2545,4545,1731|1732,90,XueChengBao,YueDuShenShe,48-85,48,
2546,4546,1733|1734,90,XueChengBao,YueDuShenShe,48-86,48,
2547,4547,1735|1736,90,XueChengBao,YueDuShenShe,48-87,48,
2548,4548,1737|1738,90,XueChengBao,YueDuShenShe,48-88,48,
2549,4549,1739|1740,90,XueChengBao,YueDuShenShe,48-89,48,
2550,4550,1741|1742,90,XueChengBao,YueDuShenShe,48-90,48,1:2:100
2551,4551,1743|1744,90,XueChengBao,YueDuShenShe,48-91,48,
2552,4552,1745|1746,90,XueChengBao,YueDuShenShe,48-92,48,
2553,4553,1747|1748,90,XueChengBao,YueDuShenShe,48-93,48,
2554,4554,1749|1750,90,XueChengBao,YueDuShenShe,48-94,48,
2555,4555,1751|1752,90,XueChengBao,YueDuShenShe,48-95,48,
2556,4556,1753|1754,90,XueChengBao,YueDuShenShe,48-96,48,
2557,4557,1755|1756,90,XueChengBao,YueDuShenShe,48-97,48,
2558,4558,1757|1758,90,XueChengBao,YueDuShenShe,48-98,48,
2559,4559,1759|1760,90,XueChengBao,YueDuShenShe,48-99,48,
2560,4560,1761|1762,90,XueChengBao,YueDuShenShe,48-100,48,5:3000027:1
2561,4561,1663|1664,90,ShenYuanZhiLv,YueDuShenShe,49-1,49,
2562,4562,1665|1666,90,ShenYuanZhiLv,YueDuShenShe,49-2,49,
2563,4563,1667|1668,90,ShenYuanZhiLv,YueDuShenShe,49-3,49,
2564,4564,1669|1670,90,ShenYuanZhiLv,YueDuShenShe,49-4,49,
2565,4565,1671|1672,90,ShenYuanZhiLv,YueDuShenShe,49-5,49,
2566,4566,1673|1674,90,ShenYuanZhiLv,YueDuShenShe,49-6,49,
2567,4567,1675|1676,90,ShenYuanZhiLv,YueDuShenShe,49-7,49,
2568,4568,1677|1678,90,ShenYuanZhiLv,YueDuShenShe,49-8,49,
2569,4569,1679|1680,90,ShenYuanZhiLv,YueDuShenShe,49-9,49,
2570,4570,1681|1682,90,ShenYuanZhiLv,YueDuShenShe,49-10,49,5:3000065:1
2571,4571,1683|1684,90,ShenYuanZhiLv,YueDuShenShe,49-11,49,
2572,4572,1685|1686,90,ShenYuanZhiLv,YueDuShenShe,49-12,49,
2573,4573,1687|1688,90,ShenYuanZhiLv,YueDuShenShe,49-13,49,
2574,4574,1689|1690,90,ShenYuanZhiLv,YueDuShenShe,49-14,49,
2575,4575,1691|1692,90,ShenYuanZhiLv,YueDuShenShe,49-15,49,
2576,4576,1693|1694,90,ShenYuanZhiLv,YueDuShenShe,49-16,49,
2577,4577,1695|1696,90,ShenYuanZhiLv,YueDuShenShe,49-17,49,
2578,4578,1697|1698,90,ShenYuanZhiLv,YueDuShenShe,49-18,49,
2579,4579,1699|1700,90,ShenYuanZhiLv,YueDuShenShe,49-19,49,
2580,4580,1701|1702,90,ShenYuanZhiLv,YueDuShenShe,49-20,49,5:3000006:100
2581,4581,1703|1704,90,ShenYuanZhiLv,YueDuShenShe,49-21,49,
2582,4582,1705|1706,90,ShenYuanZhiLv,YueDuShenShe,49-22,49,
2583,4583,1707|1708,90,ShenYuanZhiLv,YueDuShenShe,49-23,49,
2584,4584,1709|1710,90,ShenYuanZhiLv,YueDuShenShe,49-24,49,
2585,4585,1711|1712,90,ShenYuanZhiLv,YueDuShenShe,49-25,49,
2586,4586,1713|1714,90,ShenYuanZhiLv,YueDuShenShe,49-26,49,
2587,4587,1715|1716,90,ShenYuanZhiLv,YueDuShenShe,49-27,49,
2588,4588,1717|1718,90,ShenYuanZhiLv,YueDuShenShe,49-28,49,
2589,4589,1719|1720,90,ShenYuanZhiLv,YueDuShenShe,49-29,49,
2590,4590,1721|1722,90,ShenYuanZhiLv,YueDuShenShe,49-30,49,5:2000006:1
2591,4591,1723|1724,90,ShenYuanZhiLv,YueDuShenShe,49-31,49,
2592,4592,1725|1726,90,ShenYuanZhiLv,YueDuShenShe,49-32,49,
2593,4593,1727|1728,90,ShenYuanZhiLv,YueDuShenShe,49-33,49,
2594,4594,1729|1730,90,ShenYuanZhiLv,YueDuShenShe,49-34,49,
2595,4595,1731|1732,90,ShenYuanZhiLv,YueDuShenShe,49-35,49,
2596,4596,1733|1734,90,ShenYuanZhiLv,YueDuShenShe,49-36,49,
2597,4597,1735|1736,90,ShenYuanZhiLv,YueDuShenShe,49-37,49,
2598,4598,1737|1738,90,ShenYuanZhiLv,YueDuShenShe,49-38,49,
2599,4599,1739|1740,90,ShenYuanZhiLv,YueDuShenShe,49-39,49,
2600,4600,1741|1742,90,ShenYuanZhiLv,YueDuShenShe,49-40,49,1:2:100
2601,4601,1743|1744,90,ShenYuanZhiLv,YueDuShenShe,49-41,49,
2602,4602,1745|1746,90,ShenYuanZhiLv,YueDuShenShe,49-42,49,
2603,4603,1747|1748,90,ShenYuanZhiLv,YueDuShenShe,49-43,49,
2604,4604,1749|1750,90,ShenYuanZhiLv,YueDuShenShe,49-44,49,
2605,4605,1751|1752,90,ShenYuanZhiLv,YueDuShenShe,49-45,49,
2606,4606,1753|1754,90,ShenYuanZhiLv,YueDuShenShe,49-46,49,
2607,4607,1755|1756,90,ShenYuanZhiLv,YueDuShenShe,49-47,49,
2608,4608,1757|1758,90,ShenYuanZhiLv,YueDuShenShe,49-48,49,
2609,4609,1759|1760,90,ShenYuanZhiLv,YueDuShenShe,49-49,49,
2610,4610,1761|1762,90,ShenYuanZhiLv,YueDuShenShe,49-50,49,5:3000027:1
2611,4611,1663|1664,90,ShenYuanZhiLv,YueDuShenShe,49-51,49,
2612,4612,1665|1666,90,ShenYuanZhiLv,YueDuShenShe,49-52,49,
