cfg_id,name,icon_path,job_need,armor_part,level,main_attr_str,secondary_attr,job_limit_base_attr,sell_price
17054,Thunder Staff,17036.png,3,3,365,2:3:62300|3:1:540,1725,3:31150,100
18001,Shell,18001.png,0,9,100,2:1:24480|3:2:10,400,,100
18002,Pearl,18002.png,0,9,105,2:1:26879|3:2:20,425,,100
18003,Amethyst,18003.png,0,9,110,2:1:29768|3:2:30,450,,100
18004,Hermes,18004.png,0,9,115,2:1:32793|3:2:40,475,,100
18005,Sapphire,18005.png,0,9,120,2:1:35820|3:2:50,500,,100
18006,Brilliant,18006.png,0,9,125,2:1:39037|3:2:60,525,,100
18007,Tigerseye,18007.png,0,9,130,2:1:42375|3:2:70,550,,100
18008,Arctic,18008.png,0,9,135,2:1:45892|3:2:80,575,,100
18009,Coral,18009.png,0,9,140,2:1:49518|3:2:90,600,,100
18010,Darkmoon,18010.png,0,9,145,2:1:53116|3:2:100,625,,100
18011,Dragon Soul,18011.png,0,9,150,2:1:56874|3:2:110,650,,100
18012,Ethereal,18012.png,0,9,155,2:1:60725|3:2:120,675,,100
18013,Repentance,18013.png,0,9,160,2:1:64678|3:2:130,700,,100
18014,Authority,18014.png,0,9,165,2:1:68732|3:2:140,725,,100
18015,Sunsoul,18015.png,0,9,170,2:1:72887|3:2:150,750,,100
18016,Kyanite,18016.png,0,9,175,2:1:77144|3:2:160,775,,100
18017,Citrine,18017.png,0,9,180,2:1:81502|3:2:170,800,,100
18018,Chromatic,18018.png,0,9,185,2:1:85961|3:2:180,825,,100
18019,Starburner,18019.png,0,9,190,2:1:90521|3:2:190,850,,100
18020,Starmoon,18020.png,0,9,195,2:1:95182|3:2:200,875,,100
18021,Silvernight,18021.png,0,9,200,2:1:99945|3:2:210,900,,100
18022,Moonlight,18022.png,0,9,205,2:1:104809|3:2:220,925,,100
18023,Amber,18023.png,0,9,210,2:1:109774|3:2:230,950,,100
18024,Exploration,18024.png,0,9,215,2:1:114841|3:2:240,975,,100
18025,Nightfall,18025.png,0,9,220,2:1:120009|3:2:250,1000,,100
18026,Warflame,18026.png,0,9,225,2:1:128403|3:2:260,1025,,100
18027,Luminous,18027.png,0,9,230,2:1:143328|3:2:270,1050,,100
18028,Fire Agate,18028.png,0,9,235,2:1:158624|3:2:280,1075,,100
18029,Protection,18029.png,0,9,240,2:1:174292|3:2:290,1100,,100
18030,Dawnbreaker,18030.png,0,9,245,2:1:190331|3:2:300,1125,,100
18031,Lazulite,18031.png,0,9,250,2:1:206741|3:2:310,1150,,100
18032,Empyreal Necklace,18032.png,0,9,255,2:1:223523|3:2:320,1175,,100
18033,Starlight Necklace,18033.png,0,9,260,2:1:240676|3:2:330,1200,,100
18034,Glorious Necklace,18034.png,0,9,265,2:1:258200|3:2:340,1225,,100
18035,Eternal Necklace,18020.png,0,9,270,2:1:276095|3:2:350,1250,,100
18036,Rift Necklace,18021.png,0,9,275,2:1:294361|3:2:360,1275,,100
18037,Infernal Necklace,18022.png,0,9,280,2:1:312999|3:2:370,1300,,100
18038,Heaven Necklace,18023.png,0,9,285,2:1:332008|3:2:380,1325,,100
18039,Supreme Necklace,18024.png,0,9,290,2:1:351388|3:2:390,1350,,100
18040,Hades Necklace,18025.png,0,9,295,2:1:371140|3:2:400,1375,,100
18041,Immortal Necklace,18026.png,0,9,300,2:1:391263|3:2:410,1400,,100
18042,Imperial Necklace,18027.png,0,9,305,2:1:411757|3:2:420,1425,,100
18043,Celestial Necklace,18028.png,0,9,310,2:1:432622|3:2:430,1450,,100
18044,Lightforged Necklace,18029.png,0,9,315,2:1:453858|3:2:440,1475,,100
18045,Storm Necklace,18030.png,0,9,320,2:1:475466|3:2:450,1500,,100
18046,Faith Necklace,18031.png,0,9,325,2:1:497445|3:2:460,1525,,100
18047,Oracle Necklace,18032.png,0,9,330,2:1:519795|3:2:470,1550,,100
18048,Heaven Necklace,18033.png,0,9,335,2:1:542145|3:2:480,1575,,100
18049,Pantheon Necklace,18034.png,0,9,340,2:1:564495|3:2:490,1600,,100
18050,Godslayer Necklace,18035.png,0,9,345,2:1:586845|3:2:500,1625,,100
18051,Creation Necklace,18036.png,0,9,350,2:1:609195|3:2:510,1650,,100
18052,Moonlight Necklace,18037.png,0,9,355,2:1:631545|3:2:520,1675,,100
18053,Sunlight Necklace,18038.png,0,9,360,2:1:653895|3:2:530,1700,,100
18054,Thunder Necklace,18039.png,0,9,365,2:1:676245|3:2:540,1725,,100
