dungeon_id,boss_monster_npc_id_list,normal_monster_npc_id_list,bg_path,name,map_id,reward
866,11732|11731,1351|1352,NvWaQinGong,29-26,29,
867,11734|11733,1351|1352,NvWaQinGong,29-27,29,
868,11736|11735,1351|1352,NvWaQinGong,29-28,29,
869,11738|11737,1353|1354,NvWaQinGong,29-29,29,
870,11740|11739,1353|1354,NvWaQinGong,29-30,29,5:3000027:5
871,11742|11741,1353|1354,DaJinZiTa,30-1,30,
872,11744|11743,1353|1354,DaJinZiTa,30-2,30,
873,11746|11745,1353|1354,DaJinZiTa,30-3,30,
874,11748|11747,1353|1354,DaJinZiTa,30-4,30,
875,11750|11749,1355|1356,DaJinZiTa,30-5,30,1:2:100
876,11752|11751,1355|1356,DaJinZiTa,30-6,30,
877,11754|11753,1355|1356,DaJinZiTa,30-7,30,
878,11756|11755,1355|1356,DaJinZiTa,30-8,30,
879,11758|11757,1355|1356,DaJinZiTa,30-9,30,
880,11760|11759,1355|1356,DaJinZiTa,30-10,30,5:3000214:200
881,11762|11761,1357|1358,DaJinZiTa,30-11,30,
882,11764|11763,1357|1358,DaJinZiTa,30-12,30,
883,11766|11765,1357|1358,DaJinZiTa,30-13,30,
884,11768|11767,1357|1358,DaJinZiTa,30-14,30,
885,11770|11769,1357|1358,DaJinZiTa,30-15,30,1:2:100
886,11772|11771,1357|1358,DaJinZiTa,30-16,30,
887,11774|11773,1359|1360,DaJinZiTa,30-17,30,
888,11776|11775,1359|1360,DaJinZiTa,30-18,30,
889,11778|11777,1359|1360,DaJinZiTa,30-19,30,
890,11780|11779,1359|1360,DaJinZiTa,30-20,30,5:3000214:300
891,11782|11781,1359|1360,DaJinZiTa,30-21,30,
892,11784|11783,1359|1360,DaJinZiTa,30-22,30,
893,11786|11785,1361|1362,DaJinZiTa,30-23,30,
894,11788|11787,1361|1362,DaJinZiTa,30-24,30,
895,11790|11789,1361|1362,DaJinZiTa,30-25,30,1:2:200
896,11792|11791,1361|1362,DaJinZiTa,30-26,30,
897,11794|11793,1361|1362,DaJinZiTa,30-27,30,
898,11796|11795,1361|1362,DaJinZiTa,30-28,30,
899,11798|11797,1363|1364,DaJinZiTa,30-29,30,
900,11800|11799,1363|1364,DaJinZiTa,30-30,30,5:3000027:10
901,11802|11801,1363|1364,ShenZhiXiaGu,31-1,31,
902,11804|11803,1363|1364,ShenZhiXiaGu,31-2,31,
903,11806|11805,1363|1364,ShenZhiXiaGu,31-3,31,
904,11808|11807,1363|1364,ShenZhiXiaGu,31-4,31,
905,11810|11809,1365|1366,ShenZhiXiaGu,31-5,31,1:2:100
906,11812|11811,1365|1366,ShenZhiXiaGu,31-6,31,
907,11814|11813,1365|1366,ShenZhiXiaGu,31-7,31,
908,11816|11815,1365|1366,ShenZhiXiaGu,31-8,31,
909,11818|11817,1365|1366,ShenZhiXiaGu,31-9,31,
910,11820|11819,1365|1366,ShenZhiXiaGu,31-10,31,5:3000214:200
911,11822|11821,1367|1368,ShenZhiXiaGu,31-11,31,
912,11824|11823,1367|1368,ShenZhiXiaGu,31-12,31,
913,11826|11825,1367|1368,ShenZhiXiaGu,31-13,31,
914,11828|11827,1367|1368,ShenZhiXiaGu,31-14,31,
915,11830|11829,1367|1368,ShenZhiXiaGu,31-15,31,1:2:100
916,11832|11831,1367|1368,ShenZhiXiaGu,31-16,31,
917,11834|11833,1369|1370,ShenZhiXiaGu,31-17,31,
918,11836|11835,1369|1370,ShenZhiXiaGu,31-18,31,
919,11838|11837,1369|1370,ShenZhiXiaGu,31-19,31,
920,11840|11839,1369|1370,ShenZhiXiaGu,31-20,31,5:3000214:300
921,11842|11841,1369|1370,ShenZhiXiaGu,31-21,31,
922,11844|11843,1369|1370,ShenZhiXiaGu,31-22,31,
923,11846|11845,1371|1372,ShenZhiXiaGu,31-23,31,
924,11848|11847,1371|1372,ShenZhiXiaGu,31-24,31,
925,11850|11849,1371|1372,ShenZhiXiaGu,31-25,31,1:2:200
926,11852|11851,1371|1372,ShenZhiXiaGu,31-26,31,
927,11854|11853,1371|1372,ShenZhiXiaGu,31-27,31,
928,11856|11855,1371|1372,ShenZhiXiaGu,31-28,31,
929,11858|11857,1373|1374,ShenZhiXiaGu,31-29,31,
930,11860|11859,1373|1374,ShenZhiXiaGu,31-30,31,5:3000027:5
931,11862|11861,1373|1374,XieShenCangShenChu,32-1,32,
932,11864|11863,1373|1374,XieShenCangShenChu,32-2,32,
933,11866|11865,1373|1374,XieShenCangShenChu,32-3,32,
934,11868|11867,1373|1374,XieShenCangShenChu,32-4,32,
935,11870|11869,1375|1376,XieShenCangShenChu,32-5,32,1:2:100
936,11872|11871,1375|1376,XieShenCangShenChu,32-6,32,
937,11874|11873,1375|1376,XieShenCangShenChu,32-7,32,
938,11876|11875,1375|1376,XieShenCangShenChu,32-8,32,
939,11878|11877,1375|1376,XieShenCangShenChu,32-9,32,
940,11880|11879,1375|1376,XieShenCangShenChu,32-10,32,5:3000214:200
941,11882|11881,1377|1378,XieShenCangShenChu,32-11,32,
942,11884|11883,1377|1378,XieShenCangShenChu,32-12,32,
943,11886|11885,1377|1378,XieShenCangShenChu,32-13,32,
944,11888|11887,1377|1378,XieShenCangShenChu,32-14,32,
945,11890|11889,1377|1378,XieShenCangShenChu,32-15,32,1:2:100
946,11892|11891,1377|1378,XieShenCangShenChu,32-16,32,
947,11894|11893,1379|1380,XieShenCangShenChu,32-17,32,
948,11896|11895,1379|1380,XieShenCangShenChu,32-18,32,
949,11898|11897,1379|1380,XieShenCangShenChu,32-19,32,
950,11900|11899,1379|1380,XieShenCangShenChu,32-20,32,5:3000214:300
951,11902|11901,1379|1380,XieShenCangShenChu,32-21,32,
952,11904|11903,1379|1380,XieShenCangShenChu,32-22,32,
953,11906|11905,1381|1382,XieShenCangShenChu,32-23,32,
954,11908|11907,1381|1382,XieShenCangShenChu,32-24,32,
955,11910|11909,1381|1382,XieShenCangShenChu,32-25,32,1:2:200
956,11912|11911,1381|1382,XieShenCangShenChu,32-26,32,
957,11914|11913,1381|1382,XieShenCangShenChu,32-27,32,
958,11916|11915,1381|1382,XieShenCangShenChu,32-28,32,
959,11918|11917,1383|1384,XieShenCangShenChu,32-29,32,
960,11920|11919,1383|1384,XieShenCangShenChu,32-30,32,5:3000027:5
961,11922|11921,1383|1384,RanShaoLianYu,33-1,33,
962,11924|11923,1383|1384,RanShaoLianYu,33-2,33,
963,11926|11925,1383|1384,RanShaoLianYu,33-3,33,
964,11928|11927,1383|1384,RanShaoLianYu,33-4,33,
965,11930|11929,1385|1386,RanShaoLianYu,33-5,33,1:2:100
966,11932|11931,1385|1386,RanShaoLianYu,33-6,33,
967,11934|11933,1385|1386,RanShaoLianYu,33-7,33,
968,11936|11935,1385|1386,RanShaoLianYu,33-8,33,
969,11938|11937,1385|1386,RanShaoLianYu,33-9,33,
970,11940|11939,1385|1386,RanShaoLianYu,33-10,33,5:3000214:200
971,11942|11941,1387|1388,RanShaoLianYu,33-11,33,
972,11944|11943,1387|1388,RanShaoLianYu,33-12,33,
973,11946|11945,1387|1388,RanShaoLianYu,33-13,33,
974,11948|11947,1387|1388,RanShaoLianYu,33-14,33,
975,11950|11949,1387|1388,RanShaoLianYu,33-15,33,1:2:100
976,11952|11951,1387|1388,RanShaoLianYu,33-16,33,
977,11954|11953,1389|1390,RanShaoLianYu,33-17,33,
978,11956|11955,1389|1390,RanShaoLianYu,33-18,33,
979,11958|11957,1389|1390,RanShaoLianYu,33-19,33,
980,11960|11959,1389|1390,RanShaoLianYu,33-20,33,5:3000214:300
981,11962|11961,1389|1390,RanShaoLianYu,33-21,33,
982,11964|11963,1389|1390,RanShaoLianYu,33-22,33,
983,11966|11965,1391|1392,RanShaoLianYu,33-23,33,
984,11968|11967,1391|1392,RanShaoLianYu,33-24,33,
985,11970|11969,1391|1392,RanShaoLianYu,33-25,33,1:2:200
986,11972|11971,1391|1392,RanShaoLianYu,33-26,33,
987,11974|11973,1391|1392,RanShaoLianYu,33-27,33,
988,11976|11975,1391|1392,RanShaoLianYu,33-28,33,
989,11978|11977,1393|1394,RanShaoLianYu,33-29,33,
990,11980|11979,1393|1394,RanShaoLianYu,33-30,33,5:3000027:5
991,11982|11981,1393|1394,XueChengBao,34-1,34,
992,11984|11983,1393|1394,XueChengBao,34-2,34,
993,11986|11985,1393|1394,XueChengBao,34-3,34,
994,11988|11987,1393|1394,XueChengBao,34-4,34,
995,11990|11989,1395|1396,XueChengBao,34-5,34,1:2:100
996,11992|11991,1395|1396,XueChengBao,34-6,34,
997,11994|11993,1395|1396,XueChengBao,34-7,34,
998,11996|11995,1395|1396,XueChengBao,34-8,34,
999,11998|11997,1395|1396,XueChengBao,34-9,34,
1000,12000|11999,1395|1396,XueChengBao,34-10,34,5:3000214:200
1001,12002|12001,1397|1398,XueChengBao,34-11,34,
1002,12004|12003,1397|1398,XueChengBao,34-12,34,
1003,12006|12005,1397|1398,XueChengBao,34-13,34,
1004,12008|12007,1397|1398,XueChengBao,34-14,34,
1005,12010|12009,1397|1398,XueChengBao,34-15,34,1:2:100
1006,12012|12011,1397|1398,XueChengBao,34-16,34,
1007,12014|12013,1397|1398,XueChengBao,34-17,34,
1008,12016|12015,1397|1398,XueChengBao,34-18,34,
1009,12018|12017,1397|1398,XueChengBao,34-19,34,
1010,12020|12019,1397|1398,XueChengBao,34-20,34,5:3000214:300
1011,12022|12021,1397|1398,XueChengBao,34-21,34,
1012,12024|12023,1397|1398,XueChengBao,34-22,34,
1013,12026|12025,1399|1400,XueChengBao,34-23,34,
1014,12028|12027,1399|1400,XueChengBao,34-24,34,
1015,12030|12029,1399|1400,XueChengBao,34-25,34,1:2:200
1016,12032|12031,1399|1400,XueChengBao,34-26,34,
1017,12034|12033,1399|1400,XueChengBao,34-27,34,
1018,12036|12035,1399|1400,XueChengBao,34-28,34,
1019,12038|12037,1399|1400,XueChengBao,34-29,34,
1020,12040|12039,1399|1400,XueChengBao,34-30,34,5:3000027:5
1021,12042|12041,1399|1400,NvWaQinGong,35-1,35,
1022,12044|12043,1399|1400,NvWaQinGong,35-2,35,
1023,12046|12045,1399|1400,NvWaQinGong,35-3,35,
1024,12048|12047,1399|1400,NvWaQinGong,35-4,35,
1025,12050|12049,1401|1402,NvWaQinGong,35-5,35,1:2:100
1026,12052|12051,1401|1402,NvWaQinGong,35-6,35,
1027,12054|12053,1401|1402,NvWaQinGong,35-7,35,
1028,12056|12055,1401|1402,NvWaQinGong,35-8,35,
1029,12058|12057,1401|1402,NvWaQinGong,35-9,35,
1030,12060|12059,1401|1402,NvWaQinGong,35-10,35,5:3000214:200
1031,12062|12061,1401|1402,NvWaQinGong,35-11,35,
1032,12064|12063,1401|1402,NvWaQinGong,35-12,35,
1033,12066|12065,1401|1402,NvWaQinGong,35-13,35,
1034,12068|12067,1401|1402,NvWaQinGong,35-14,35,
1035,12070|12069,1401|1402,NvWaQinGong,35-15,35,1:2:100
1036,12072|12071,1401|1402,NvWaQinGong,35-16,35,
1037,12074|12073,1403|1404,NvWaQinGong,35-17,35,
1038,12076|12075,1403|1404,NvWaQinGong,35-18,35,
1039,12078|12077,1403|1404,NvWaQinGong,35-19,35,
1040,12080|12079,1403|1404,NvWaQinGong,35-20,35,5:3000214:300
1041,12082|12081,1403|1404,NvWaQinGong,35-21,35,
1042,12084|12083,1403|1404,NvWaQinGong,35-22,35,
1043,12086|12085,1403|1404,NvWaQinGong,35-23,35,
1044,12088|12087,1403|1404,NvWaQinGong,35-24,35,
1045,12090|12089,1403|1404,NvWaQinGong,35-25,35,1:2:200
1046,12092|12091,1403|1404,NvWaQinGong,35-26,35,
1047,12094|12093,1403|1404,NvWaQinGong,35-27,35,
1048,12096|12095,1403|1404,NvWaQinGong,35-28,35,
1049,12098|12097,1405|1406,NvWaQinGong,35-29,35,
1050,12100|12099,1405|1406,NvWaQinGong,35-30,35,5:3000027:10
