task_id,task_type,level_min_need,task_group,task_index,task_id_before,task_condition,task_value,reward,name,content,content_param,link
80001,1,1,80001,0,0,1,5,1:2:100|7:2017:15,等级提升,Upgrade to Lv.{0},5,
900233,1,1,90001,471,90239,3,3350,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-90,
90240,1,1,90001,472,900233,3,3360,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-100,
900234,1,1,90001,473,90240,3,3370,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-10,
90241,1,1,90001,474,900234,3,3380,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-20,
900235,1,1,90001,475,90241,3,3390,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-30,
90242,1,1,90001,476,900235,3,3400,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-40,
900236,1,1,90001,477,90242,3,3410,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-50,
90243,1,1,90001,478,900236,3,3420,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-60,
900237,1,1,90001,479,90243,3,3430,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-70,
90244,1,1,90001,480,900237,3,3440,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-80,
900238,1,1,90001,481,90244,3,3450,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-90,
90245,1,1,90001,482,900238,3,3460,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},57-100,
900239,1,1,90001,483,90245,3,3470,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-10,
90246,1,1,90001,484,900239,3,3480,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-20,
900240,1,1,90001,485,90246,3,3490,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-30,
90247,1,1,90001,486,900240,3,3500,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-40,
900241,1,1,90001,487,90247,3,3510,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-50,
90248,1,1,90001,488,900241,3,3520,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-60,
900242,1,1,90001,489,90248,3,3530,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-70,
90249,1,1,90001,490,900242,3,3540,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-80,
900243,1,1,90001,491,90249,3,3550,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-90,
90250,1,1,90001,492,900243,3,3560,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},58-100,
900244,1,1,90001,493,90250,3,3570,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-10,
90251,1,1,90001,494,900244,3,3580,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-20,
900245,1,1,90001,495,90251,3,3590,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-30,
90252,1,1,90001,496,900245,3,3600,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-40,
900246,1,1,90001,497,90252,3,3610,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-50,
90253,1,1,90001,498,900246,3,3620,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-60,
900247,1,1,90001,499,90253,3,3630,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-70,
90254,1,1,90001,500,900247,3,3640,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-80,
900248,1,1,90001,501,90254,3,3650,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-90,
90255,1,1,90001,502,900248,3,3660,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},59-100,
900249,1,1,90001,503,90255,3,3670,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-10,
90256,1,1,90001,504,900249,3,3680,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-20,
900250,1,1,90001,505,90256,3,3690,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-30,
90257,1,1,90001,506,900250,3,3700,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-40,
900251,1,1,90001,507,90257,3,3710,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-50,
90258,1,1,90001,508,900251,3,3720,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-60,
900252,1,1,90001,509,90258,3,3730,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-70,
90259,1,1,90001,510,900252,3,3740,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-80,
900253,1,1,90001,511,90259,3,3750,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-90,
90260,1,1,90001,512,900253,3,3760,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},60-100,
900254,1,1,90001,513,90260,3,3770,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-10,
90261,1,1,90001,514,900254,3,3780,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-20,
900255,1,1,90001,515,90261,3,3790,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-30,
90262,1,1,90001,516,900255,3,3800,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-40,
900256,1,1,90001,517,90262,3,3810,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-50,
90263,1,1,90001,518,900256,3,3820,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-60,
900257,1,1,90001,519,90263,3,3830,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-70,
90264,1,1,90001,520,900257,3,3840,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-80,
900258,1,1,90001,521,90264,3,3850,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-90,
90265,1,1,90001,522,900258,3,3860,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},61-100,
900259,1,1,90001,523,90265,3,3870,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-10,
90266,1,1,90001,524,900259,3,3880,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-20,
900260,1,1,90001,525,90266,3,3890,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-30,
90267,1,1,90001,526,900260,3,3900,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-40,
900261,1,1,90001,527,90267,3,3910,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-50,
90268,1,1,90001,528,900261,3,3920,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-60,
900262,1,1,90001,529,90268,3,3930,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-70,
90269,1,1,90001,530,900262,3,3940,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-80,
900263,1,1,90001,531,90269,3,3950,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-90,
90270,1,1,90001,532,900263,3,3960,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},62-100,
900264,1,1,90001,533,90270,3,3970,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-10,
90271,1,1,90001,534,900264,3,3980,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-20,
900265,1,1,90001,535,90271,3,3990,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-30,
90272,1,1,90001,536,900265,3,4000,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-40,
900266,1,1,90001,537,90272,3,4010,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-50,
90273,1,1,90001,538,900266,3,4020,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-60,
900267,1,1,90001,539,90273,3,4030,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-70,
90274,1,1,90001,540,900267,3,4040,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-80,
900268,1,1,90001,541,90274,3,4050,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-90,
90275,1,1,90001,542,900268,3,4060,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},63-100,
900269,1,1,90001,543,90275,3,4070,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-10,
90276,1,1,90001,544,900269,3,4080,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-20,
900270,1,1,90001,545,90276,3,4090,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-30,
90277,1,1,90001,546,900270,3,4100,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-40,
900271,1,1,90001,547,90277,3,4110,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-50,
90278,1,1,90001,548,900271,3,4120,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-60,
900272,1,1,90001,549,90278,3,4130,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-70,
90279,1,1,90001,550,900272,3,4140,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-80,
900273,1,1,90001,551,90279,3,4150,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-90,
90280,1,1,90001,552,900273,3,4160,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},64-100,
900274,1,1,90001,553,90280,3,4170,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-10,
90281,1,1,90001,554,900274,3,4180,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-20,
900275,1,1,90001,555,90281,3,4190,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-30,
90282,1,1,90001,556,900275,3,4200,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-40,
900276,1,1,90001,557,90282,3,4210,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-50,
90283,1,1,90001,558,900276,3,4220,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-60,
900277,1,1,90001,559,90283,3,4230,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-70,
90284,1,1,90001,560,900277,3,4240,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-80,
900278,1,1,90001,561,90284,3,4250,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-90,
90285,1,1,90001,562,900278,3,4260,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},65-100,
900279,1,1,90001,563,90285,3,4270,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-10,
90286,1,1,90001,564,900279,3,4280,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-20,
900280,1,1,90001,565,90286,3,4290,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-30,
90287,1,1,90001,566,900280,3,4300,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-40,
900281,1,1,90001,567,90287,3,4310,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-50,
90288,1,1,90001,568,900281,3,4320,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-60,
900282,1,1,90001,569,90288,3,4330,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-70,
90289,1,1,90001,570,900282,3,4340,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-80,
900283,1,1,90001,571,90289,3,4350,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-90,
90290,1,1,90001,572,900283,3,4360,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},66-100,
900284,1,1,90001,573,90290,3,4370,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-10,
90291,1,1,90001,574,900284,3,4380,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-20,
900285,1,1,90001,575,90291,3,4390,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-30,
90292,1,1,90001,576,900285,3,4400,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-40,
900286,1,1,90001,577,90292,3,4410,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-50,
90293,1,1,90001,578,900286,3,4420,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-60,
900287,1,1,90001,579,90293,3,4430,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-70,
90294,1,1,90001,580,900287,3,4440,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-80,
900288,1,1,90001,581,90294,3,4450,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-90,
90295,1,1,90001,582,900288,3,4460,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},67-100,
900289,1,1,90001,583,90295,3,4470,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-10,
90296,1,1,90001,584,900289,3,4480,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-20,
900290,1,1,90001,585,90296,3,4490,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-30,
90297,1,1,90001,586,900290,3,4500,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-40,
900291,1,1,90001,587,90297,3,4510,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-50,
90298,1,1,90001,588,900291,3,4520,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-60,
900292,1,1,90001,589,90298,3,4530,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-70,
90299,1,1,90001,590,900292,3,4540,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-80,
900293,1,1,90001,591,90299,3,4550,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-90,
90300,1,1,90001,592,900293,3,4560,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},68-100,
900294,1,1,90001,593,90300,3,4570,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-10,
90301,1,1,90001,594,900294,3,4580,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-20,
900295,1,1,90001,595,90301,3,4590,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-30,
90302,1,1,90001,596,900295,3,4600,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-40,
900296,1,1,90001,597,90302,3,4610,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-50,
90303,1,1,90001,598,900296,3,4620,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-60,
900297,1,1,90001,599,90303,3,4630,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-70,
90304,1,1,90001,600,900297,3,4640,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-80,
900298,1,1,90001,601,90304,3,4650,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-90,
90305,1,1,90001,602,900298,3,4660,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},69-100,
900299,1,1,90001,603,90305,3,4670,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-10,
90306,1,1,90001,604,900299,3,4680,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-20,
900300,1,1,90001,605,90306,3,4690,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-30,
90307,1,1,90001,606,900300,3,4700,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-40,
900301,1,1,90001,607,90307,3,4710,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-50,
90308,1,1,90001,608,900301,3,4720,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-60,
900302,1,1,90001,609,90308,3,4730,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-70,
90309,1,1,90001,610,900302,3,4740,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-80,
900303,1,1,90001,611,90309,3,4750,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-90,
90310,1,1,90001,612,900303,3,4760,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},70-100,
900304,1,1,90001,613,90310,3,4770,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-10,
90311,1,1,90001,614,900304,3,4780,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-20,
900305,1,1,90001,615,90311,3,4790,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-30,
90312,1,1,90001,616,900305,3,4800,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-40,
900306,1,1,90001,617,90312,3,4810,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-50,
90313,1,1,90001,618,900306,3,4820,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-60,
900307,1,1,90001,619,90313,3,4830,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-70,
90314,1,1,90001,620,900307,3,4840,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-80,
900308,1,1,90001,621,90314,3,4850,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-90,
90315,1,1,90001,622,900308,3,4860,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},71-100,
900309,1,1,90001,623,90315,3,4870,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-10,
90316,1,1,90001,624,900309,3,4880,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-20,
900310,1,1,90001,625,90316,3,4890,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-30,
90317,1,1,90001,626,900310,3,4900,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-40,
900311,1,1,90001,627,90317,3,4910,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-50,
90318,1,1,90001,628,900311,3,4920,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-60,
900312,1,1,90001,629,90318,3,4930,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-70,
90319,1,1,90001,630,900312,3,4940,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-80,
900313,1,1,90001,631,90319,3,4950,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-90,
90320,1,1,90001,632,900313,3,4960,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},72-100,
900314,1,1,90001,633,90320,3,4970,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-10,
90321,1,1,90001,634,900314,3,4980,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-20,
900315,1,1,90001,635,90321,3,4990,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-30,
90322,1,1,90001,636,900315,3,5000,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-40,
900316,1,1,90001,637,90322,3,5010,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-50,
90323,1,1,90001,638,900316,3,5020,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-60,
900317,1,1,90001,639,90323,3,5030,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-70,
90324,1,1,90001,640,900317,3,5040,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-80,
900318,1,1,90001,641,90324,3,5050,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-90,
90325,1,1,90001,642,900318,3,5060,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},73-100,
900319,1,1,90001,643,90325,3,5070,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-10,
90326,1,1,90001,644,900319,3,5080,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-20,
900320,1,1,90001,645,90326,3,5090,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-30,
90327,1,1,90001,646,900320,3,5100,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-40,
900321,1,1,90001,647,90327,3,5110,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-50,
90328,1,1,90001,648,900321,3,5120,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-60,
900322,1,1,90001,649,90328,3,5130,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-70,
90329,1,1,90001,650,900322,3,5140,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-80,
900323,1,1,90001,651,90329,3,5150,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-90,
90330,1,1,90001,652,900323,3,5160,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},74-100,
900324,1,1,90001,653,90330,3,5170,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-10,
90331,1,1,90001,654,900324,3,5180,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-20,
900325,1,1,90001,655,90331,3,5190,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-30,
90332,1,1,90001,656,900325,3,5200,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-40,
900326,1,1,90001,657,90332,3,5210,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-50,
90333,1,1,90001,658,900326,3,5220,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-60,
900327,1,1,90001,659,90333,3,5230,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-70,
90334,1,1,90001,660,900327,3,5240,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-80,
900328,1,1,90001,661,90334,3,5250,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-90,
90335,1,1,90001,662,900328,3,5260,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},75-100,
900329,1,1,90001,663,90335,3,5270,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-10,
90336,1,1,90001,664,900329,3,5280,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-20,
900330,1,1,90001,665,90336,3,5290,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-30,
90337,1,1,90001,666,900330,3,5300,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-40,
900331,1,1,90001,667,90337,3,5310,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-50,
90338,1,1,90001,668,900331,3,5320,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-60,
900332,1,1,90001,669,90338,3,5330,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-70,
90339,1,1,90001,670,900332,3,5340,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-80,
900333,1,1,90001,671,90339,3,5350,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-90,
90340,1,1,90001,672,900333,3,5360,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},76-100,
900334,1,1,90001,673,90340,3,5370,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-10,
90341,1,1,90001,674,900334,3,5380,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-20,
900335,1,1,90001,675,90341,3,5390,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-30,
90342,1,1,90001,676,900335,3,5400,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-40,
900336,1,1,90001,677,90342,3,5410,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-50,
90343,1,1,90001,678,900336,3,5420,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-60,
900337,1,1,90001,679,90343,3,5430,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-70,
90344,1,1,90001,680,900337,3,5440,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-80,
900338,1,1,90001,681,90344,3,5450,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-90,
90345,1,1,90001,682,900338,3,5460,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},77-100,
900339,1,1,90001,683,90345,3,5470,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-10,
90346,1,1,90001,684,900339,3,5480,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-20,
900340,1,1,90001,685,90346,3,5490,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-30,
90347,1,1,90001,686,900340,3,5500,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-40,
900341,1,1,90001,687,90347,3,5510,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-50,
90348,1,1,90001,688,900341,3,5520,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-60,
900342,1,1,90001,689,90348,3,5530,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-70,
90349,1,1,90001,690,900342,3,5540,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-80,
900343,1,1,90001,691,90349,3,5550,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-90,
90350,1,1,90001,692,900343,3,5560,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},78-100,
900344,1,1,90001,693,90350,3,5570,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-10,
90351,1,1,90001,694,900344,3,5580,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-20,
900345,1,1,90001,695,90351,3,5590,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-30,
90352,1,1,90001,696,900345,3,5600,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-40,
900346,1,1,90001,697,90352,3,5610,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-50,
90353,1,1,90001,698,900346,3,5620,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-60,
900347,1,1,90001,699,90353,3,5630,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-70,
90354,1,1,90001,700,900347,3,5640,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-80,
900348,1,1,90001,701,90354,3,5650,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-90,
90355,1,1,90001,702,900348,3,5660,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},79-100,
900349,1,1,90001,703,90355,3,5670,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-10,
90356,1,1,90001,704,900349,3,5680,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-20,
900350,1,1,90001,705,90356,3,5690,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-30,
90357,1,1,90001,706,900350,3,5700,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-40,
900351,1,1,90001,707,90357,3,5710,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-50,
90358,1,1,90001,708,900351,3,5720,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-60,
900352,1,1,90001,709,90358,3,5730,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-70,
90359,1,1,90001,710,900352,3,5740,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-80,
900353,1,1,90001,711,90359,3,5750,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-90,
90360,1,1,90001,712,900353,3,5760,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},80-100,
100001,1,40,100001,0,0,49,10,1:2:100|5:3000007:10,Sky-tower,Clear Story 10 of Sky Tower,,
100002,1,40,100001,1,100001,49,20,1:2:100|5:3000007:10,Sky-tower,Clear Story 20 of Sky Tower,,
100003,1,40,100001,2,100002,49,30,1:2:100|5:3000007:10,Sky-tower,Clear Story 30 of Sky Tower,,
100004,1,40,100001,3,100003,49,40,1:2:100|5:3000007:20,Sky-tower,Clear Story 40 of Sky Tower,,
100005,1,40,100001,4,100004,49,50,1:2:100|5:3000007:20,Sky-tower,Clear Story 50 of Sky Tower,,
100006,1,40,100001,5,100005,49,60,1:2:100|5:3000007:20,Sky-tower,Clear Story 60 of Sky Tower,,
100007,1,40,100001,6,100006,49,70,1:2:100|5:3000007:30,Sky-tower,Clear Story 70 of Sky Tower,,
100008,1,40,100001,7,100007,49,80,1:2:100|5:3000007:30,Sky-tower,Clear Story 80 of Sky Tower,,
100009,1,40,100001,8,100008,49,90,1:2:100|5:3000007:30,Sky-tower,Clear Story 90 of Sky Tower,,
100010,1,40,100001,9,100009,49,100,1:2:200|5:3000008:5,Sky-tower,Clear Story 100 of Sky Tower,,
