dialog_id,next_dialog_id,switch_id,bg,bgm,skippable,character_spine,character_review_spine,character_position,character_name,dialog,voice,text_anchor,delay
31100068,31100069,,NuwaJingu,,1,NT2,HL0,2,Nuit,Ah...,,0,0
31100069,31100070,,NuwaJingu,,1,NT2,HL0,2,Nuit,Horus? What happened?,,0,0
31100070,31100071,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Phantasos had taken control of your mind. Geb is probably also under her control,,0,0
31100071,31100072,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"That's right, I made both sisters into my puppets. But to think you could escape my control like this... I did not expect that.",,0,0
31100072,31100073,,NuwaJingu,,1,NT2,HL0,2,Nuit,What have you done to Geb? Where is she?,,0,0
31100073,-1,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"If you want to know, follow me deeper into my realm, hehe.",,0,0
31100074,31100075,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Here she is. But I don't think she will recognize any of you, hehe. Not even her own sister.",,0,0
31100075,31100076,,NuwaJingu,,1,NT2,HL0,2,Nuit,Geb!,,0,0
31100076,31100077,,NuwaJingu,,1,GB0,MJL0,2,Geb,Anyone who disrupts the master's plan will have to pay the price.,,0,0
31100077,31100078,,NuwaJingu,,1,HLS_UR,HL0,1,Horus,"Phantasos, the gods of Egypt have not offended you, have they?",,0,0
31100078,31100079,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"It is true that I have no grievances with you, but for Ra's Sun Scepter... Well, you understand.",,0,0
31100079,31100080,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"With that scepter, I can finally break free from Hades' control and become the new master of the underworld.",,0,0
31100080,31100081,,NuwaJingu,,1,HLS_UR,HL0,1,Horus,So you're doing this to get the Sun Scepter. Keep dreaming!,,0,0
31100081,31100082,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,It is said that only an Egyptian god can activate the power of the Scepter. So I made one into my puppet to use it for me.,,0,0
31100082,-1,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Now, enough talking.",,0,0
31100083,31100084,,NuwaJingu,,1,NT2,HL0,2,Nuit,"Geb, can you hear me? Geb?",,0,0
31100084,31100085,,NuwaJingu,,1,GB0,MJL0,2,Geb,"Ow, my body hurts. What happened?",,0,0
31100085,31100086,,NuwaJingu,,1,NT2,HL0,2,Nuit,"You were injured, don't move...",,0,0
31100086,31100087,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,We let Phantasos escaped. Damn it.,,0,0
31100087,-1,,NuwaJingu,,1,HLS_UR,HL0,1,Horus,"Don't worry, I believe she will eventually come to us.",,0,0
31100088,31100089,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,I was wondering why Phantasos is being so sneaky. It turns out she is hiding from you lot.,,0,0
31100089,31100090,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,Apollo? Are you also here for the Scepter?,,0,0
31100090,31100091,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,Me? I have no interest in that thing. I am capable of using the power of the sun on my own.,,0,0
31100091,31100092,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,But I don't trust anyone other than myself and Ra to wield the power of the sun properly.,,0,0
31100092,31100093,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,So you want to stop me from getting it?,,0,0
31100093,-1,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,More like a test. Let me see if you're worthy of such power.,,0,0
31100094,31100095,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,Your strength is beyond my imagination.,,0,0
31100095,31100096,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,"You're not bad either, Apollo. I almost lost. If not for my allies' help, I would have lost.",,0,0
31100096,31100097,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,"Alright, I will acknowledge your capability for now. But be careful...",,0,0
31100097,-1,,NuwaJingu,,1,ABL_UR,HFSTS0,2,Apollo,"Because the moment I think you are no longer worthy of it, I will take the Scepter from you.",,0,0
31100098,31100099,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,What a disappointment! I thought Apollo would hold out longer than that.,,0,0
31100099,31100100,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,I am also disappointed to see you again so soon.,,0,0
31100100,31100101,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Don't get too cocky. You know you're still in my realm, right? I can summon anything here.",,0,0
31100101,31100102,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,Let's see how you deal with the Sun itself!,,0,0
31100102,31100103,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,Who's calling me? Horus? What are you doing here?,,0,0
31100103,31100104,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,"… Ra? No, this is only an illusion created by Phantasos.",,0,0
31100104,-1,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Indeed, but even so, she will be as powerful as you think she should be!",,0,0
31100105,31100106,,NuwaJingu,,1,NT2,HL0,2,Nuit,We defeated Ra? This is unbelievable...,,0,0
31100106,31100107,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,Fighting Ra made me feel... uncomfortable.,,0,0
31100107,31100108,,NuwaJingu,,1,ANBS0,HL0,2,Anubis,It's just an illusion. Don't dwell on it.,,0,0
31100108,31100109,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Oh well, what a pity...",,0,0
31100109,-1,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,"Phantasos, you will pay for this!",,0,0
31100110,31100111,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,It looks like I get to fight you again. How exhilarating.,,0,0
31100111,31100112,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Big words for a loser.,,0,0
31100112,31100113,,NuwaJingu,,1,FTSS2,HFSTS0,2,Phantasos,"Watch your tongue, Pandora. This is my realm, and my power still reigns supreme.",,0,0
31100113,-1,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,Hmm? I'm curious to see what you can do.,,0,0
31100114,31100115,,NuwaJingu,,0,FTSS2,HFSTS0,2,Phantasos,"Ah, you... You! The scepter is mine! Sooner or later, I will have it.",,0,0
31100115,31100116,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,"Stop, Phantasos. This farce has gone on long enough.",,0,0
31100116,31100117,,NuwaJingu,,0,FTSS2,HFSTS0,2,Phantasos,Ra? Aren't you just an illusion that I created?,,0,0
31100117,31100118,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,"My divine power is omnipresent, even in your realm. Thus I can manifest through this illusion you created.",,0,0
31100118,31100119,,NuwaJingu,,0,FTSS2,HFSTS0,2,Phantasos,What do you want from me?,,0,0
31100119,31100120,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,Nothing. I have no interest in such a small and pitiful goddess. But your dreamland on the other hand...,,0,0
31100120,31100121,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,"Horus, come forward.",,0,0
31100121,31100122,,NuwaJingu,,0,HLS_UR_PLUS,HL0,1,Horus,"Yes, my Lord.",,0,0
31100122,31100123,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,I sense your faith in the Egyptian gods. I want to see if you are capable of becoming their leader.,,0,0
31100123,31100124,,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,"And if you prove your worth through my test, I will allow you to wield my scepter.",,0,0
31100124,31100125,,NuwaJingu,,0,HLS_UR_PLUS,HL0,1,Horus,I have no desire for the divine power of the Sun. I just want there to be less conflict among the gods.,,0,0
31100125,-1,41101|41102,NuwaJingu,,0,R_UR,HFSTS0,2,Ra,So do you want to take my test?,,0,0
31100126,-1,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"Very well, prepare for battle.",,0,0
31100127,-1,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"Alright, perhaps someday you will be able to bear that responsibility.",,0,0
31100128,31100129,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"Be ready, for you will face the biggest enemy that I have faced for thousands of years.",,0,0
31100129,31100130,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"Awaken, Apep!",,0,0
31100130,31100131,,NuwaJingu,,1,APP2,HL0,2,Apep,...,,0,0
31100131,-1,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,"The Lord of Chaos, Apep... I wanted never to see her, not even in my dreams...",,0,0
31100132,31100133,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"I'm surprised, you have passed the test. It's time to hand over this scepter to you.",,0,0
31100133,31100134,,NuwaJingu,,1,HLS_UR_PLUS,HL0,1,Horus,I will face my responsibilities with confidence.,,0,0
31100134,-1,,NuwaJingu,,1,R_UR,HFSTS0,2,Ra,"During the next hundred years, you will act as the leader of the Egyptian gods on my behalf. May the sun bless you.",,0,0
31200001,31200002,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,Are you Pandora?,,0,0
31200002,31200003,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"Yeah, who are you? Based on how you're dressed, I'd say you're from the East.",,0,0
31200003,31200004,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"Hmm... If my guess is right, you are Sim Cheong, the Korean peasant girl turned empress from Korean folklore. What do you want from me?",,0,0
31200004,31200005,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"My people have contracted a disease that accelerates aging. I have searched everywhere for a cure, but nothing works.",,0,0
31200005,31200006,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"I heard that you can help people fulfill their wishes, so I… came to ask for your help.",,0,0
31200006,31200007,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"I'm not a genie, so how could I possibly grant people's wishes? Besides, my help comes at a price.",,0,0
31200007,31200008,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"For the sake of my people, I am willing to pay any price!",,0,0
31200008,31200009,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,I admire your selfless nature and your willingness to sacrifice for the sake of others. You are certainly worthy of my help.,,0,0
31200009,31200010,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"However, the dream realm is a dangerous place and what happens here affects your body in the waking realm. Are you strong enough to handle it?",,0,0
31200010,31200011,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"Unfortunately, I… am not very good at fighting.",,0,0
31200011,-1,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"How about a little test then? Don't worry, I will hold back.",,0,0
31200012,31200013,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Ouch… Are you sure you… are not very good at fighting?,,0,0
31200013,31200014,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,Uh… I may have been a bit too heavy-handed. I'm really sorry. I didn't mean to hurt you.,,0,0
31200014,31200015,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"You know... your greatest strength seems to be your shields, so maybe we should find you a few companions. That way you can focus on supporting them while they do the fighting.",,0,0
31200015,-1,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,And I have two in mind who would be perfect!,,0,0
31200016,31200017,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"Ungnyeo, come out! We need your help.",,0,0
31200017,31200018,,NuwaJingu,,1,XN2,HL0,2,Ungnyeo,Again?! But this dream world is so dangerous. I really don't want to do this again.,,0,0
31200018,31200019,,NuwaJingu,,1,XN2,HL0,2,Ungnyeo,"Last time, we stumbled into a nightmare, and I got beaten up. I don't trust you anymore.",,0,0
31200019,31200020,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Don't worry. Didn't you notice my companion? It's Sim Cheong! She's very reliable.,,0,0
31200020,31200021,,NuwaJingu,,1,XN2,HL0,2,Ungnyeo,"Sim Cheong...? Hmm that name sounds vaguely familiar, but I can't quite place it.",,0,0
31200021,-1,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"Maybe a good bop on the head will awaken your memories, you sluggish, grumpy bear.",,0,0
31200022,31200023,,NuwaJingu,,1,XN2,HL0,2,Ungnyeo,No more fighting. I yield! How is your shield so strong?,,0,0
31200023,31200024,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"Instead of offense, I channel everything into protecting my companions. ... By the way, Ungnyeo, are you also from Korea?",,0,0
31200024,31200025,,NuwaJingu,,1,XN2,HL0,2,Ungnyeo,"Yes! So that's why I recognized your name. We come from the same place! In that case, I'll help you out this time.",,0,0
31200025,-1,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"Great, I'd love to have you on my team.",,0,0
31200026,31200027,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,Aren't you Sim Cheong? What brings you to Pandora's realm?,,0,0
31200027,31200028,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,Bari?! I didn’t expect to meet you here.,,0,0
31200028,31200029,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"Hmm... I see what you're up to, Pandora. Are you making a business out of this? Trading your help for favors?",,0,0
31200029,31200030,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Hehe… You really know me well. Are you interested in helping out?,,0,0
31200030,31200031,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"Alright, but only for Sim Cheong's sake.",,0,0
31200031,31200032,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Really?! But don't you always demand a test of strength before agreeing to help?,,0,0
31200032,31200033,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"A fight is a given. But I'll help out either way, since she is a dear friend.",,0,0
31200033,-1,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,As for you Pandora... let's just say you owe me one.,,0,0
31200034,31200035,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"You may have beaten me, but even together, we won't stand a chance against the powerful gods we'll encounter here. Our party needs more strength.",,0,0
31200035,31200036,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,That’s exactly what I’m worried about. The road ahead won't be easy.,,0,0
31200036,31200037,,NuwaJingu,,1,SQE0,HL0,1,Sim Cheong,"I believe that as long as we stick together, we can overcome any trouble.",,0,0
31200037,31200038,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"You are right, my dear. But we should still take steps to prepare.",,0,0
31200038,31200039,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"Fortunately, I have a plan. And it involves a formidable dragon.",,0,0
31200039,-1,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"You mean… Storm Dragon? Our journey would be much easier with her on our team. That is, if you can actually convince her to help.",,0,0
31200040,31200041,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"There she is. Let me go talk to her. We used to know each other back when she lived in Asia, before she moved to the Norse realm.",,0,0
31200041,31200042,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,"Bari, long time no see… Who is this young lady?",,0,0
31200042,31200043,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"This is Sim Cheong, the rising star of the Eastern gods. Her people are in trouble, and I plan to take her to the Kunlun Dreamland to seek Xiwangmu’s help.",,0,0
31200043,31200044,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,I see. So you want me to join you in escorting her?,,0,0
31200044,31200045,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,We would appreciate that.,,0,0
31200045,31200046,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,"I can help you, but first… Sim Cheong, I need to test you.",,0,0
31200046,31200047,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,What do you want me to do?,,0,0
31200047,31200048,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,I want to see if you have enough determination to weather my storm.,,0,0
31200048,-1,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,Nothing you can unleash will break my will.,,0,0
31200049,31200050,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,"Despite your feeble frame, your will is surprisingly strong.",,0,0
31200050,31200051,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,I will protect you on your journey and clear the way for you.,,0,0
31200051,-1,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,Thank you very much.,,0,0
31200052,31200053,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,It seems that Xiwangmu was right. You are indeed here.,,0,0
31200053,31200054,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,You are…?,,0,0
31200054,31200055,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,She is the fire goddess Zhu Rong. I’m not surprised to see her in the Kunlun Dreamland.,,0,0
31200055,31200056,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"Xiwangmu has an elixir that can cure all diseases, but she does not give it to just anyone.",,0,0
31200056,31200057,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,How selfish! Are you here to stop us?,,0,0
31200057,31200058,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"On the contrary, I’m a kind-hearted person. First you must pass my test, to prove that your journey won't be a waste of time.",,0,0
31200058,31200059,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"And if you do beat me, I will lend you my aid.",,0,0
31200059,31200060,,NuwaJingu,,1,BLGZ_CZ,HFSTS0,2,Princess Bari,"Dear, what do you think?",,0,0
31200060,31200061,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,"I will save my people, no matter what difficulties I must face.",,0,0
31200061,-1,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Then let's do this. Your people can't wait forever.,,0,0
31200062,31200063,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"Enough, enough. I think we can stop right here.",,0,0
31200063,31200064,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,Xiwangmu asked me to meet you here and help you just in case you ran into trouble on the road. There are thieves roaming about.,,0,0
31200064,31200065,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,Huh? So you weren’t here to test us?,,0,0
31200065,31200066,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"I wanted to see what was so special about you, that made Xiwangmu want to help you.",,0,0
31200066,31200067,,NuwaJingu,,1,LL_UR,HL0,2,Storm Dragon,So what are the thieves after? Do they dare try to steal the medicine in Kunlun realm?,,0,0
31200067,31200068,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"Unfortunately, they've already succeeded not too long ago. But let's not talk about that now.",,0,0
31200068,-1,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"First, I need to focus on escorting you to the peak of Kunlun realm.",,0,0
31200069,31200070,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,You finally made it.,,0,0
31200070,31200071,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,Chang’e? What are you doing here?,,0,0
31200071,31200072,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,"Me? I’m here on Xiwangmu’s orders, to test those who come for the medicine.",,0,0
31200072,31200073,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,"What a hassle… You Eastern Gods do like testing everyone, don't you?",,0,0
31200073,31200074,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"Why are you looking at me? I was just joking before, I didn’t really intend to stop you.",,0,0
31200074,-1,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,"She may have been joking, but I'm not. Let's see if you're worthy of this special medicine.",,0,0
31200075,31200076,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,"Stop, stop! You have passed the test.",,0,0
31200076,31200077,,NuwaJingu,,1,SQE_UR,HL0,1,Sim Cheong,Then please lead the way to Xiwangmu. We must see her urgently.,,0,0
31200077,-1,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,Please follow me.,,0,0
31200078,31200079,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,"Kaguya, they’re here.",,0,0
31200079,31200080,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,I see them. Do you need my help?,,0,0
31200080,31200081,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,"No, I can deal with them on my own.",,0,0
31200081,31200082,,NuwaJingu,,1,PDL2,HFSTS0,2,Pandora,Lady Himiko? Princess Kaguya? What are you doing here?,,0,0
31200082,31200083,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,The same reason as you. We need the medicine of Kunlun.,,0,0
31200083,31200084,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,Why are you trying to stop us?,,0,0
31200084,31200085,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,"From what I know, the medicine is very difficult to make, and thieves stole the last batch. We were here first, and we need the medicine more than you. The next one is ours!",,0,0
31200085,31200086,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,Wait! We can settle this another way.,,0,0
31200086,-1,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,Draw your weapons!,,0,0
31200087,31200088,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,"I can't hold out any longer. Kaguya, I need your help!",,0,0
31200088,-1,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,I won’t let down you down!,,0,0
31200089,31200090,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,Now you'll face me!,,0,0
31200090,31200091,,NuwaJingu,,1,CE_UR,HL0,2,Chang'e,"Princess Kaguya, please don’t push yourself too hard.",,0,0
31200091,31200092,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,"I must get the elixir, or else the whole heavenly realm will face destruction.",,0,0
31200092,-1,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,So... Come on!,,0,0
31200093,31200094,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,*Cough cough* Has fate abandoned the gods of Yamato…?,,0,0
31200094,31200095,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,Isn’t there a way to make everyone happy? I don’t want to see anyone suffer…,,0,0
31200095,31200096,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,"I’m willing to pay any price to save more lives, even if it means sacrificing myself.",,0,0
31200096,31200097,,NuwaJingu,,1,HSZR2,HFSTS0,2,Zhu Rong,"Cheong, I don't think that's an option...",,0,0
31200097,31200098,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"You have a kind heart, Sim Cheong. I am very pleased.",,0,0
31200098,31200099,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,Lady Xiwangmu?,,0,0
31200099,-1,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,There’s no need for more words. Follow me.,,0,0
31200100,31200101,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"Sim Cheong, if you want the elixir, you must pass the final test.",,0,0
31200101,31200102,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,You just said that you are willing to sacrifice yourself for the elixir. Is that true?,,0,0
31200102,31200103,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,I...,,0,0
31200103,31200104,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,"I know it's hard, but yes. For the sake of all living beings, I am willing to do it.",,0,0
31200104,31200105,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"Well then listen closely. To make the elixir, a goddess must pour all of her divinity into it. In doing so, she must face her inner self. Even I have nearly lost myself in this process a few times.",,0,0
31200105,31200106,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"If you surrender to fear, you will either lose your divinity or die. That is why the elixir is so rare and difficult to make. Are you prepared to take this risk?",,0,0
31200106,31200107,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,I think I'm ready.,,0,0
31200107,31200108,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"Alright. Once you pour your divinity into this, a phantom of yourself will be summoned into this Dreamland. You must fight until one of you is completely destroyed…",,0,0
31200108,31200109,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"...If you succeed, the phantom will be used to activate the elixir instead of your soul.",,0,0
31200109,31200110,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,"Let's do this. For the sake of my people, I will not have any fear!",,0,0
31200110,-1,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,Good luck.,,0,0
31200111,31200112,,NuwaJingu,,0,SQE_UR_PLUS,HL0,1,Sim Cheong,…Is it over?,,0,0
31200112,31200113,,NuwaJingu,,0,XWM0,MJL0,2,Xiwangmu,Yes. You put your life on the line and you succeeded.,,0,0
31200113,31200114,,NuwaJingu,,0,XWM0,MJL0,2,Xiwangmu,This elixir can remedy any disease. Take it and go back to heal your people.,,0,0
31200114,31200115,,NuwaJingu,,0,SQE_UR_PLUS,HL0,1,Sim Cheong,"Wait, does this mean that the people of Yamato…",,0,0
31200115,31200116,,NuwaJingu,,0,XWM0,MJL0,2,Xiwangmu,"I’m sorry, but there is only one elixir…",,0,0
31200116,31200117,,NuwaJingu,,0,SQE_UR_PLUS,HL0,1,Sim Cheong,I value all lives equally. I... don't want to see others suffer. Is there not another way?,,0,0
31200117,31200118,,NuwaJingu,,0,XWM0,MJL0,2,Xiwangmu,"Yamato is suffering due to the curse of Izanami, the goddess of the underworld.",,0,0
31200118,-1,42101|42102,NuwaJingu,,0,XWM0,MJL0,2,Xiwangmu,"If she is willing to dispel the curse, then the elixir is not necessary. But Izanami... She is much more powerful than me or any other gods you have met.",,0,0
31200119,31200120,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"I will connect to Izanami’s dream, but I can’t guarantee what will happen next.",,0,0
31200120,-1,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,"Kind girl, may the light of Amaterasu bless you. Be careful…",,0,0
31200121,31200122,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,Don’t blame yourself. This is not your duty.,,0,0
31200122,31200123,,NuwaJingu,,1,BMH0,HFSTS0,2,Himiko,We will not forget your good intentions.,,0,0
31200123,-1,,NuwaJingu,,1,XWM0,MJL0,2,Xiwangmu,"Sim Cheong, I will help you open the portal to leave the dream. Go and save your people. There’s not much time left…",,0,0
31200124,31200125,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,"Kaguya, I already know why you have come...",,0,0
31200125,31200126,,NuwaJingu,,1,HYJ0,HFSTS0,2,Princess Kaguya,"Lady Izanami, whatever the reason for your curse, I beg you to lift it.",,0,0
31200126,31200127,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,"Souls decay, morality fades, and all life returns to the underworld in the end.",,0,0
31200127,31200128,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,I’m just making it happen sooner.,,0,0
31200128,31200129,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,"No, everything happens in its own time. Fate is not yours to control.",,0,0
31200129,31200130,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,Outsider... Who are you to question me?,,0,0
31200130,31200131,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,"As ruler of the underworld, I have absolute authority over all lives.",,0,0
31200131,31200132,,NuwaJingu,,1,SQE_UR_PLUS,HL0,1,Sim Cheong,"Then as a guardian of life, I will stop you!",,0,0
31200132,31200133,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,"Big words for such a weak little girl. You don't stand a chance! But if by some miracle you win, I will lift my curse.",,0,0
31200133,31200134,,NuwaJingu,,1,YXNM2,HL0,2,Izanami,"And if you fail, I will take your soul. Do you still dare to oppose me?",,0,0
