sid,type,is_normal,kill_enemy_trigger,cause_damage_trigger,before_fight_trigger,action_trigger,die_trigger,after_action_trigger,mp_cost,eid,open_level,show_popup,adjust_target_position,prepare_anim,skill_anim,multi_target_spacing_time,name,icon,info,frame_id
155402001,1,0,0,0,0,1,0,0,0,155402101,1,1,0,,,0,深渊冰狱,15466.png,子技能,0
115501001,1,0,0,0,0,0,0,0,250,115501101,1,1,0,TKLX_act,TKLX_att,0,痛苦龙息,15502.png,对随机3名敌人造成350%的物理伤害，并使其进入【燃烧】状态，每回合损失6%的当前生命值，持续4回合。,0
115502001,1,0,0,0,0,0,0,0,350,115502101,1,1,0,LYLD_act,,0,龙炎连弹,15511.png,随机进行6此攻击，每次造成50%的物理伤害，如果目标处于【燃烧】状态，则伤害转化为真实伤害，无视任何防御和抗性。,0
125501001,1,0,0,0,0,0,0,0,250,125501101,1,1,0,TKLX_act,TKLX_att,0,毒燎焚天,15521.png,对敌方3名敌人造成400%的物理伤害，使其进入【燃烧】状态，每回合损失8%的当前生命值，持续4回合；并给自己添加【火盾】，魔抗提高100%，在受到伤害时使目标进入【灼烧】状态，每回合损失灰烬龙女攻击力20%的真实伤害，【灼烧】和【火盾】持续2回合，【灼烧】最多叠加3层。,1
125502001,1,0,0,0,0,0,0,0,350,125502101,1,1,0,LYLD_act,,0,透体灼弹,15522.png,对敌方随机发出6枚炎弹，每次造成90%的物理伤害，如果目标处于【燃烧】或【灼烧】状态，则伤害转化为真实伤害，每一枚炎弹会给敌方施加一层【怒焰】标记（无视异常免疫，可以叠加），每层标记会使目标受到的炎弹伤害提高50%（单体总伤害最高为1215%），【怒焰】标记持续1回合。,1
135501001,1,0,0,0,0,0,0,0,250,135501101,1,1,0,TKLX_act,TKLX_att,0,痛苦龙息,15502.png,使敌方全体进入【燃烧】状态，灰烬龙女品质达到UR后，额外给我方全体女神添加【火盾】,0
135502001,1,0,0,0,0,0,0,0,350,135502101,1,1,0,LYLD_act,,0,龙炎连弹,15511.png,攻击次数额外增加1次,0
145501001,1,0,0,0,0,0,0,0,250,145501101,1,1,0,TKLX_act,TKLX_att,0,毒燎焚天,15521.png,使敌方全体进入【燃烧】状态，灰烬龙女品质达到UR后，额外给我方全体女神添加【火盾】,1
145502001,1,0,0,0,0,0,0,0,350,145502101,1,1,0,LYLD_act,,0,透体灼弹,15522.png,攻击次数额外增加1次,1
155501001,1,0,0,0,1,0,0,0,0,155501101,1,1,0,,,0,灭世新星,15566.png,进入战斗时，标记敌方攻击力最高的女神，使目标优先被攻击，持续3回合，若目标攻击力低于灰烬龙女，则使目标攻击力降低50%，持续1回合。每次行动时，灰烬龙女使敌方全体进入【业火】状态（无视异常抵抗），每回合损失8%的最大生命值（不超过灰烬龙女攻击力的10倍），受到治疗效果降低50%，持续1回合。,1
155502001,1,0,0,0,0,1,0,0,0,155502101,1,1,0,,,0,灭世新星,15566.png,子技能,0
115601001,1,0,0,0,0,0,0,0,250,115601101,1,1,0,FBLX_act,,0,风暴龙息,15602.png,对生命值最低的1名敌人造成600%物理伤害，并使其进入【破甲】状态，防御力降低80%，持续4回合；如果目标阵亡，则额外对敌方全体造成100%的物理伤害，并且进入【破甲】状态。,0
115602001,1,0,0,0,0,0,0,0,350,115602101,1,1,0,2008_act,,0,龙血沸腾,15601.png,龙女彻底释放雷龙血脉的力量，进入【雷暴】状态，无视任何异常效果，持续3回合。并使自身攻击力提高300%，普通攻击必定暴击，持续2回合。（无法被驱散）,0
125601001,1,0,0,0,0,0,0,0,250,125601101,1,1,0,FBLX_act,,0,疾风雷暴,15621.png,对生命值最低的1名敌人造成650%物理伤害，并使其进入【破甲】状态，防御力降低80%，持续4回合；如果目标阵亡，则额外对敌方全体造成120%的物理伤害，并且进入4回合【破甲】状态。风暴之龙使用风之力量将为自己施加【庇护】，韧性提升50%，持续1回合。,1
125602001,1,0,0,0,0,0,0,0,350,125602101,1,1,0,2008_act,,0,风雷涌动,15622.png,龙女彻底释放雷龙血脉的力量，进入【雷暴】状态，无视任何异常效果，持续3回合。并使自身攻击力提高350%，普通攻击必定暴击，持续2回合（无法被驱散）。并对敌方施加3回合【电】效果（无视异常抵抗），拥有【电】效果的敌人受到普通攻击伤害后，将触发一次雷暴，敌方全体将受到风暴之龙10%的物理伤害。,1
135601001,1,0,0,0,0,0,0,0,250,135601101,1,1,0,FBLX_act,,0,风暴龙息,15602.png,优先使目标进入【破甲】状态，再造成伤害,0
135602001,1,0,0,0,0,0,0,0,350,135602101,1,1,0,2008_act,,0,龙血沸腾,15601.png,自身攻击力提高系数增加50%,0
145601001,1,0,0,0,0,0,0,0,250,145601101,1,1,0,FBLX_act,,0,疾风雷暴,15621.png,优先使目标进入【破甲】状态，再造成伤害,1
145602001,1,0,0,0,0,0,0,0,350,145602101,1,1,0,2008_act,,0,风雷涌动,15622.png,自身攻击力提高系数增加50%,1
155601001,1,0,0,0,0,1,0,0,0,155601101,1,1,0,,,0,飓风闪影,15666.png,进入战斗时，风暴之龙进入【雷暴】状态，无视任何异常效果，并使自身攻击力提高100%，持续1回合（不可驱散）。风暴之龙每次行动时，使所有友方女神获得【风怒】状态，每次普通攻击会攻击2次，持续1回合（不可驱散）。,1
155602001,1,0,0,0,1,0,0,0,0,155602101,1,1,0,,,0,飓风闪影,15666.png,,1
115801001,1,0,0,0,0,0,0,0,250,115801101,1,1,0,DTCF_act,,0,带头冲锋,15801.png,牛牛拥有鼓舞人心的力量，对敌方前排3人发起一次冲锋，造成250%的物理伤害，并使其进入【破甲】状态，防御力降低50%。全体友军也将进入【奋发】状态，攻击力+25%。【破甲】和【奋发】持续2回合。,0
115802001,1,0,0,0,0,0,0,0,350,115802101,1,1,0,HBNN_act,,0,喝杯牛奶,15802.png,全体友军获得牛牛赠送的一杯新鲜牛奶，喝下后清除身上随机一个减益效果。回复牛攻击力80%的血量。且女神获得防御力30%，物抗30%，魔抗30%的提升，持续3回合。,0
115901001,1,0,0,0,0,0,0,0,250,115901101,1,1,0,GHMC_act,GHMC_att,0,光华脉冲,15901.png,对敌方全体造成100%的法术伤害，如果目标处于【破甲】【粉碎】状态，则伤害翻倍；技能释放后如果有目标阵亡，则有100%几率发动技能。（该效果每次触发后触发几率降低20%）,0
115902001,1,0,0,0,0,0,0,0,350,115902101,1,1,0,XLTS_act,XLTS_att,0,邪灵退散,15902.png,对敌方全体造成150%-650%的法术伤害，敌方队伍中每缺少1人（按上阵6人计算），伤害增加100%，最高造成650%的法术伤害。,0
125901001,1,0,0,0,0,0,0,0,250,125901101,1,1,0,GHMC_act,GHMC_att,0,天光神罚,15921.png,对敌方全体造成120%的法术伤害，如目标处于【破甲】【粉碎】状态，则伤害翻倍；技能释放后如果有目标阵亡，则会再次发动技能，总段数最多为6段，且芙蕾雅的天光神罚将会贯穿护盾的防御，造成无视护盾的伤害。,1
125902001,1,0,0,0,0,0,0,0,350,125902101,1,1,0,XLTS_act,XLTS_att,0,万灵原力,15922.png,对敌方全体造成150%-1050%的法术伤害，敌方队伍中每缺少1人（按上阵6人计算），伤害增加180%且无视敌方20%的法术抗性，最高造成1050%的无视敌方全部法术抗性的伤害。,1
135901001,1,0,0,0,0,0,0,0,250,135901101,1,1,0,GHMC_act,GHMC_att,0,光华脉冲,15901.png,第一段法术伤害系数翻倍,0
135902001,1,0,0,0,0,0,0,0,350,135902101,1,1,0,XLTS_act,XLTS_att,0,邪灵退散,15902.png,按上阵7人计算，伤害上限不变,0
145901001,1,0,0,0,0,0,0,0,250,145901101,1,1,0,GHMC_act,GHMC_att,0,天光神罚,15921.png,第一段法术伤害系数翻倍,1
145902001,1,0,0,0,0,0,0,0,350,145902101,1,1,0,XLTS_act,XLTS_att,0,万灵原力,15922.png,按上阵7人计算，伤害上限不变,1
155901001,1,0,0,0,1,0,0,0,0,155901101,1,1,0,,,0,星影回音,15966.png,芙蕾雅释放技能或普通攻击时，有70%概率再次释放，每回合最多触发一次。芙蕾雅每回合行动时，使防御力最低的2名敌方女神获得【破甲】状态（无视异常抵抗），持续1回合。【破甲】状态的女神防御力降低芙蕾雅防御力的80%，韧性降低芙蕾雅韧性的20%,1
155902001,1,0,0,0,0,1,0,0,0,155902101,1,1,0,,,0,星影回音,15966.png,芙蕾雅子技能,0
115701001,1,0,0,0,0,0,0,0,200,115701101,1,1,0,MZNN_act,MZNN_att,0,猫爪挠挠,15701.png,猫又的爪子可以安抚主人受伤的内心，使我方3名血量最低的女神回复猫又攻击力120%的血量，并且解除全部不良状态。,0
115702001,1,0,0,0,0,0,0,0,300,115702101,1,1,0,MZXF_act,,0,猫爪旋风,15702.png,对待敌人时猫爪会变成可怕的武器，对敌方攻击力最高的1名女神造成580%的攻击，并且使其进入【流血】状态不能回复血量，持续2回合。,0
1157010011,1,0,0,0,0,0,0,0,200,1157011011,1,1,0,MZNN_act,MZNN_att,0,猫爪挠挠,15701.png,提升至我方4名血量最低的女神,0
1157020011,1,0,0,0,0,0,0,0,300,1157021011,1,1,0,MZXF_act,,0,猫爪旋风,15702.png,额外对敌方生命值最低的1名女神造成250%的伤害，并使其【流血】,0
116001001,1,0,0,0,0,0,0,0,250,116001101,1,1,0,GYBP_act,,0,极寒水泡,16001.png,对敌方1人造成400%的物理伤害，有70%的几率造成1回合【冰冻】，如果成功冰冻则使敌方进入【冻伤】【流血】状态，速度降低30，无法回复生命值，持续2回合。,0
116002001,1,0,0,0,0,0,0,0,350,116002101,1,1,0,JYLD_act,,0,泡泡治愈,16002.png,对友方生命值最低的友军吐出3发水弹，每发水弹可回复金鱼姬30%攻击力的生命值并附加金鱼姬最大攻击力50%的不可驱散护盾，持续1回合。,0
116101001,1,0,0,0,0,0,0,0,200,116101101,1,1,0,ZLMJ_act,ZLMJ_att,0,势如破竹,16101.png,对敌方1人造成300%的法术伤害，并造成【粉碎】状态，防御、物抗、魔抗降低60%，持续3回合，并为友方全体赋予竹林的祝福生成辉夜姬最大攻击力50%的1回合不可驱散护盾。,0
116102001,1,0,0,0,0,0,0,0,300,116102101,1,1,0,YHYG_act,YHYG_att,0,永恒月光,16102.png,对敌方全体造成150%的法术伤害，并清除敌方攻击力最高敌人的全部增益，伤害会对处于【眩晕】【冰冻】状态的敌人造成双倍伤害。,0
116201001,1,0,0,0,0,0,0,0,200,116201101,1,1,0,LZSH_act,,0,莲花守护,16201.png,给自己以外的全体友军施加沈青儿当前生命值50%的不可驱散护盾，护盾持续1回合。对敌方最高攻击力的1名敌人施加不可驱散的【虚弱】，降低敌方攻击力，降低值为沈青儿攻击力的50%，持续1回合。,0
116202001,1,0,0,0,0,0,0,0,300,116202101,1,1,0,XSCL_act,,0,细水长流,16202.png,给除自己以外的最高攻击力的2名队友给予【祝福】，攻击力提升20%，暴击伤害提升15%，防御力提升10%，持续到战斗结束，此效果可叠加（最多5层）。,0
126201001,1,0,0,0,0,0,0,0,200,126201101,1,1,0,LZSH_act,,0,绝对防御,16221.png,给自己以外的全体友军施加沈青儿当前生命值60%的不可驱散护盾，护盾持续2回合。对敌方最高攻击力的2名敌人施加不可驱散的【虚弱】，降低敌方攻击力，降低值为沈青儿攻击力的60%，持续1回合。,1
126202001,1,0,0,0,0,0,0,0,300,126202101,1,1,0,XSCL_act,,0,绵延不绝,16222.png,给除自己以外的全部队友给予【祝福】，攻击力提升25%，暴击伤害提升20%，防御力提升15%，持续到战斗结束，此效果可叠加（最多5层）。,1
136201001,1,0,0,0,0,0,0,0,200,136201101,1,1,0,LZSH_act,,0,莲花守护,16201.png,额外使自身获得当前生命值10%的护盾,0
136202001,1,0,0,0,0,0,0,0,300,136202101,1,1,0,XSCL_act,,0,细水长流,16202.png,【祝福】额外提升5%攻击力，5%暴伤，5%防御力,0
146201001,1,0,0,0,0,0,0,0,200,146201101,1,1,0,LZSH_act,,0,绝对防御,16221.png,额外使自身获得当前生命值10%的护盾,1
146202001,1,0,0,0,0,0,0,0,300,146202101,1,1,0,XSCL_act,,0,绵延不绝,16222.png,【祝福】额外提升5%攻击力，5%暴伤，5%防御力,1
156201001,1,0,0,0,1,0,0,0,0,156201101,1,1,0,,,0,莲华天幕,16266.png,进入战斗时，使全体友方女神获得沈青儿当前生命值30%的护盾（无法驱散，持续2回合）和3层【莲华】（无法驱散）。每层【莲华】使女神受到暴击时的伤害额外降低10%，每回合轮到女神行动时失去1层【莲华】同时驱散自身1个负面状态,1
116401001,1,0,0,0,0,0,0,0,200,116401101,1,1,0,BLXB_act,BLXB_att,0,表里相伴,16501.png,双子座生命值高于50%，释放技能【表】，对敌方全体造成200%法术伤害，此伤害将无视敌方全部法术抗性和护盾。双子座生命值低于50%，转为释放【里】，对敌方全体造成150%的法术伤害，造成的全部伤害的100%转化为生命值。,0
116402001,1,0,0,0,0,0,0,0,300,116402101,1,1,0,YYXG_act,,0,阴阳相隔,16502.png,双子座攻击敌方攻击力最高敌人造成500%的法术伤害，双子座攻击力高于敌方时触发【阳】，对敌方造成500%的追加法术伤害，此追加伤害将无视护盾。双子座攻击力低于敌方时触发【阴】，对敌方施加1回合【虚弱】，攻击力减少双子座同等的攻击力，如虚弱未成功追加250%的法术伤害。（敌方已被击败将无法触发追加伤害）,0
126401001,1,0,0,0,0,0,0,0,200,126401101,1,1,0,BLXB_act,BLXB_att,0,表里互通,16521.png,【表】【里】同时释放，对敌方全体造成220%的法术伤害，此伤害将无视敌人全部法术抗性和护盾，并将造成的全部伤害的100%转化为生命值。,1
126402001,1,0,0,0,0,0,0,0,300,126402101,1,1,0,YYXG_act,,0,阴阳之隙,16522.png,【阴】【阳】同时释放，对敌方最高攻击力敌人造成600%法术伤害，并造成1回合【虚弱】，攻击力减少双子座同等的攻击力，对敌方造成600%的追加法术伤害，追加伤害将无视敌方护盾。（敌方已被击败将无法触发追加伤害）,1
136401001,1,0,0,0,0,0,0,0,200,136401101,1,1,0,BLXB_act,BLXB_att,0,表里相伴,16501.png,对拥有护盾的敌人额外进行一次相同的攻击，但本次攻击不会无视护盾和法术抗性,0
136402001,1,0,0,0,0,0,0,0,300,136402101,1,1,0,YYXG_act,,0,阴阳相隔,16502.png,敌方被击败也会触发追加伤害,0
146401001,1,0,0,0,0,0,0,0,200,146401101,1,1,0,BLXB_act,BLXB_att,0,表里互通,16521.png,对拥有护盾的敌人额外进行一次相同的攻击，但本次攻击不会无视护盾和法术抗性,1
146402001,1,0,0,0,0,0,0,0,300,146402101,1,1,0,YYXG_act,,0,阴阳之隙,16522.png,敌方被击败也会触发追加伤害,1
156401001,1,0,0,0,1,0,0,0,0,156401101,1,1,0,,,0,超凡双星,16566.png,双子座攻击时如果敌人拥有护盾，则额外附带双子座10%攻击力的无视护盾的真实伤害，双子座造成伤害的50%转化为自身护盾，护盾持续1回合。如果双子座位于主阵容，进入战斗时获得【耀光】状态（无法驱散），暴击值、暴击伤害增加30%，持续2回合。如果双子座位于替补，进入战斗时获得【暗影】状态（无法驱散），提升50%异常抵抗，30%伤害减免，持续2回合。（没有替补的战斗中，双子座只能获得【耀光】状态）,1
156402001,1,0,0,1,0,0,0,0,0,156402101,1,1,0,,,0,超凡双星,16566.png,额外伤害,0
156403001,1,0,0,0,1,0,0,0,0,156403101,1,1,0,,,0,超凡双星,16566.png,暗影,0
116601001,1,0,0,0,0,0,0,0,200,116601101,1,1,0,GHGY_act,,0,广寒孤月,16601.png,嫦娥将发射12段月光，每段月光将造成50%的物理伤害并给予敌人1层持续无限回合的【月光】标记（最多叠加12层、无视抵抗、无法驱散），将优先攻击生命值最低的敌人，如敌人死亡将会给敌人全队叠加1层【月光】标记。,0
116602001,1,0,0,0,0,0,0,0,300,116602101,1,1,0,YTDJ_act,YTDJ_att,0,月兔捣击,16602.png,月兔将敌方全体残留的【月光】标记揉碎在梦境中，随机进行6次单体月兔攻击，区分敌方【月光】层数来造成伤害，0-5层的敌人将受到100%的物理伤害；6-11层的敌人将受到150%的物理伤害；12层的敌人将受到180%物理伤害。(标记不会被清除),0
126601001,1,0,0,0,0,0,0,0,200,126601101,1,1,0,GHGY_act,,0,明月共赏,16621.png,嫦娥将发射15段月光，每段月光将造成50%的物理伤害并给予敌人1层持续无限回合的【月光】标记（最多叠加18层、无视抵抗、无法驱散），将优先攻击生命值最低的敌人，如敌人死亡将会给敌人全队叠加1层【月光】标记，每段攻击也会有20%概率获得【月神】加成（无限回合、不可驱散），5%的攻击力和5%的暴击值，最多叠加6层。,1
126602001,1,0,0,0,0,0,0,0,300,126602101,1,1,0,YTDJ_act,YTDJ_att,0,月兔粉碎,16622.png,月兔将敌人全队残留的【月光】标记揉碎在梦境中，随机进行6次单体月兔攻击，区分敌方【月光】层数来造成伤害，0-5层的敌人将受到120%的物理伤害；6-11层的敌人将受到180%的物理伤害；12-17层的敌人将受到200%的物理伤害；18层的敌人将受到200%的物理伤害和20%的真实伤害。(标记不会被清除),1
136601001,1,0,0,0,0,0,0,0,200,136601101,1,1,0,GHGY_act,,0,广寒孤月,16601.png,如敌人死亡将会额外给敌人全队叠加2层【月光】标记，每段攻击额外有10%概率获得【月神】,0
136602001,1,0,0,0,0,0,0,0,300,136602101,1,1,0,YTDJ_act,YTDJ_att,0,月兔捣击,16602.png,额外攻击2次,0
146601001,1,0,0,0,0,0,0,0,200,146601101,1,1,0,GHGY_act,,0,明月共赏,16621.png,如敌人死亡将会额外给敌人全队叠加2层【月光】标记，每段攻击额外有10%概率获得【月神】,1
146602001,1,0,0,0,0,0,0,0,300,146602101,1,1,0,YTDJ_act,YTDJ_att,0,月兔粉碎,16622.png,额外攻击2次,1
156601001,1,0,0,1,0,0,0,0,0,156601101,1,1,0,,,0,满月葬仪,16666.png,嫦娥每次攻击时，额外附带敌人最大生命值2%的真实伤害（伤害值不超过嫦娥最大攻击力）和嫦娥攻击力3%的真实伤害。嫦娥击杀敌人时，会立即对敌方全体造成【月光激发】，【月光激发】为嫦娥3%攻击力*被击杀者【月光】层数的真实伤害（【月光激发】不会触发额外附带伤害，且当【月光激发】击杀敌人时不会再次造成【月光激发】）,1
156602001,1,0,1,0,0,0,0,0,0,156602101,1,1,0,,,0,满月葬仪,16666.png,子技能,0
116701001,1,0,0,0,0,0,0,0,200,116701101,1,1,0,XLC_act,XLC_att,0,修罗场,16701.png,阿修罗创造一个【修罗】结界，队友将获得阿修罗属性10%的属性加成（暴击值、暴击伤害、韧性、物抗、魔抗），持续1回合；敌人全体将得到来自阿修罗10%的属性减益（暴击值、暴击伤害、韧性、物抗、魔抗），持续1回合，此环境型减益将无视敌人异常抗性且不可驱散。,0
116702001,1,0,0,0,0,0,0,0,300,116702101,1,1,0,CHZX_act,CHZX_att,0,嗔恨之心,16702.png,阿修罗将驱散敌方后排3人的一个增益，并造成250%的物理伤害和30%的真实伤害。,0
126701001,1,0,0,0,0,0,0,0,200,126701101,1,1,0,XLC_act,XLC_att,0,修罗王界,16721.png,阿修罗创造一个【修罗】结界，队友将获得阿修罗属性12%的属性加成（暴击值、暴击伤害、韧性、物抗、魔抗），持续2回合；敌人全体将得到来自阿修罗12%的属性减益（暴击值、暴击伤害、韧性、物抗、魔抗），持续2回合，此环境型减益将无视敌人异常抗性且不可驱散。,1
126702001,1,0,0,0,0,0,0,0,300,126702101,1,1,0,CHZX_act,CHZX_att,0,嗔恨毒心,16722.png,阿修罗将驱散敌方后排3人的全部增益，并造成300%的物理伤害和40%的真实伤害。,1
136701001,1,0,0,0,0,0,0,0,200,136701101,1,1,0,XLC_act,XLC_att,0,修罗场,16701.png,敌方全体额外得到来自阿修罗3%的属性减益,0
136702001,1,0,0,0,0,0,0,0,300,136702101,1,1,0,CHZX_act,CHZX_att,0,嗔恨之心,16702.png,物理伤害系数增加50%,0
146701001,1,0,0,0,0,0,0,0,200,146701101,1,1,0,XLC_act,XLC_att,0,修罗王界,16721.png,敌方全体额外得到来自阿修罗3%的属性减益,1
146702001,1,0,0,0,0,0,0,0,300,146702101,1,1,0,CHZX_act,CHZX_att,0,嗔恨毒心,16722.png,物理伤害系数增加50%,1
156701001,1,0,0,0,1,0,0,0,0,156701101,1,1,0,,XLLY_att,0,修罗炼狱,16766.png,进入战斗时，立即创造一个弱化的【修罗】结界，使敌方全体造成的暴击伤害降低，阿修罗的伤害减免越高，降低的暴击伤害越多，持续2回合。每回合行动时，阿修罗会窃取攻击力最高的一名敌人的攻击力、物抗、魔抗给予我方全体。（窃取效果：敌人的攻击力、物抗、魔抗降低阿修罗当前属性的10%，我方的攻击力、物抗、魔抗提升阿修罗当前属性的5%，无视异常抵抗、不可驱散、最多叠加4层、持续4回合）,1
156702001,1,0,0,0,0,1,0,0,0,156702101,1,1,0,,,0,修罗炼狱,,子技能,0
116801001,1,0,0,0,0,0,0,0,200,116801101,1,1,0,CJST_act,,0,纯洁圣体,16801.png,雅典娜进入【战神】状态，净化自身所有不良状态（包含不可驱散类型），并且免疫任何异常状态，持续2回合；并且对敌方单体造成600%的物理伤害，敌人血量大于50%则必定暴击，如果目标未阵亡，则雅典娜进入【战神EX】状态，使自身造成的伤害提高20%，持续到战斗结束（该效果可以叠加，且不可驱散）。,0
116802001,1,0,0,0,0,0,0,0,300,116802101,1,1,0,SLZM_act,,0,胜利之矛,16802.png,对1名敌人造成600%的物理伤害，雅典娜汇集队友的能量，除自己外友方每一位存活的在场的女神，将会增加一段50%的物理伤害（此追击伤害无视敌人物理抗性，最多250%）。,0
126801001,1,0,0,0,0,0,0,0,200,126801101,1,1,0,CJST_act,,0,纯灵神体,16821.png,雅典娜进入【战神】状态，净化自身所有不良状态（包含不可驱散类型），并且免疫任何异常状态，持续2回合；并且对敌方单体造成840%的物理伤害，敌人血量大于50%则必定暴击，如果目标未阵亡，则雅典娜进入【战神EX】状态，使自身造成的伤害提高20%，持续到战斗结束（该效果可以叠加，且不可驱散）；如果目标被击杀，则将溢出伤害的10%以真实伤害传导到给全体敌方。,1
126802001,1,0,0,0,0,0,0,0,300,126802101,1,1,0,SLZM_act,,0,一心之矛,16822.png,对1名敌人造成720%的物理伤害，雅典娜汇集队友的能量，除自己外友方每一位存活的在场的女神，将会增加一段50%的真实伤害（最多250%）。,1
136801001,1,0,0,0,0,0,0,0,200,136801101,1,1,0,CJST_act,,0,纯洁圣体,16801.png,物理伤害系数增加50%，【战神EX】使自身造成的伤害额外提高10%,0
136802001,1,0,0,0,0,0,0,0,300,136802101,1,1,0,SLZM_act,,0,胜利之矛,16802.png,如果击杀敌人，则雅典娜进入【战神EX】状态,0
146801001,1,0,0,0,0,0,0,0,200,146801101,1,1,0,CJST_act,,0,纯灵神体,16821.png,物理伤害系数增加50%，【战神EX】使自身造成的伤害额外提高10%,1
146802001,1,0,0,0,0,0,0,0,300,146802101,1,1,0,SLZM_act,,0,一心之矛,16822.png,如果击杀敌人，则雅典娜进入【战神EX】状态,1
156801001,1,0,0,0,0,0,0,1,0,156801101,1,1,0,,,0,烈风神枪,16866.png,进入战斗时，雅典娜进入【战神】状态，净化自身所有不良状态（包含不可驱散类型），并且免疫任何异常状态，持续1回合。雅典娜行动后，如果对位敌方女神当前血量低于雅典娜当前最大攻击力的1.5倍，则直接斩杀该敌人，无视一切效果。,1
156802001,1,0,0,0,1,0,0,0,0,156802001,1,1,0,,,0,烈风神枪,,子技能,0
117001001,1,0,0,0,0,0,0,0,200,117001101,1,1,0,LHBSJ_act,LHBSJ_att,0,烈虎崩山击,17001.png,对前排3名敌人造成250%的物理伤害，使其进入【破甲】状态，防御力降低50%，持续2回合，并有50%概率【眩晕】敌方1回合。,0
117002001,1,0,0,0,0,0,0,0,300,117002101,1,1,0,RHTY_act,,0,如虎添翼,17002.png,使我方全体进入【奋发】状态，攻击力增加25%，暴击值增加25%，暴击伤害增加25%，持续3回合。,0
117101001,1,0,0,0,0,0,0,0,200,117101101,1,1,0,HHXJ_act,,0,魂火献祭,17101.png,使我方全体进入【激昂】状态，增加30%的伤害、治疗效果、物抗、魔抗，持续3回合；同时摩羯座进入【奉献】状态（不可驱散），持续2回合。受到攻击后将治疗除自己外所有友军，使其恢复摩羯座攻击力10%的生命值。,0
117102001,1,0,0,0,0,0,0,0,300,117102101,1,1,0,XXLZ_act,XXLZ_att,0,星象流转,17102.png,使我方全体恢复摩羯座攻击力80%的生命值，如果摩羯座生命值低于50%，则治疗翻倍；同时使我方全体进入【愈合】状态，每回合恢复摩羯座攻击力20%的血量，持续2回合。,0
127101001,1,0,0,0,0,0,0,0,200,127101101,1,1,0,HHXJ_act,,0,星魂献祭,17121.png,使我方全体进入【激昂】状态，增加40%的伤害、治疗效果、物抗、魔抗，持续3回合；同时摩羯座进入【奉献】状态（不可驱散），自身韧性提高100%，持续3回合。受到攻击后将治疗除自己外所有友军，使其恢复摩羯座攻击力20%的生命值。,1
127102001,1,0,0,0,0,0,0,0,300,127102101,1,1,0,XXLZ_act,XXLZ_att,0,斗转星移,17122.png,使我方全体恢复摩羯座攻击力100%的生命值，如果摩羯座生命值低于50%，则治疗翻倍；同时使我方全体进入【愈合】状态，每回合恢复摩羯座攻击力30%的血量，持续3回合；并且驱散敌方每名女神2个增益状态。,1
137101001,1,0,0,0,0,0,0,0,200,137101101,1,1,0,HHXJ_act,,0,魂火献祭,17101.png,【奉献】对生命值低于30%的女神治疗必定暴击,0
137102001,1,0,0,0,0,0,0,0,300,137102101,1,1,0,XXLZ_act,XXLZ_att,0,星象流转,17102.png,使我方全体额外恢复魔羯座攻击力20%的生命值，【愈合】状态额外持续1回合,0
147101001,1,0,0,0,0,0,0,0,200,147101101,1,1,0,HHXJ_act,,0,星魂献祭,17121.png,【奉献】对生命值低于30%的女神治疗必定暴击,1
147102001,1,0,0,0,0,0,0,0,300,147102101,1,1,0,XXLZ_act,XXLZ_att,0,斗转星移,17122.png,使我方全体额外恢复魔羯座攻击力20%的生命值，【愈合】状态额外持续1回合,1
137201001,1,0,0,0,0,0,0,0,200,137201101,1,1,0,MRSP_act,MRSP_att,0,末日审判,17201.png,使6名敌人损失10%当前生命值，该伤害为真实伤害且不超过SP加百列攻击力的2倍，并造成220%的物理伤害。,0
137202001,1,0,0,0,0,0,0,0,300,137202101,1,1,0,BMSY_act,,0,不灭神焰,17202.png,对一名敌人进行多次攻击，每次攻击使该敌人损失10%当前生命值，该伤害为真实伤害且不会超过SP加百列攻击力的2倍，并额外造成560%的物理伤害。物理伤害暴击时有100%的概率追加一次攻击，每追加一次攻击，该概率降低35%。,0
117301001,1,0,0,0,0,0,0,0,200,117301101,1,1,0,CMZT_act,CMZT_att,0,沉溺噩梦,17301.png,双鱼座催眠敌方全体，每名敌人有50%几率进入【睡眠】状态，持续2回合。睡眠状态无法行动，受到伤害后将会解除睡眠状态。随后对未进入睡眠状态的敌人造成150%的法术伤害。,0
117302001,1,0,0,0,0,0,0,0,300,117302101,1,1,0,CNEM_act,,0,长眠之瞳,17302.png,对1名敌人造成6次100%的法术伤害，该攻击不会解除敌方的睡眠状态。,0
127301001,1,0,0,0,0,0,0,0,200,127301101,1,1,0,CMZT_act,CMZT_att,0,深渊噩梦,17321.png,双鱼座催眠敌方全体，每名敌人有100%几率进入【睡眠】状态，持续2回合。睡眠状态无法行动，受到伤害后将会解除睡眠状态。随后对未进入睡眠状态的敌人造成200%的法术伤害。,1
127302001,1,0,0,0,0,0,0,0,300,127302101,1,1,0,CNEM_act,,0,夺魄之瞳,17322.png,对1名敌人造成6次130%的法术伤害，每次攻击有100%概率使敌人进入【睡眠】状态1回合，击杀目标后，追击其他敌人，直至6次攻击结束。该攻击不会解除敌方的睡眠状态，且攻击【睡眠】状态的敌人会额外造成5%的真实伤害。,1
137301001,1,0,0,0,0,0,0,0,200,137301101,1,1,0,CMZT_act,CMZT_att,0,沉溺噩梦,17301.png,处于【睡眠】状态的敌人受到伤害增加30%,0
