team_id,npc_level,npc_name,npc_name_after,if_monster,npc_ids
30097,200,3-Team Challenge,33-1,0,303301|303302|303303|303304|303305|303306
30098,200,3-Team Challenge,33-2,0,303307|303308|303309|303310|303311|303312
30099,200,3-Team Challenge,33-3,0,303313|303314|303315|303316|303317|303318
30100,200,3-Team Challenge,34-1,0,303401|303402|303403|303404|303405|303406
30101,200,3-Team Challenge,34-2,0,303407|303408|303409|303410|303411|303412
30102,200,3-Team Challenge,34-3,0,303413|303414|303415|303416|303417|303418
30103,200,3-Team Challenge,35-1,1,303501
30104,200,3-Team Challenge,35-2,1,303502
30105,200,3-Team Challenge,35-3,1,303503
30106,200,3-Team Challenge,36-1,0,303601|303602|303603|303604|303605|303606
30107,200,3-Team Challenge,36-2,0,303607|303608|303609|303610|303611|303612
30108,200,3-Team Challenge,36-3,0,303613|303614|303615|303616|303617|303618
30109,200,3-Team Challenge,37-1,0,303701|303702|303703|303704|303705|303706
30110,200,3-Team Challenge,37-2,0,303707|303708|303709|303710|303711|303712
30111,200,3-Team Challenge,37-3,0,303713|303714|303715|303716|303717|303718
30112,200,3-Team Challenge,38-1,0,303801|303802|303803|303804|303805|303806
30113,200,3-Team Challenge,38-2,0,303807|303808|303809|303810|303811|303812
30114,200,3-Team Challenge,38-3,0,303813|303814|303815|303816|303817|303818
30115,200,3-Team Challenge,39-1,0,303901|303902|303903|303904|303905|303906
30116,200,3-Team Challenge,39-2,0,303907|303908|303909|303910|303911|303912
30117,200,3-Team Challenge,39-3,0,303913|303914|303915|303916|303917|303918
30118,200,3-Team Challenge,40-1,1,304001
30119,200,3-Team Challenge,40-2,1,304002
30120,200,3-Team Challenge,40-3,1,304003
30121,200,3-Team Challenge,41-1,0,304101|304102|304103|304104|304105|304106
30122,200,3-Team Challenge,41-2,0,304107|304108|304109|304110|304111|304112
30123,200,3-Team Challenge,41-3,0,304113|304114|304115|304116|304117|304118
30124,200,3-Team Challenge,42-1,0,304201|304202|304203|304204|304205|304206
30125,200,3-Team Challenge,42-2,0,304207|304208|304209|304210|304211|304212
30126,200,3-Team Challenge,42-3,0,304213|304214|304215|304216|304217|304218
30127,200,3-Team Challenge,43-1,0,304301|304302|304303|304304|304305|304306
30128,200,3-Team Challenge,43-2,0,304307|304308|304309|304310|304311|304312
30129,200,3-Team Challenge,43-3,0,304313|304314|304315|304316|304317|304318
30130,200,3-Team Challenge,44-1,0,304401|304402|304403|304404|304405|304406
30131,200,3-Team Challenge,44-2,0,304407|304408|304409|304410|304411|304412
30132,200,3-Team Challenge,44-3,0,304413|304414|304415|304416|304417|304418
30133,200,3-Team Challenge,45-1,1,304501
30134,200,3-Team Challenge,45-2,1,304502
30135,200,3-Team Challenge,45-3,1,304503
30136,200,3-Team Challenge,46-1,0,304601|304602|304603|304604|304605|304606
30137,200,3-Team Challenge,46-2,0,304607|304608|304609|304610|304611|304612
30138,200,3-Team Challenge,46-3,0,304613|304614|304615|304616|304617|304618
30139,200,3-Team Challenge,47-1,0,304701|304702|304703|304704|304705|304706
30140,200,3-Team Challenge,47-2,0,304707|304708|304709|304710|304711|304712
30141,200,3-Team Challenge,47-3,0,304713|304714|304715|304716|304717|304718
30142,200,3-Team Challenge,48-1,0,304801|304802|304803|304804|304805|304806
30143,200,3-Team Challenge,48-2,0,304807|304808|304809|304810|304811|304812
30144,200,3-Team Challenge,48-3,0,304813|304814|304815|304816|304817|304818
30145,200,3-Team Challenge,49-1,0,304901|304902|304903|304904|304905|304906
30146,200,3-Team Challenge,49-2,0,304907|304908|304909|304910|304911|304912
30147,200,3-Team Challenge,49-3,0,304913|304914|304915|304916|304917|304918
30148,200,3-Team Challenge,50-1,1,305001
30149,200,3-Team Challenge,50-2,1,305002
30150,200,3-Team Challenge,50-3,1,305003
30151,200,3-Team Challenge,51-1,0,305101|305102|305103|305104|305105|305106
30152,200,3-Team Challenge,51-2,0,305107|305108|305109|305110|305111|305112
30153,200,3-Team Challenge,51-3,0,305113|305114|305115|305116|305117|305118
30154,200,3-Team Challenge,52-1,0,305201|305202|305203|305204|305205|305206
30155,200,3-Team Challenge,52-2,0,305207|305208|305209|305210|305211|305212
30156,200,3-Team Challenge,52-3,0,305213|305214|305215|305216|305217|305218
30157,200,3-Team Challenge,53-1,0,305301|305302|305303|305304|305305|305306
30158,200,3-Team Challenge,53-2,0,305307|305308|305309|305310|305311|305312
30159,200,3-Team Challenge,53-3,0,305313|305314|305315|305316|305317|305318
30160,200,3-Team Challenge,54-1,0,305401|305402|305403|305404|305405|305406
30161,200,3-Team Challenge,54-2,0,305407|305408|305409|305410|305411|305412
30162,200,3-Team Challenge,54-3,0,305413|305414|305415|305416|305417|305418
30163,200,3-Team Challenge,55-1,1,305501
30164,200,3-Team Challenge,55-2,1,305502
30165,200,3-Team Challenge,55-3,1,305503
30166,200,3-Team Challenge,56-1,0,305601|305602|305603|305604|305605|305606
30167,200,3-Team Challenge,56-2,0,305607|305608|305609|305610|305611|305612
30168,200,3-Team Challenge,56-3,0,305613|305614|305615|305616|305617|305618
30169,200,3-Team Challenge,57-1,0,305701|305702|305703|305704|305705|305706
30170,200,3-Team Challenge,57-2,0,305707|305708|305709|305710|305711|305712
30171,200,3-Team Challenge,57-3,0,305713|305714|305715|305716|305717|305718
30172,200,3-Team Challenge,58-1,0,305801|305802|305803|305804|305805|305806
30173,200,3-Team Challenge,58-2,0,305807|305808|305809|305810|305811|305812
30174,200,3-Team Challenge,58-3,0,305813|305814|305815|305816|305817|305818
30175,200,3-Team Challenge,59-1,0,305901|305902|305903|305904|305905|305906
30176,200,3-Team Challenge,59-2,0,305907|305908|305909|305910|305911|305912
30177,200,3-Team Challenge,59-3,0,305913|305914|305915|305916|305917|305918
30178,200,3-Team Challenge,60-1,1,306001
30179,200,3-Team Challenge,60-2,1,306002
30180,200,3-Team Challenge,60-3,1,306003
30181,200,3-Team Challenge,61-1,0,306101|306102|306103|306104|306105|306106
30182,200,3-Team Challenge,61-2,0,306107|306108|306109|306110|306111|306112
30183,200,3-Team Challenge,61-3,0,306113|306114|306115|306116|306117|306118
30184,200,3-Team Challenge,62-1,0,306201|306202|306203|306204|306205|306206
30185,200,3-Team Challenge,62-2,0,306207|306208|306209|306210|306211|306212
30186,200,3-Team Challenge,62-3,0,306213|306214|306215|306216|306217|306218
30187,200,3-Team Challenge,63-1,0,306301|306302|306303|306304|306305|306306
30188,200,3-Team Challenge,63-2,0,306307|306308|306309|306310|306311|306312
30189,200,3-Team Challenge,63-3,0,306313|306314|306315|306316|306317|306318
30190,200,3-Team Challenge,64-1,0,306401|306402|306403|306404|306405|306406
30191,200,3-Team Challenge,64-2,0,306407|306408|306409|306410|306411|306412
30192,200,3-Team Challenge,64-3,0,306413|306414|306415|306416|306417|306418
30193,200,3-Team Challenge,65-1,1,306501
30194,200,3-Team Challenge,65-2,1,306502
30195,200,3-Team Challenge,65-3,1,306503
30196,200,3-Team Challenge,66-1,0,306601|306602|306603|306604|306605|306606
30197,200,3-Team Challenge,66-2,0,306607|306608|306609|306610|306611|306612
30198,200,3-Team Challenge,66-3,0,306613|306614|306615|306616|306617|306618
30199,200,3-Team Challenge,67-1,0,306701|306702|306703|306704|306705|306706
30200,200,3-Team Challenge,67-2,0,306707|306708|306709|306710|306711|306712
30201,200,3-Team Challenge,67-3,0,306713|306714|306715|306716|306717|306718
30202,200,3-Team Challenge,68-1,0,306801|306802|306803|306804|306805|306806
30203,200,3-Team Challenge,68-2,0,306807|306808|306809|306810|306811|306812
30204,200,3-Team Challenge,68-3,0,306813|306814|306815|306816|306817|306818
30205,200,3-Team Challenge,69-1,0,306901|306902|306903|306904|306905|306906
30206,200,3-Team Challenge,69-2,0,306907|306908|306909|306910|306911|306912
30207,200,3-Team Challenge,69-3,0,306913|306914|306915|306916|306917|306918
30208,200,3-Team Challenge,70-1,1,307001
30209,200,3-Team Challenge,70-2,1,307002
30210,200,3-Team Challenge,70-3,1,307003
30211,200,3-Team Challenge,71-1,0,307101|307102|307103|307104|307105|307106
30212,200,3-Team Challenge,71-2,0,307107|307108|307109|307110|307111|307112
30213,200,3-Team Challenge,71-3,0,307113|307114|307115|307116|307117|307118
30214,200,3-Team Challenge,72-1,0,307201|307202|307203|307204|307205|307206
30215,200,3-Team Challenge,72-2,0,307207|307208|307209|307210|307211|307212
30216,200,3-Team Challenge,72-3,0,307213|307214|307215|307216|307217|307218
30217,200,3-Team Challenge,73-1,0,307301|307302|307303|307304|307305|307306
30218,200,3-Team Challenge,73-2,0,307307|307308|307309|307310|307311|307312
30219,200,3-Team Challenge,73-3,0,307313|307314|307315|307316|307317|307318
30220,200,3-Team Challenge,74-1,0,307401|307402|307403|307404|307405|307406
30221,200,3-Team Challenge,74-2,0,307407|307408|307409|307410|307411|307412
30222,200,3-Team Challenge,74-3,0,307413|307414|307415|307416|307417|307418
30223,200,3-Team Challenge,75-1,1,307501
30224,200,3-Team Challenge,75-2,1,307502
30225,200,3-Team Challenge,75-3,1,307503
30226,200,3-Team Challenge,76-1,0,307601|307602|307603|307604|307605|307606
30227,200,3-Team Challenge,76-2,0,307607|307608|307609|307610|307611|307612
30228,200,3-Team Challenge,76-3,0,307613|307614|307615|307616|307617|307618
30229,200,3-Team Challenge,77-1,0,307701|307702|307703|307704|307705|307706
30230,200,3-Team Challenge,77-2,0,307707|307708|307709|307710|307711|307712
30231,200,3-Team Challenge,77-3,0,307713|307714|307715|307716|307717|307718
30232,200,3-Team Challenge,78-1,0,307801|307802|307803|307804|307805|307806
30233,200,3-Team Challenge,78-2,0,307807|307808|307809|307810|307811|307812
30234,200,3-Team Challenge,78-3,0,307813|307814|307815|307816|307817|307818
30235,200,3-Team Challenge,79-1,0,307901|307902|307903|307904|307905|307906
30236,200,3-Team Challenge,79-2,0,307907|307908|307909|307910|307911|307912
30237,200,3-Team Challenge,79-3,0,307913|307914|307915|307916|307917|307918
30238,200,3-Team Challenge,80-1,1,308001
30239,200,3-Team Challenge,80-2,1,308002
30240,200,3-Team Challenge,80-3,1,308003
30241,200,3-Team Challenge,81-1,0,308101|308102|308103|308104|308105|308106
30242,200,3-Team Challenge,81-2,0,308107|308108|308109|308110|308111|308112
30243,200,3-Team Challenge,81-3,0,308113|308114|308115|308116|308117|308118
30244,200,3-Team Challenge,82-1,0,308201|308202|308203|308204|308205|308206
30245,200,3-Team Challenge,82-2,0,308207|308208|308209|308210|308211|308212
30246,200,3-Team Challenge,82-3,0,308213|308214|308215|308216|308217|308218
30247,200,3-Team Challenge,83-1,0,308301|308302|308303|308304|308305|308306
30248,200,3-Team Challenge,83-2,0,308307|308308|308309|308310|308311|308312
30249,200,3-Team Challenge,83-3,0,308313|308314|308315|308316|308317|308318
30250,200,3-Team Challenge,84-1,0,308401|308402|308403|308404|308405|308406
30251,200,3-Team Challenge,84-2,0,308407|308408|308409|308410|308411|308412
30252,200,3-Team Challenge,84-3,0,308413|308414|308415|308416|308417|308418
30253,200,3-Team Challenge,85-1,1,308501
30254,200,3-Team Challenge,85-2,1,308502
30255,200,3-Team Challenge,85-3,1,308503
30256,200,3-Team Challenge,86-1,0,308601|308602|308603|308604|308605|308606
30257,200,3-Team Challenge,86-2,0,308607|308608|308609|308610|308611|308612
30258,200,3-Team Challenge,86-3,0,308613|308614|308615|308616|308617|308618
30259,200,3-Team Challenge,87-1,0,308701|308702|308703|308704|308705|308706
30260,200,3-Team Challenge,87-2,0,308707|308708|308709|308710|308711|308712
30261,200,3-Team Challenge,87-3,0,308713|308714|308715|308716|308717|308718
30262,200,3-Team Challenge,88-1,0,308801|308802|308803|308804|308805|308806
30263,200,3-Team Challenge,88-2,0,308807|308808|308809|308810|308811|308812
30264,200,3-Team Challenge,88-3,0,308813|308814|308815|308816|308817|308818
30265,200,3-Team Challenge,89-1,0,308901|308902|308903|308904|308905|308906
30266,200,3-Team Challenge,89-2,0,308907|308908|308909|308910|308911|308912
30267,200,3-Team Challenge,89-3,0,308913|308914|308915|308916|308917|308918
30268,200,3-Team Challenge,90-1,1,309001
30269,200,3-Team Challenge,90-2,1,309002
30270,200,3-Team Challenge,90-3,1,309003
30271,200,3-Team Challenge,91-1,0,309101|309102|309103|309104|309105|309106
30272,200,3-Team Challenge,91-2,0,309107|309108|309109|309110|309111|309112
30273,200,3-Team Challenge,91-3,0,309113|309114|309115|309116|309117|309118
30274,200,3-Team Challenge,92-1,0,309201|309202|309203|309204|309205|309206
30275,200,3-Team Challenge,92-2,0,309207|309208|309209|309210|309211|309212
30276,200,3-Team Challenge,92-3,0,309213|309214|309215|309216|309217|309218
30277,200,3-Team Challenge,93-1,0,309301|309302|309303|309304|309305|309306
30278,200,3-Team Challenge,93-2,0,309307|309308|309309|309310|309311|309312
30279,200,3-Team Challenge,93-3,0,309313|309314|309315|309316|309317|309318
30280,200,3-Team Challenge,94-1,0,309401|309402|309403|309404|309405|309406
30281,200,3-Team Challenge,94-2,0,309407|309408|309409|309410|309411|309412
30282,200,3-Team Challenge,94-3,0,309413|309414|309415|309416|309417|309418
30283,200,3-Team Challenge,95-1,1,309501
30284,200,3-Team Challenge,95-2,1,309502
30285,200,3-Team Challenge,95-3,1,309503
30286,200,3-Team Challenge,96-1,0,309601|309602|309603|309604|309605|309606
30287,200,3-Team Challenge,96-2,0,309607|309608|309609|309610|309611|309612
30288,200,3-Team Challenge,96-3,0,309613|309614|309615|309616|309617|309618
30289,200,3-Team Challenge,97-1,0,309701|309702|309703|309704|309705|309706
30290,200,3-Team Challenge,97-2,0,309707|309708|309709|309710|309711|309712
30291,200,3-Team Challenge,97-3,0,309713|309714|309715|309716|309717|309718
30292,200,3-Team Challenge,98-1,0,309801|309802|309803|309804|309805|309806
30293,200,3-Team Challenge,98-2,0,309807|309808|309809|309810|309811|309812
30294,200,3-Team Challenge,98-3,0,309813|309814|309815|309816|309817|309818
30295,200,3-Team Challenge,99-1,0,309901|309902|309903|309904|309905|309906
30296,200,3-Team Challenge,99-2,0,309907|309908|309909|309910|309911|309912
30297,200,3-Team Challenge,99-3,0,309913|309914|309915|309916|309917|309918
30298,200,3-Team Challenge,100-1,1,310001
30299,200,3-Team Challenge,100-2,1,310002
30300,200,3-Team Challenge,100-3,1,310003
40001,200,Endless Night,1,0,400101|400102|400103|400104|400105|400106
40002,200,Endless Night,2,0,400107|400108|400109|400110|400111|400112
40003,200,Endless Night,3,0,400113|400114|400115|400116|400117|400118
