id,name,if_use_ur_plus_skill,npc_level,hero_level,reward,refresh_index,fight_value
420,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1967739912
421,Abyss General,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1702177092
422,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1712131728
423,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1722085980
424,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1732040496
425,Abyss Commander,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1741994832
426,The Lost,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1751949228
427,The Fallen,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1761903840
428,The Sink,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1771858176
429,The Drowned,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1781811456
430,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,2083488468
431,The Survivalist,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1801720056
432,The Challenger,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1811674296
433,The Seeker,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1821628968
434,The Arrogant,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1831583208
435,The Jealous,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1841537544
436,The Furious,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1851492348
437,The Lazy,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1861446288
438,The Greedy,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1871399772
439,The Gluttonous,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1881354168
440,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,2199238152
441,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1901262768
442,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1911217164
443,Abyss Captain,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1921171524
444,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1931126016
445,Abyss Elite,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1941080304
446,Abyss General,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1951033608
447,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1960988244
448,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1970942640
449,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1980896748
450,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,2477056200
451,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,1958466600
452,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,1971436764
453,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,1984406496
454,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,1997376684
455,The Fearful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2010346848
456,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2023316640
457,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2036286552
458,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2049256632
459,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2062226412
460,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2414054808
461,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2088166524
462,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2101136448
463,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2114106360
464,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2127076152
465,The lustful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2140046220
466,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2153016156
467,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2165986224
468,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2178956400
469,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2191926192
470,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2564933112
471,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2217866148
472,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2230835964
473,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2243805876
474,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2256776016
475,Abyss Commander,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2269745988
476,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2282715876
477,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2295685848
478,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2308655916
479,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2321625948
480,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2715811392
481,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2347565916
482,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2360535564
483,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2373505380
484,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2386475424
485,The Jealous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2399445240
486,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2412415128
487,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2425385292
488,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2438355108
489,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2451325140
490,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2866689336
491,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2477266320
492,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2490236244
493,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2503206060
494,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2516176200
495,Abyss Elite,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2529146112
496,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2542115808
497,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2555085972
498,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2568055884
499,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2581025676
500,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3229355544
501,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2927386284
502,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2937681984
503,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2947977828
504,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2958273696
505,The Fearful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2968568460
506,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2978863824
507,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2989159836
508,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,2999455644
509,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3009751524
510,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3475670448
511,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3030341640
512,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3040637808
513,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3050933520
514,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3061229328
515,The lustful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3071525304
516,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3081820572
517,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3092116680
518,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3102411324
519,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3112707144
520,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3594158820
521,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3133298424
522,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3143594496
523,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3153890208
524,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3164184960
525,Abyss Commander,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3174480828
526,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3184776396
527,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3195072468
528,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3205368180
529,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3215663988
530,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3712647108
531,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3236254212
532,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3246550188
533,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3256845996
534,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3267141804
535,The Jealous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3277437552
536,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3287732028
537,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3298027896
538,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3308323812
539,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3318619524
540,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3831136452
541,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3339211056
542,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3349505868
543,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3359801784
544,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3370097484
545,Abyss Elite,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3380393328
546,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3390688872
547,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3400984740
548,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3411280656
549,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3421575336
550,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3960351864
551,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3482748864
552,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3494998332
553,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3507246780
554,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3519496452
555,The Fearful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3531744768
556,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3543993084
557,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3556242528
558,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3568491024
559,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3580740624
560,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4134849672
561,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3605237328
562,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3617486892
563,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3629735148
564,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3641984688
565,The lustful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3654232968
566,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3666481404
567,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3678731004
568,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3690979380
569,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3703228512
570,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4275810696
571,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3727725684
572,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3739975248
573,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3752223456
574,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3764473008
575,Abyss Commander,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3787643004
576,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3799926936
577,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3812211600
578,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3824495304
579,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3836779356
580,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4429070196
581,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3861348372
582,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3873632880
583,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3885916740
584,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3898200852
585,The Jealous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3910485528
586,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3922769040
587,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3935054328
588,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3947337984
589,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3959621856
590,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4570423644
591,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3984190656
592,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3996475512
593,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4008759444
594,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4021043352
595,Abyss Elite,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4033327980
596,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4045612008
597,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4057896708
598,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4070180676
599,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4082464152
600,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4879436436
601,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3897045348
602,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3910751292
603,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3924457164
604,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3938162832
605,The Fearful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3951868920
606,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3965574636
607,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3979280892
608,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,3992986776
609,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4006692864
610,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4630565112
611,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4034104404
612,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4047810348
613,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4061516148
614,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4075222284
615,The lustful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4088927568
616,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4102633668
617,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4116339924
618,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4130045916
619,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4143751740
620,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4788425412
621,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4171163400
