id,team,super_awake_arr,show_hero
249,2046:0:4|2032:0:2|2041:0:4|2037:0:4|2012:0:2|2026:0:4|2040:0:4|1001:0:25|2031:0:2|2050:0:2|2038:0:4|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
250,2037:0:4|1001:0:23|2026:0:4|2047:0:2|2025:0:3|2050:0:2|2041:0:3|2040:0:4|2003:0:4|2011:0:2|2012:0:2|2036:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
251,2049:0:3|2015:0:4|2050:0:2|2025:0:2|2011:0:4|2039:0:2|2031:0:3|1001:0:30|2012:0:3|2014:0:4|2037:0:5|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
252,2031:0:2|2037:0:4|2025:0:4|2038:0:4|2052:0:2|2058:0:2|2026:0:4|2015:0:4|2040:0:4|1001:0:32|2047:0:3|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
253,2054:0:5|2050:0:5|2041:0:4|2037:0:5|2035:0:4|2025:0:5|1001:0:32|2046:0:4|2038:0:4|2048:0:4|2032:0:3|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
254,2025:0:3|2035:0:5|2054:0:4|2050:0:5|2049:0:4|2047:0:4|2037:0:5|1001:0:33|2012:0:5|2048:0:5|2032:0:4|2039:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
255,2054:0:5|1001:0:24|2038:0:4|2041:0:4|2028:0:4|2046:0:4|2037:0:2|2040:0:4|2049:1:5:5|2026:0:4|2048:0:3|2016:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
256,2016:0:4|1001:0:31|2050:0:2|2025:0:5|2041:0:4|2032:0:2|2047:0:2|2026:0:4|2054:0:3|2037:0:5|2038:0:4|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
257,2031:0:5|2016:0:5|2047:0:5|2039:0:5|2049:0:4|2037:1:5:1|1001:0:33|2032:0:5|2050:0:3|2035:0:5|2054:0:5|2025:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
258,2054:0:3|2032:0:2|2037:1:5:0|2038:0:4|2028:0:4|2041:0:4|2049:0:2|2046:0:4|2040:0:4|2016:0:2|1001:0:30|2039:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
259,2037:0:5|2035:0:3|1001:0:29|2047:0:3|2025:0:2|2002:0:4|2054:0:3|2015:0:4|2031:0:3|2050:0:3|2032:0:4|2016:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
260,1001:0:23|2040:0:4|2047:0:2|2026:0:4|2037:0:3|2048:0:3|2050:0:2|2035:0:2|2054:0:2|2038:0:4|2041:0:4|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
261,2012:0:2|2049:1:2:1|2032:0:2|1001:0:31|2048:0:4|2031:0:4|2026:0:4|2047:0:4|2035:0:5|2050:0:3|2025:0:2|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
262,2047:0:3|2016:0:2|2041:0:4|2058:0:2|2026:0:4|2037:0:4|2012:0:3|1001:0:25|2032:0:2|2053:0:5|2046:0:4|2011:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
263,2035:0:3|2050:0:3|2037:0:5|2025:0:2|2041:0:4|2026:0:4|2002:0:4|2040:0:4|2004:0:4|2032:0:4|1001:0:25|2015:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
264,2035:0:5|2025:0:2|2012:0:2|2037:0:5|1001:0:31|2047:0:3|2050:0:3|2016:0:2|2026:0:4|2039:0:2|2028:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
265,2039:0:5|2035:0:2|2047:0:4|2050:0:5|2037:0:5|2049:0:3|2025:0:5|1001:0:31|2016:0:4|2048:0:2|2012:0:2|2032:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
266,2025:0:3|2038:0:4|2054:0:2|2049:1:3:3|2028:0:4|2040:0:4|2046:0:4|2039:0:2|2026:0:4|2013:0:2|1001:0:30|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
267,2049:1:5:0|2048:0:3|2054:0:2|2047:0:4|2016:0:3|2037:0:4|2025:0:5|2032:0:2|2012:0:5|1001:0:31|2035:0:4|2039:1:3:0,0|0|0|0|0|0|0|0|0|0|0|0,1
268,2019:0:4|2026:0:4|2046:0:4|2031:0:2|2016:0:3|2032:0:3|2037:0:2|2011:0:4|2040:0:4|1001:0:30|2028:0:4|2050:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
269,1001:0:30|2049:0:2|2025:0:3|2031:0:3|2037:0:3|2032:0:3|2050:0:4|2026:0:4|2012:0:4|2047:0:5|2048:0:2|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
270,1001:0:29|2050:0:2|2047:0:5|2012:0:2|2037:0:5|2016:0:3|2032:0:3|2025:0:3|2048:0:3|2041:0:4|2054:0:2|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
271,2031:0:5|2048:0:3|2039:0:4|2037:1:5:0|2047:0:3|2050:0:3|2016:0:4|2049:0:4|1001:0:33|2025:0:2|2035:0:3|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
272,2012:0:4|2037:1:5:2|2035:0:3|2050:0:4|2039:0:2|2047:0:5|2031:0:2|1001:0:31|2054:0:3|2049:0:3|2026:0:4|2016:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
273,2012:0:4|2055:1:2:0|2037:0:5|2057:1:2:0|2050:0:2|2039:0:5|2047:0:5|2025:0:5|1001:0:36|2056:1:2:1|2048:0:5|2049:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
274,2047:0:5|2012:0:2|2049:0:5|2050:1:5:1|2039:0:3|2048:0:5|2054:0:2|2016:0:3|1001:0:33|2035:0:2|2053:0:2|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
275,2039:0:3|2047:0:4|2037:1:5:4|2032:0:2|2025:0:4|2050:0:5|1001:0:30|2012:0:4|2048:0:2|2054:0:3|2035:0:3|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
276,2049:0:3|2039:0:5|1001:0:32|2037:0:4|2012:0:4|2032:0:2|2035:0:2|2047:0:4|2054:0:2|2025:0:5|2016:0:4|2050:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
277,1001:0:31|2047:0:5|2032:0:4|2025:0:4|2012:0:4|2049:0:4|2039:0:5|2016:0:5|2050:0:5|2035:0:5|2031:0:4|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
278,2050:0:2|2012:0:2|2049:0:2|2039:1:5:4|1001:0:33|2055:0:2|2054:0:2|2016:0:4|2047:0:2|2031:0:5|2032:0:4|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
279,2050:0:5|2055:0:5|2031:0:5|1001:0:32|2054:0:5|2047:0:5|2057:0:2|2058:0:5|2039:0:5|2037:0:5|2056:0:2|2068:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
280,2037:0:5|2039:0:5|2047:0:5|2049:0:5|2050:0:5|1001:0:31|2012:0:5|2025:0:5|2031:0:5|2032:0:5|2035:0:5|2016:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
281,2037:1:5:0|2050:0:5|2012:0:3|1001:0:33|2032:0:4|2039:0:4|2025:0:4|2053:0:4|2048:0:3|2016:0:5|2035:0:5|2049:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
282,1001:0:32|2035:0:4|2054:0:5|2047:0:5|2049:0:2|2067:0:2|2025:0:3|2039:0:5|2050:0:2|2032:0:2|2012:0:3|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
283,2047:0:3|2048:0:4|2037:1:5:2|2025:0:3|2032:0:4|2039:0:5|2038:0:4|2035:0:4|2050:0:4|1001:0:31|2054:0:3|2049:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
284,2037:1:5:1|2013:0:3|2053:0:2|2031:0:4|2039:0:2|1001:0:33|2048:0:2|2058:0:2|2050:0:4|2047:0:2|2016:0:3|2049:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
285,2039:0:3|2050:0:4|2037:0:5|2058:0:2|2054:0:2|2049:0:2|2047:0:5|2016:0:4|2012:0:2|1001:0:31|2035:0:5|2031:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
286,2035:0:4|2049:0:4|2050:0:5|2025:0:5|2048:0:5|2016:0:5|2037:0:5|2032:0:3|2039:1:5:2|2047:0:5|2012:0:2|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
287,2047:0:4|2025:0:3|2050:1:2:0|2039:0:4|2056:0:2|2035:0:4|2049:1:5:0|2032:0:2|2048:0:4|1001:0:35|2016:0:2|2037:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
288,2039:0:4|2054:0:5|2016:0:5|2050:0:2|2037:1:5:1|2031:0:4|2049:0:3|2047:0:4|2053:0:2|1001:0:33|2032:0:2|2048:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
289,2032:0:3|1001:0:33|2057:1:3:1|2039:0:5|2037:0:4|2055:0:2|2049:0:2|2031:0:5|2047:0:4|2028:0:4|2016:0:2|2025:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
290,1001:0:31|2048:0:4|2050:0:4|2032:0:5|2037:1:5:1|2025:0:5|2039:0:4|2035:0:5|2012:0:2|2031:0:4|2026:0:4|2016:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
291,2026:0:4|2055:1:4:2|2057:0:2|2053:1:5:5|2008:0:3|2021:0:3|2052:0:2|1001:0:34|2037:0:2|2054:0:3|2047:0:2|2039:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
292,2054:0:3|2039:1:5:0|2012:0:3|2068:0:2|2025:0:4|2049:0:2|2016:0:2|2050:0:4|1001:0:34|2037:1:5:0|2047:0:4|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
293,2036:0:4|2048:0:2|2031:0:2|2046:0:4|2028:0:4|2040:0:4|1001:0:24|2041:0:4|2026:0:4|2038:0:4|2011:0:4|2002:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
294,1001:0:33|2037:0:5|2016:0:3|2035:0:5|2048:0:5|2049:0:3|2054:0:5|2012:0:5|2053:0:3|2039:1:5:0|2050:0:3|2047:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
295,2039:0:2|2016:0:3|2035:0:2|2032:0:2|2037:0:5|2047:0:2|2048:0:4|2025:0:3|2012:0:2|2031:0:2|2050:1:5:0|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
296,2012:0:4|2049:1:5:5|2037:0:5|2026:0:4|2047:0:5|1001:0:33|2025:0:5|2039:0:5|2058:0:2|2051:0:2|2050:0:3|2013:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
297,1001:0:31|2012:0:3|2035:0:4|2037:1:5:0|2025:0:4|2032:0:5|2039:0:5|2016:0:5|2050:0:5|2054:0:3|2047:0:5|2048:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
298,2037:0:5|1001:0:32|2050:0:5|2048:0:5|2016:0:3|2032:0:5|2067:0:2|2039:0:3|2035:0:5|2049:0:4|2025:0:2|2047:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
299,2049:1:5:5|1001:0:31|2039:1:5:4|2047:0:2|2012:0:2|2031:0:4|2046:0:4|2037:0:4|2026:0:4|2028:0:4|2040:0:4|2050:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
300,1001:0:31|2039:0:4|2050:0:4|2047:0:5|2037:0:5|2025:0:3|2049:0:2|2054:0:2|2032:0:5|2031:0:5|2012:0:2|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
301,2011:0:4|2047:0:2|2025:0:5|2035:0:2|1001:0:31|2037:0:5|2048:0:3|2016:0:2|2054:0:2|2012:0:2|2053:0:2|2050:1:5:2,0|0|0|0|0|0|0|0|0|0|0|0,1
302,2032:0:4|2031:0:3|2039:0:5|2054:0:2|2047:0:4|1001:0:31|2048:0:3|2050:0:4|2049:0:3|2037:1:5:1|2012:0:3|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
303,2026:0:4|2039:1:2:0|1001:0:31|2046:0:4|2054:0:4|2047:0:5|2037:0:5|2040:0:4|2041:0:4|2038:0:4|2028:0:4|2032:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
304,2016:0:5|2040:0:4|2039:0:3|2025:0:4|2031:0:4|2037:1:5:3|2012:0:3|2049:1:5:5|2026:0:4|2035:0:4|2032:0:5|1001:0:29,0|0|0|0|0|0|0|0|0|0|0|0,1
305,2012:0:5|2050:1:5:1|2054:0:5|2016:0:5|2047:0:5|2037:1:5:1|2049:0:5|2039:1:5:1|2053:0:2|2035:0:5|2032:0:5|1001:0:35,0|0|0|0|0|0|0|0|0|0|0|0,1
306,2050:1:5:1|2056:0:5|2054:0:5|2049:0:5|2047:0:5|2012:0:5|2035:0:5|2025:0:5|2032:0:5|2037:0:5|1001:0:33|2039:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
307,2048:0:5|2031:0:5|2025:0:5|2050:0:5|2039:0:5|1001:0:32|2049:0:5|2035:0:5|2037:0:5|2032:0:5|2047:0:5|2012:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
308,2047:0:5|2039:0:5|2012:0:4|2028:0:4|1001:0:34|2025:0:5|2049:1:5:1|2050:0:4|2032:0:5|2037:1:5:1|2013:0:4|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
309,2047:0:2|2031:0:3|1001:0:32|2016:0:5|2032:0:2|2050:0:4|2053:0:2|2037:0:5|2067:0:2|2054:0:4|2012:0:3|2039:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
310,2039:0:2|2053:0:3|2040:0:4|2025:0:2|2037:0:5|2050:0:2|2054:0:2|2041:0:4|2032:0:4|2038:0:4|2026:0:4|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,2
311,2032:0:3|2037:0:3|2048:0:2|2053:1:5:1|1001:0:30|2016:0:2|2012:0:2|2031:0:3|2047:0:2|2054:0:2|2025:0:2|2049:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
312,2012:0:4|2035:0:3|2031:0:5|2050:0:5|2048:0:5|2025:0:5|2016:0:5|2037:0:5|1001:0:31|2049:0:5|2032:0:5|2047:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
313,1001:0:32|2049:0:4|2048:0:2|2039:0:5|2047:0:5|2050:0:5|2037:0:5|2031:0:3|2012:0:4|2016:0:2|2035:0:2|2025:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
314,2025:0:4|2050:0:5|2032:0:5|2049:0:3|2037:0:5|2039:0:3|1001:0:31|2047:0:5|2012:0:4|2048:0:5|2031:0:2|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
315,2016:0:4|2031:0:3|2048:0:5|2037:0:5|1001:0:30|2039:0:3|2012:0:4|2050:0:2|2047:0:4|2054:0:5|2025:0:5|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
316,2035:0:2|2050:0:4|2039:0:5|2025:0:3|2026:0:4|2016:0:5|1001:0:31|2037:1:5:4|2048:0:2|2038:0:4|2032:0:2|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
317,2049:1:5:4|2037:1:4:0|2050:0:2|2004:0:4|2053:1:2:0|1001:0:36|2039:1:2:1|2048:0:4|2026:0:4|2028:0:4|2032:0:4|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
318,2032:0:2|2054:0:2|2048:0:3|2039:0:5|2049:0:3|2047:0:5|2012:0:3|1001:0:31|2016:0:3|2037:0:3|2050:0:5|2031:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
319,2016:0:2|2049:0:3|2050:0:5|2054:0:2|2048:0:3|2025:0:4|2047:0:2|2039:0:5|2012:0:4|2031:0:3|2037:0:3|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
320,2039:1:5:2|2037:0:5|2050:0:3|1001:0:29|2054:0:5|2025:0:4|2032:0:2|2048:0:3|2035:0:2|2012:0:2|2031:0:2|2013:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
321,2054:0:5|2039:0:5|2049:0:5|1001:0:31|2035:0:5|2016:0:5|2050:0:5|2012:0:4|2032:0:5|2037:0:5|2047:0:5|2025:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
322,2011:0:4|2054:0:4|2039:0:5|2049:1:5:5|2038:0:4|2041:0:4|2053:0:4|1001:0:34|2026:0:4|2042:0:2|2047:0:4|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
323,2047:0:5|2031:0:5|2048:0:5|2032:0:5|2050:0:5|2039:0:5|2012:0:5|2037:1:5:0|1001:0:31|2025:0:5|2016:0:5|2049:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
324,2039:1:5:3|2037:0:5|2050:0:2|2032:0:2|2048:0:2|2025:0:3|2035:0:2|2016:0:5|2012:0:3|2026:0:4|2031:0:3|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
325,2037:0:5|2053:1:5:5|2031:0:5|2039:0:3|2054:0:2|2041:0:4|2009:0:3|2038:0:4|2034:0:3|2026:0:4|2047:0:2|2021:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
326,2032:0:4|2035:0:2|2025:0:4|2039:0:2|2012:0:2|2047:0:5|2048:0:2|2031:0:3|2041:0:4|2050:0:4|2037:0:4|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
327,2031:0:3|2050:0:2|2016:0:5|2047:0:5|2025:0:4|2039:1:5:2|2049:0:4|1001:0:31|2037:1:5:5|2035:0:2|2048:0:4|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
328,2025:0:3|2050:0:2|2026:0:4|2031:0:4|2054:0:4|2037:1:5:4|2032:0:3|2041:0:4|1001:0:31|2039:0:3|2047:0:2|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
329,2012:0:4|2047:0:5|2039:0:5|2050:0:5|2049:0:5|2016:0:5|2063:0:2|2025:0:4|2037:0:5|2048:0:4|2035:0:5|1001:0:32,0|0|0|0|0|0|0|0|0|0|0|0,1
330,2050:0:5|2039:0:5|2049:0:5|1001:0:32|2037:0:5|2047:0:5|2025:0:3|2012:0:5|2048:0:5|2032:0:2|2035:0:3|2013:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
331,2053:0:2|2025:0:5|2037:1:5:0|1001:0:33|2050:0:5|2048:0:4|2047:0:2|2039:0:4|2032:0:5|2035:0:5|2049:0:4|2054:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
332,2039:0:5|2050:0:3|2049:0:4|1001:0:32|2032:0:5|2025:0:5|2031:0:3|2035:0:5|2048:0:3|2037:0:5|2016:0:5|2047:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
333,2049:1:5:5|2048:0:2|2016:0:2|2026:0:4|2038:0:3|1001:0:23|2012:0:2|2037:0:2|2001:0:2|2040:0:2|2041:0:4|2025:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
334,2050:0:2|2048:0:2|2049:0:2|2039:0:2|2035:0:4|1001:0:34|2058:0:2|2053:0:2|2025:0:3|2016:0:3|2047:1:4:1|2037:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
335,2038:0:4|2016:0:5|2046:0:4|2049:0:5|2035:0:3|2037:0:5|2025:0:4|2026:0:4|2054:0:4|1001:0:32|2028:0:4|2039:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
336,2032:0:5|2050:0:4|1001:0:31|2031:0:4|2037:0:5|2054:0:5|2016:0:3|2060:1:4:3|2049:0:4|2039:0:2|2035:0:2|2048:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
337,2063:0:2|2037:1:5:1|2039:0:5|2047:1:5:0|2050:0:5|1001:0:34|2049:0:5|2016:0:4|2025:0:5|2035:0:4|2032:0:5|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
338,2047:0:4|2054:0:4|1001:0:31|2035:0:4|2025:0:4|2037:0:5|2016:0:5|2012:0:4|2031:0:5|2039:0:4|2049:0:4|2050:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
339,2050:0:3|2039:0:4|1001:0:31|2049:1:4:3|2048:0:2|2047:0:2|2037:1:5:1|2025:0:2|2031:0:2|2035:0:4|2032:0:2|2016:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
340,2037:1:5:3|1001:0:34|2049:1:2:1|2050:0:3|2047:0:3|2035:0:4|2053:0:2|2039:0:2|2054:0:3|2031:0:3|2012:0:4|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,2
341,2048:0:2|2037:0:4|2002:0:4|2026:0:4|2035:0:2|2004:0:4|2050:1:5:2|2031:0:2|2041:0:4|2011:0:4|2016:0:2|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
342,2032:0:4|1001:0:31|2035:0:3|2012:0:5|2041:0:4|2040:0:4|2039:0:4|2047:0:3|2031:0:3|2048:0:3|2037:1:5:3|2050:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
343,2025:0:2|2049:0:5|2039:0:2|2016:0:4|2037:0:4|2047:0:3|2032:0:2|2050:0:3|2035:0:3|2054:0:2|1001:0:31|2048:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
344,2026:0:4|2037:0:4|2016:0:2|2025:0:4|2048:0:2|2040:0:4|2035:0:4|2047:0:3|2032:0:4|2039:0:5|1001:0:30|2054:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
345,2032:0:3|2047:0:4|2048:0:5|2039:0:5|2025:0:4|1001:0:31|2050:0:5|2049:0:5|2035:0:5|2016:0:2|2012:0:5|2037:1:5:4,0|0|0|0|0|0|0|0|0|0|0|0,1
346,2037:0:5|2032:0:5|2016:0:5|2054:0:2|2025:0:5|1001:0:31|2050:1:5:1|2049:1:3:2|2048:0:2|2012:0:4|2039:0:5|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
347,2014:0:4|2048:0:4|2035:0:2|2054:0:2|1001:0:31|2058:0:2|2037:1:5:4|2039:0:5|2028:0:4|2032:0:4|2050:0:4|2047:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
348,2037:0:5|2039:0:4|2048:0:2|2050:0:3|2035:0:4|2012:0:3|2013:0:2|2054:0:2|2016:0:3|1001:0:30|2031:0:3|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
349,2037:1:5:5|2025:0:2|2016:0:5|2035:0:2|1001:0:31|2039:0:3|2049:0:5|2050:0:2|2032:0:3|2048:0:2|2012:0:5|2054:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
350,2050:1:5:3|2049:1:3:1|2037:0:5|2047:0:5|2039:0:4|1001:0:31|2016:0:5|2035:0:5|2025:0:4|2031:0:5|2032:0:3|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
351,2033:0:3|2039:0:2|2032:0:2|2054:0:2|2047:0:2|1001:0:31|2040:0:4|2053:1:5:5|2008:0:3|2046:0:4|2037:0:5|2050:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
352,2047:0:5|2037:0:4|2054:0:3|1001:0:34|2031:0:3|2049:1:5:2|2016:0:2|2035:0:2|2039:0:2|2025:0:4|2050:0:4|2012:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
353,2047:0:4|2012:0:5|2050:0:5|1001:0:31|2025:0:5|2016:0:5|2032:0:3|2031:0:3|2035:0:3|2054:0:4|2039:0:4|2037:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
354,2054:0:4|2049:0:5|1001:0:31|2032:0:5|2035:0:2|2047:0:5|2039:0:4|2012:0:3|2037:1:5:0|2025:0:4|2050:0:5|2048:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
355,2031:0:3|2054:0:3|2049:0:3|2032:0:5|2050:0:3|2047:0:4|1001:0:32|2035:0:4|2039:0:4|2037:0:5|2016:0:4|2048:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
356,2031:0:5|2049:1:5:1|2037:0:5|2035:0:3|2047:0:5|2050:0:5|2053:0:2|1001:0:33|2039:0:4|2012:0:5|2032:0:5|2025:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
357,2016:0:4|2050:0:2|2054:0:4|2039:0:2|2026:0:4|1001:0:33|2037:0:2|2049:1:5:5|2032:0:3|2047:0:2|2053:0:2|2035:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
358,2037:0:5|2047:0:2|2048:0:4|2031:0:4|2039:0:5|2028:0:4|1001:0:32|2035:0:4|2050:0:3|2025:0:4|2013:0:2|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
359,1001:0:38|2053:1:5:5|2050:1:5:5|2049:1:5:5|2054:0:5|2037:1:5:5|2032:0:5|2048:0:4|2039:1:5:3|2047:1:5:5|2025:0:4|2052:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
360,2037:0:5|2047:0:5|2050:1:5:0|1001:0:31|2049:0:4|2039:0:3|2025:0:4|2032:0:3|2012:0:5|2048:0:3|2035:0:4|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
361,2012:0:2|2026:0:4|2021:0:3|2049:1:5:5|1001:0:23|2041:0:4|2027:0:3|2016:0:4|2011:0:4|2008:0:3|2001:0:4|2033:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
362,2054:0:3|2013:0:4|2039:0:2|2037:1:5:3|2049:0:3|1001:0:30|2025:0:2|2032:0:2|2016:0:3|2012:0:2|2050:0:3|2035:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
363,2039:0:2|2049:0:2|2047:0:2|2012:0:4|1001:0:31|2032:0:4|2050:1:5:4|2025:0:5|2054:0:5|2035:0:5|2037:0:5|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
364,2032:0:5|2039:0:5|2012:0:5|2048:0:4|2031:0:3|2053:0:5|2037:1:5:1|1001:0:35|2025:0:4|2035:0:3|2047:1:5:1|2050:1:5:4,0|0|0|0|0|0|0|0|0|0|0|0,1
365,2037:0:3|2048:0:2|2035:0:3|2032:0:4|1001:0:33|2055:0:2|2049:0:2|2025:0:4|2039:1:5:1|2012:0:2|2050:0:2|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
366,2049:1:5:5|2054:1:3:0|2040:0:4|2041:0:4|2038:0:4|2028:0:4|1001:0:28|2032:0:2|2026:0:4|2011:0:4|2004:0:4|2002:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
367,2021:0:3|2039:0:4|2053:1:5:1|2050:0:2|1001:0:20|2038:0:2|2008:0:3|2026:0:4|2031:0:2|2041:0:3|2028:0:4|2054:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
368,2049:1:5:5|2037:0:4|2013:0:3|2025:0:4|2048:0:3|2038:0:4|2008:0:3|2011:0:4|1001:0:29|2026:0:4|2054:0:4|2027:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
369,2037:0:2|2035:0:2|2054:0:3|1001:0:29|2016:0:3|2013:0:3|2025:0:3|2031:0:2|2050:0:2|2049:1:5:4|2046:0:4|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
370,2037:1:5:1|2049:1:3:2|2039:0:3|2050:0:2|2054:0:2|2032:0:3|1001:0:30|2012:0:4|2016:0:5|2031:0:5|2026:0:4|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
