dungeon_id,boss_monster_npc_id_list,normal_monster_npc_id_list,armor_drop_rate_when_offline_fight,bg_path,name,map_id,reward
811,11622|11621,1333|1334,12,XueChengBao,28-1,28,
812,11624|11623,1333|1334,12,XueChengBao,28-2,28,
813,11626|11625,1333|1334,12,XueChengBao,28-3,28,
814,11628|11627,1333|1334,12,XueChengBao,28-4,28,
815,11630|11629,1335|1336,12,XueChengBao,28-5,28,1:2:100
816,11632|11631,1335|1336,12,XueChengBao,28-6,28,
817,11634|11633,1335|1336,12,XueChengBao,28-7,28,
818,11636|11635,1335|1336,12,XueChengBao,28-8,28,
819,11638|11637,1335|1336,12,XueChengBao,28-9,28,
820,11640|11639,1335|1336,12,XueChengBao,28-10,28,5:3000214:500
821,11642|11641,1337|1338,12,XueChengBao,28-11,28,
822,11644|11643,1337|1338,12,XueChengBao,28-12,28,
823,11646|11645,1337|1338,12,XueChengBao,28-13,28,
824,11648|11647,1337|1338,12,XueChengBao,28-14,28,
825,11650|11649,1337|1338,12,XueChengBao,28-15,28,1:2:100
826,11652|11651,1337|1338,12,XueChengBao,28-16,28,
827,11654|11653,1339|1340,12,XueChengBao,28-17,28,
828,11656|11655,1339|1340,12,XueChengBao,28-18,28,
829,11658|11657,1339|1340,12,XueChengBao,28-19,28,
830,11660|11659,1339|1340,12,XueChengBao,28-20,28,5:3000214:500
831,11662|11661,1339|1340,12,XueChengBao,28-21,28,
832,11664|11663,1339|1340,12,XueChengBao,28-22,28,
833,11666|11665,1341|1342,12,XueChengBao,28-23,28,
834,11668|11667,1341|1342,12,XueChengBao,28-24,28,
835,11670|11669,1341|1342,12,XueChengBao,28-25,28,1:2:200
836,11672|11671,1341|1342,12,XueChengBao,28-26,28,
837,11674|11673,1341|1342,12,XueChengBao,28-27,28,
838,11676|11675,1341|1342,12,XueChengBao,28-28,28,
839,11678|11677,1343|1344,12,XueChengBao,28-29,28,
840,11680|11679,1343|1344,12,XueChengBao,28-30,28,5:3000027:5
841,11682|11681,1343|1344,12,NvWaQinGong,29-1,29,
842,11684|11683,1343|1344,12,NvWaQinGong,29-2,29,
843,11686|11685,1343|1344,12,NvWaQinGong,29-3,29,
844,11688|11687,1343|1344,12,NvWaQinGong,29-4,29,
845,11690|11689,1345|1346,12,NvWaQinGong,29-5,29,1:2:100
846,11692|11691,1345|1346,12,NvWaQinGong,29-6,29,
847,11694|11693,1345|1346,12,NvWaQinGong,29-7,29,
848,11696|11695,1345|1346,12,NvWaQinGong,29-8,29,
849,11698|11697,1345|1346,12,NvWaQinGong,29-9,29,
850,11700|11699,1345|1346,12,NvWaQinGong,29-10,29,5:3000214:500
851,11702|11701,1347|1348,12,NvWaQinGong,29-11,29,
852,11704|11703,1347|1348,12,NvWaQinGong,29-12,29,
853,11706|11705,1347|1348,12,NvWaQinGong,29-13,29,
854,11708|11707,1347|1348,12,NvWaQinGong,29-14,29,
855,11710|11709,1347|1348,12,NvWaQinGong,29-15,29,1:2:100
856,11712|11711,1347|1348,12,NvWaQinGong,29-16,29,
857,11714|11713,1349|1350,12,NvWaQinGong,29-17,29,
858,11716|11715,1349|1350,12,NvWaQinGong,29-18,29,
859,11718|11717,1349|1350,12,NvWaQinGong,29-19,29,
860,11720|11719,1349|1350,12,NvWaQinGong,29-20,29,5:3000214:500
861,11722|11721,1349|1350,12,NvWaQinGong,29-21,29,
862,11724|11723,1349|1350,12,NvWaQinGong,29-22,29,
863,11726|11725,1351|1352,12,NvWaQinGong,29-23,29,
864,11728|11727,1351|1352,12,NvWaQinGong,29-24,29,
865,11730|11729,1351|1352,12,NvWaQinGong,29-25,29,1:2:200
866,11732|11731,1351|1352,12,NvWaQinGong,29-26,29,
867,11734|11733,1351|1352,12,NvWaQinGong,29-27,29,
868,11736|11735,1351|1352,12,NvWaQinGong,29-28,29,
869,11738|11737,1353|1354,12,NvWaQinGong,29-29,29,
870,11740|11739,1353|1354,12,NvWaQinGong,29-30,29,5:3000027:5
871,11742|11741,1353|1354,12,DaJinZiTa,30-1,30,
872,11744|11743,1353|1354,12,DaJinZiTa,30-2,30,
873,11746|11745,1353|1354,12,DaJinZiTa,30-3,30,
874,11748|11747,1353|1354,12,DaJinZiTa,30-4,30,
875,11750|11749,1355|1356,12,DaJinZiTa,30-5,30,1:2:100
876,11752|11751,1355|1356,12,DaJinZiTa,30-6,30,
877,11754|11753,1355|1356,12,DaJinZiTa,30-7,30,
878,11756|11755,1355|1356,12,DaJinZiTa,30-8,30,
879,11758|11757,1355|1356,12,DaJinZiTa,30-9,30,
880,11760|11759,1355|1356,12,DaJinZiTa,30-10,30,5:3000214:500
881,11762|11761,1357|1358,12,DaJinZiTa,30-11,30,
882,11764|11763,1357|1358,12,DaJinZiTa,30-12,30,
883,11766|11765,1357|1358,12,DaJinZiTa,30-13,30,
884,11768|11767,1357|1358,12,DaJinZiTa,30-14,30,
885,11770|11769,1357|1358,12,DaJinZiTa,30-15,30,1:2:100
886,11772|11771,1357|1358,12,DaJinZiTa,30-16,30,
887,11774|11773,1359|1360,12,DaJinZiTa,30-17,30,
888,11776|11775,1359|1360,12,DaJinZiTa,30-18,30,
889,11778|11777,1359|1360,12,DaJinZiTa,30-19,30,
890,11780|11779,1359|1360,12,DaJinZiTa,30-20,30,5:3000214:500
891,11782|11781,1359|1360,12,DaJinZiTa,30-21,30,
892,11784|11783,1359|1360,12,DaJinZiTa,30-22,30,
893,11786|11785,1361|1362,12,DaJinZiTa,30-23,30,
894,11788|11787,1361|1362,12,DaJinZiTa,30-24,30,
895,11790|11789,1361|1362,12,DaJinZiTa,30-25,30,1:2:200
896,11792|11791,1361|1362,12,DaJinZiTa,30-26,30,
897,11794|11793,1361|1362,12,DaJinZiTa,30-27,30,
898,11796|11795,1361|1362,12,DaJinZiTa,30-28,30,
899,11798|11797,1363|1364,12,DaJinZiTa,30-29,30,
900,11800|11799,1363|1364,12,DaJinZiTa,30-30,30,5:3000027:5
901,11802|11801,1363|1364,12,ShenZhiXiaGu,31-1,31,
902,11804|11803,1363|1364,12,ShenZhiXiaGu,31-2,31,
903,11806|11805,1363|1364,12,ShenZhiXiaGu,31-3,31,
904,11808|11807,1363|1364,12,ShenZhiXiaGu,31-4,31,
905,11810|11809,1365|1366,12,ShenZhiXiaGu,31-5,31,1:2:100
906,11812|11811,1365|1366,12,ShenZhiXiaGu,31-6,31,
907,11814|11813,1365|1366,12,ShenZhiXiaGu,31-7,31,
908,11816|11815,1365|1366,12,ShenZhiXiaGu,31-8,31,
909,11818|11817,1365|1366,12,ShenZhiXiaGu,31-9,31,
910,11820|11819,1365|1366,12,ShenZhiXiaGu,31-10,31,5:3000214:500
911,11822|11821,1367|1368,12,ShenZhiXiaGu,31-11,31,
912,11824|11823,1367|1368,12,ShenZhiXiaGu,31-12,31,
913,11826|11825,1367|1368,12,ShenZhiXiaGu,31-13,31,
914,11828|11827,1367|1368,12,ShenZhiXiaGu,31-14,31,
915,11830|11829,1367|1368,12,ShenZhiXiaGu,31-15,31,1:2:100
916,11832|11831,1367|1368,12,ShenZhiXiaGu,31-16,31,
917,11834|11833,1369|1370,12,ShenZhiXiaGu,31-17,31,
918,11836|11835,1369|1370,12,ShenZhiXiaGu,31-18,31,
919,11838|11837,1369|1370,12,ShenZhiXiaGu,31-19,31,
920,11840|11839,1369|1370,12,ShenZhiXiaGu,31-20,31,5:3000214:500
921,11842|11841,1369|1370,12,ShenZhiXiaGu,31-21,31,
922,11844|11843,1369|1370,12,ShenZhiXiaGu,31-22,31,
923,11846|11845,1371|1372,12,ShenZhiXiaGu,31-23,31,
924,11848|11847,1371|1372,12,ShenZhiXiaGu,31-24,31,
925,11850|11849,1371|1372,12,ShenZhiXiaGu,31-25,31,1:2:200
926,11852|11851,1371|1372,12,ShenZhiXiaGu,31-26,31,
927,11854|11853,1371|1372,12,ShenZhiXiaGu,31-27,31,
928,11856|11855,1371|1372,12,ShenZhiXiaGu,31-28,31,
929,11858|11857,1373|1374,12,ShenZhiXiaGu,31-29,31,
930,11860|11859,1373|1374,12,ShenZhiXiaGu,31-30,31,5:3000027:5
931,11862|11861,1373|1374,12,XieShenCangShenChu,32-1,32,
932,11864|11863,1373|1374,12,XieShenCangShenChu,32-2,32,
933,11866|11865,1373|1374,12,XieShenCangShenChu,32-3,32,
934,11868|11867,1373|1374,12,XieShenCangShenChu,32-4,32,
935,11870|11869,1375|1376,12,XieShenCangShenChu,32-5,32,1:2:100
936,11872|11871,1375|1376,12,XieShenCangShenChu,32-6,32,
937,11874|11873,1375|1376,12,XieShenCangShenChu,32-7,32,
938,11876|11875,1375|1376,12,XieShenCangShenChu,32-8,32,
939,11878|11877,1375|1376,12,XieShenCangShenChu,32-9,32,
940,11880|11879,1375|1376,12,XieShenCangShenChu,32-10,32,5:3000214:500
941,11882|11881,1377|1378,12,XieShenCangShenChu,32-11,32,
942,11884|11883,1377|1378,12,XieShenCangShenChu,32-12,32,
943,11886|11885,1377|1378,12,XieShenCangShenChu,32-13,32,
944,11888|11887,1377|1378,12,XieShenCangShenChu,32-14,32,
945,11890|11889,1377|1378,12,XieShenCangShenChu,32-15,32,1:2:100
946,11892|11891,1377|1378,12,XieShenCangShenChu,32-16,32,
947,11894|11893,1379|1380,12,XieShenCangShenChu,32-17,32,
948,11896|11895,1379|1380,12,XieShenCangShenChu,32-18,32,
949,11898|11897,1379|1380,12,XieShenCangShenChu,32-19,32,
950,11900|11899,1379|1380,12,XieShenCangShenChu,32-20,32,5:3000214:500
951,11902|11901,1379|1380,12,XieShenCangShenChu,32-21,32,
952,11904|11903,1379|1380,12,XieShenCangShenChu,32-22,32,
953,11906|11905,1381|1382,12,XieShenCangShenChu,32-23,32,
954,11908|11907,1381|1382,12,XieShenCangShenChu,32-24,32,
955,11910|11909,1381|1382,12,XieShenCangShenChu,32-25,32,1:2:200
956,11912|11911,1381|1382,12,XieShenCangShenChu,32-26,32,
957,11914|11913,1381|1382,12,XieShenCangShenChu,32-27,32,
958,11916|11915,1381|1382,12,XieShenCangShenChu,32-28,32,
959,11918|11917,1383|1384,12,XieShenCangShenChu,32-29,32,
960,11920|11919,1383|1384,12,XieShenCangShenChu,32-30,32,5:3000027:5
961,11922|11921,1383|1384,12,RanShaoLianYu,33-1,33,
962,11924|11923,1383|1384,12,RanShaoLianYu,33-2,33,
963,11926|11925,1383|1384,12,RanShaoLianYu,33-3,33,
964,11928|11927,1383|1384,12,RanShaoLianYu,33-4,33,
965,11930|11929,1385|1386,12,RanShaoLianYu,33-5,33,1:2:100
966,11932|11931,1385|1386,12,RanShaoLianYu,33-6,33,
967,11934|11933,1385|1386,12,RanShaoLianYu,33-7,33,
968,11936|11935,1385|1386,12,RanShaoLianYu,33-8,33,
969,11938|11937,1385|1386,12,RanShaoLianYu,33-9,33,
970,11940|11939,1385|1386,12,RanShaoLianYu,33-10,33,5:3000214:500
971,11942|11941,1387|1388,12,RanShaoLianYu,33-11,33,
972,11944|11943,1387|1388,12,RanShaoLianYu,33-12,33,
973,11946|11945,1387|1388,12,RanShaoLianYu,33-13,33,
974,11948|11947,1387|1388,12,RanShaoLianYu,33-14,33,
975,11950|11949,1387|1388,12,RanShaoLianYu,33-15,33,1:2:100
976,11952|11951,1387|1388,12,RanShaoLianYu,33-16,33,
977,11954|11953,1389|1390,12,RanShaoLianYu,33-17,33,
978,11956|11955,1389|1390,12,RanShaoLianYu,33-18,33,
979,11958|11957,1389|1390,12,RanShaoLianYu,33-19,33,
980,11960|11959,1389|1390,12,RanShaoLianYu,33-20,33,5:3000214:500
981,11962|11961,1389|1390,12,RanShaoLianYu,33-21,33,
982,11964|11963,1389|1390,12,RanShaoLianYu,33-22,33,
983,11966|11965,1391|1392,12,RanShaoLianYu,33-23,33,
984,11968|11967,1391|1392,12,RanShaoLianYu,33-24,33,
985,11970|11969,1391|1392,12,RanShaoLianYu,33-25,33,1:2:200
986,11972|11971,1391|1392,12,RanShaoLianYu,33-26,33,
987,11974|11973,1391|1392,12,RanShaoLianYu,33-27,33,
988,11976|11975,1391|1392,12,RanShaoLianYu,33-28,33,
989,11978|11977,1393|1394,12,RanShaoLianYu,33-29,33,
990,11980|11979,1393|1394,12,RanShaoLianYu,33-30,33,5:3000027:5
991,11982|11981,1393|1394,12,XueChengBao,34-1,34,
992,11984|11983,1393|1394,12,XueChengBao,34-2,34,
993,11986|11985,1393|1394,12,XueChengBao,34-3,34,
994,11988|11987,1393|1394,12,XueChengBao,34-4,34,
995,11990|11989,1395|1396,12,XueChengBao,34-5,34,1:2:100
996,11992|11991,1395|1396,12,XueChengBao,34-6,34,
997,11994|11993,1395|1396,12,XueChengBao,34-7,34,
998,11996|11995,1395|1396,12,XueChengBao,34-8,34,
999,11998|11997,1395|1396,12,XueChengBao,34-9,34,
1000,12000|11999,1395|1396,12,XueChengBao,34-10,34,5:3000214:500
1001,12002|12001,1397|1398,12,XueChengBao,34-11,34,
1002,12004|12003,1397|1398,12,XueChengBao,34-12,34,
1003,12006|12005,1397|1398,12,XueChengBao,34-13,34,
1004,12008|12007,1397|1398,12,XueChengBao,34-14,34,
1005,12010|12009,1397|1398,12,XueChengBao,34-15,34,1:2:100
1006,12012|12011,1397|1398,12,XueChengBao,34-16,34,
1007,12014|12013,1397|1398,12,XueChengBao,34-17,34,
1008,12016|12015,1397|1398,12,XueChengBao,34-18,34,
1009,12018|12017,1397|1398,12,XueChengBao,34-19,34,
1010,12020|12019,1397|1398,12,XueChengBao,34-20,34,5:3000214:500
1011,12022|12021,1397|1398,12,XueChengBao,34-21,34,
1012,12024|12023,1397|1398,12,XueChengBao,34-22,34,
1013,12026|12025,1399|1400,12,XueChengBao,34-23,34,
1014,12028|12027,1399|1400,12,XueChengBao,34-24,34,
1015,12030|12029,1399|1400,12,XueChengBao,34-25,34,1:2:200
1016,12032|12031,1399|1400,12,XueChengBao,34-26,34,
1017,12034|12033,1399|1400,12,XueChengBao,34-27,34,
1018,12036|12035,1399|1400,12,XueChengBao,34-28,34,
1019,12038|12037,1399|1400,12,XueChengBao,34-29,34,
1020,12040|12039,1399|1400,12,XueChengBao,34-30,34,5:3000027:5
1021,12042|12041,1399|1400,12,NvWaQinGong,35-1,35,
1022,12044|12043,1399|1400,12,NvWaQinGong,35-2,35,
1023,12046|12045,1399|1400,12,NvWaQinGong,35-3,35,
1024,12048|12047,1399|1400,12,NvWaQinGong,35-4,35,
1025,12050|12049,1401|1402,12,NvWaQinGong,35-5,35,1:2:100
1026,12052|12051,1401|1402,12,NvWaQinGong,35-6,35,
1027,12054|12053,1401|1402,12,NvWaQinGong,35-7,35,
1028,12056|12055,1401|1402,12,NvWaQinGong,35-8,35,
1029,12058|12057,1401|1402,12,NvWaQinGong,35-9,35,
1030,12060|12059,1401|1402,12,NvWaQinGong,35-10,35,5:3000214:500
1031,12062|12061,1401|1402,12,NvWaQinGong,35-11,35,
1032,12064|12063,1401|1402,12,NvWaQinGong,35-12,35,
1033,12066|12065,1401|1402,12,NvWaQinGong,35-13,35,
1034,12068|12067,1401|1402,12,NvWaQinGong,35-14,35,
1035,12070|12069,1401|1402,12,NvWaQinGong,35-15,35,1:2:100
1036,12072|12071,1401|1402,12,NvWaQinGong,35-16,35,
1037,12074|12073,1403|1404,12,NvWaQinGong,35-17,35,
1038,12076|12075,1403|1404,12,NvWaQinGong,35-18,35,
1039,12078|12077,1403|1404,12,NvWaQinGong,35-19,35,
1040,12080|12079,1403|1404,12,NvWaQinGong,35-20,35,5:3000214:500
1041,12082|12081,1403|1404,12,NvWaQinGong,35-21,35,
1042,12084|12083,1403|1404,12,NvWaQinGong,35-22,35,
1043,12086|12085,1403|1404,12,NvWaQinGong,35-23,35,
1044,12088|12087,1403|1404,12,NvWaQinGong,35-24,35,
1045,12090|12089,1403|1404,12,NvWaQinGong,35-25,35,1:2:200
1046,12092|12091,1403|1404,12,NvWaQinGong,35-26,35,
1047,12094|12093,1403|1404,12,NvWaQinGong,35-27,35,
1048,12096|12095,1403|1404,12,NvWaQinGong,35-28,35,
1049,12098|12097,1405|1406,12,NvWaQinGong,35-29,35,
1050,12100|12099,1405|1406,12,NvWaQinGong,35-30,35,5:3000027:5
1051,12102|12101,1407|1408,12,XueChengBao,36-1,36,
1052,12104|12103,1407|1408,12,XueChengBao,36-2,36,
1053,12106|12105,1407|1408,12,XueChengBao,36-3,36,
1054,12108|12107,1407|1408,12,XueChengBao,36-4,36,
1055,12110|12109,1407|1408,12,XueChengBao,36-5,36,1:2:100
1056,12112|12111,1407|1408,12,XueChengBao,36-6,36,
1057,12114|12113,1407|1408,12,XueChengBao,36-7,36,
1058,12116|12115,1407|1408,12,XueChengBao,36-8,36,
1059,12118|12117,1407|1408,12,XueChengBao,36-9,36,
1060,12120|12119,1407|1408,12,XueChengBao,36-10,36,5:3000214:500
1061,12122|12121,1407|1408,12,XueChengBao,36-11,36,
1062,12124|12123,1407|1408,12,XueChengBao,36-12,36,
1063,12126|12125,1409|1410,12,XueChengBao,36-13,36,
1064,12128|12127,1409|1410,12,XueChengBao,36-14,36,
1065,12130|12129,1409|1410,12,XueChengBao,36-15,36,1:2:100
1066,12132|12131,1409|1410,12,XueChengBao,36-16,36,
1067,12134|12133,1409|1410,12,XueChengBao,36-17,36,
1068,12136|12135,1409|1410,12,XueChengBao,36-18,36,
1069,12138|12137,1409|1410,12,XueChengBao,36-19,36,
1070,12140|12139,1409|1410,12,XueChengBao,36-20,36,5:3000214:500
1071,12142|12141,1409|1410,12,XueChengBao,36-21,36,
1072,12144|12143,1409|1410,12,XueChengBao,36-22,36,
1073,12146|12145,1409|1410,12,XueChengBao,36-23,36,
1074,12148|12147,1409|1410,12,XueChengBao,36-24,36,
1075,12150|12149,1411|1412,12,XueChengBao,36-25,36,1:2:200
1076,12152|12151,1411|1412,12,XueChengBao,36-26,36,
1077,12154|12153,1411|1412,12,XueChengBao,36-27,36,
1078,12156|12155,1411|1412,12,XueChengBao,36-28,36,
1079,12158|12157,1411|1412,12,XueChengBao,36-29,36,
1080,12160|12159,1411|1412,12,XueChengBao,36-30,36,5:3000027:5
1081,12162|12161,1411|1412,12,NvWaQinGong,37-1,37,
1082,12164|12163,1411|1412,12,NvWaQinGong,37-2,37,
1083,12166|12165,1411|1412,12,NvWaQinGong,37-3,37,
1084,12168|12167,1411|1412,12,NvWaQinGong,37-4,37,
1085,12170|12169,1411|1412,12,NvWaQinGong,37-5,37,1:2:100
1086,12172|12171,1411|1412,12,NvWaQinGong,37-6,37,
1087,12174|12173,1413|1414,12,NvWaQinGong,37-7,37,
1088,12176|12175,1413|1414,12,NvWaQinGong,37-8,37,
1089,12178|12177,1413|1414,12,NvWaQinGong,37-9,37,
1090,12180|12179,1413|1414,12,NvWaQinGong,37-10,37,5:3000214:500
1091,12182|12181,1413|1414,12,NvWaQinGong,37-11,37,
1092,12184|12183,1413|1414,12,NvWaQinGong,37-12,37,
1093,12186|12185,1413|1414,12,NvWaQinGong,37-13,37,
1094,12188|12187,1413|1414,12,NvWaQinGong,37-14,37,
1095,12190|12189,1413|1414,12,NvWaQinGong,37-15,37,1:2:100
1096,12192|12191,1413|1414,12,NvWaQinGong,37-16,37,
1097,12194|12193,1413|1414,12,NvWaQinGong,37-17,37,
1098,12196|12195,1413|1414,12,NvWaQinGong,37-18,37,
1099,12198|12197,1415|1416,12,NvWaQinGong,37-19,37,
1100,12200|12199,1417|1418,12,NvWaQinGong,37-20,37,5:3000214:500
1101,12202|12201,1419|1420,12,NvWaQinGong,37-21,37,
1102,12204|12203,1421|1422,12,NvWaQinGong,37-22,37,
1103,12206|12205,1423|1424,12,NvWaQinGong,37-23,37,
1104,12208|12207,1415|1416,12,NvWaQinGong,37-24,37,
1105,12210|12209,1417|1418,12,NvWaQinGong,37-25,37,1:2:200
1106,12212|12211,1419|1420,12,NvWaQinGong,37-26,37,
1107,12214|12213,1421|1422,12,NvWaQinGong,37-27,37,
1108,12216|12215,1423|1424,12,NvWaQinGong,37-28,37,
1109,12218|12217,1415|1416,12,NvWaQinGong,37-29,37,
1110,12220|12219,1415|1416,12,NvWaQinGong,37-30,37,5:3000027:5
1111,12222|12221,1417|1418,12,DaJinZiTa,38-1,38,
1112,12224|12223,1419|1420,12,DaJinZiTa,38-2,38,
1113,12226|12225,1421|1422,12,DaJinZiTa,38-3,38,
1114,12228|12227,1423|1424,12,DaJinZiTa,38-4,38,
1115,12230|12229,1415|1416,12,DaJinZiTa,38-5,38,1:2:100
1116,12232|12231,1417|1418,12,DaJinZiTa,38-6,38,
1117,12234|12233,1419|1420,12,DaJinZiTa,38-7,38,
1118,12236|12235,1421|1422,12,DaJinZiTa,38-8,38,
1119,12238|12237,1425|1426,12,DaJinZiTa,38-9,38,
1120,12240|12239,1427|1428,12,DaJinZiTa,38-10,38,5:3000214:500
1121,12242|12241,1429|1430,12,DaJinZiTa,38-11,38,
1122,12244|12243,1431|1432,12,DaJinZiTa,38-12,38,
1123,12246|12245,1433|1434,12,DaJinZiTa,38-13,38,
1124,12248|12247,1425|1426,12,DaJinZiTa,38-14,38,
1125,12250|12249,1427|1428,12,DaJinZiTa,38-15,38,1:2:100
1126,12252|12251,1429|1430,12,DaJinZiTa,38-16,38,
1127,12254|12253,1431|1432,12,DaJinZiTa,38-17,38,
1128,12256|12255,1433|1434,12,DaJinZiTa,38-18,38,
1129,12258|12257,1425|1426,12,DaJinZiTa,38-19,38,
1130,12260|12259,1427|1428,12,DaJinZiTa,38-20,38,5:3000214:500
1131,12262|12261,1429|1430,12,DaJinZiTa,38-21,38,
1132,12264|12263,1431|1432,12,DaJinZiTa,38-22,38,
1133,12266|12265,1433|1434,12,DaJinZiTa,38-23,38,
1134,12268|12267,1425|1426,12,DaJinZiTa,38-24,38,
1135,12270|12269,1427|1428,12,DaJinZiTa,38-25,38,1:2:200
1136,12272|12271,1429|1430,12,DaJinZiTa,38-26,38,
1137,12274|12273,1431|1432,12,DaJinZiTa,38-27,38,
1138,12276|12275,1433|1434,12,DaJinZiTa,38-28,38,
1139,12278|12277,1435|1436,12,DaJinZiTa,38-29,38,
1140,12280|12279,1437|1438,12,DaJinZiTa,38-30,38,5:3000027:5
1141,12282|12281,1439|1440,12,ShenZhiXiaGu,39-1,39,
1142,12284|12283,1441|1442,12,ShenZhiXiaGu,39-2,39,
1143,12286|12285,1443|1444,12,ShenZhiXiaGu,39-3,39,
1144,12288|12287,1435|1436,12,ShenZhiXiaGu,39-4,39,
1145,12290|12289,1437|1438,12,ShenZhiXiaGu,39-5,39,1:2:100
1146,12292|12291,1439|1440,12,ShenZhiXiaGu,39-6,39,
1147,12294|12293,1441|1442,12,ShenZhiXiaGu,39-7,39,
1148,12296|12295,1443|1444,12,ShenZhiXiaGu,39-8,39,
1149,12298|12297,1435|1436,12,ShenZhiXiaGu,39-9,39,
1150,12300|12299,1437|1438,12,ShenZhiXiaGu,39-10,39,5:3000214:500
1151,12302|12301,1439|1440,12,ShenZhiXiaGu,39-11,39,
1152,12304|12303,1441|1442,12,ShenZhiXiaGu,39-12,39,
1153,12306|12305,1443|1444,12,ShenZhiXiaGu,39-13,39,
1154,12308|12307,1435|1436,12,ShenZhiXiaGu,39-14,39,
1155,12310|12309,1437|1438,12,ShenZhiXiaGu,39-15,39,1:2:100
1156,12312|12311,1439|1440,12,ShenZhiXiaGu,39-16,39,
1157,12314|12313,1441|1442,12,ShenZhiXiaGu,39-17,39,
1158,12316|12315,1443|1444,12,ShenZhiXiaGu,39-18,39,
1159,12318|12317,1445|1446,12,ShenZhiXiaGu,39-19,39,
1160,12320|12319,1447|1448,12,ShenZhiXiaGu,39-20,39,5:3000214:500
1161,12322|12321,1449|1450,12,ShenZhiXiaGu,39-21,39,
1162,12324|12323,1451|1452,12,ShenZhiXiaGu,39-22,39,
1163,12326|12325,1453|1454,12,ShenZhiXiaGu,39-23,39,
1164,12328|12327,1445|1446,12,ShenZhiXiaGu,39-24,39,
1165,12330|12329,1447|1448,12,ShenZhiXiaGu,39-25,39,1:2:200
1166,12332|12331,1449|1450,12,ShenZhiXiaGu,39-26,39,
1167,12334|12333,1451|1452,12,ShenZhiXiaGu,39-27,39,
1168,12336|12335,1453|1454,12,ShenZhiXiaGu,39-28,39,
1169,12338|12337,1445|1446,12,ShenZhiXiaGu,39-29,39,
1170,12340|12339,1447|1448,12,ShenZhiXiaGu,39-30,39,5:3000027:5
1171,12342|12341,1449|1450,12,XieShenCangShenChu,40-1,40,
1172,12344|12343,1451|1452,12,XieShenCangShenChu,40-2,40,
1173,12346|12345,1453|1454,12,XieShenCangShenChu,40-3,40,
1174,12348|12347,1445|1446,12,XieShenCangShenChu,40-4,40,
1175,12350|12349,1447|1448,12,XieShenCangShenChu,40-5,40,1:2:100
1176,12352|12351,1449|1450,12,XieShenCangShenChu,40-6,40,
1177,12354|12353,1451|1452,12,XieShenCangShenChu,40-7,40,
1178,12356|12355,1453|1454,12,XieShenCangShenChu,40-8,40,
1179,12358|12357,1455|1456,12,XieShenCangShenChu,40-9,40,
1180,12360|12359,1457|1458,12,XieShenCangShenChu,40-10,40,5:3000214:500
1181,12362|12361,1459|1460,12,XieShenCangShenChu,40-11,40,
1182,12364|12363,1461|1462,12,XieShenCangShenChu,40-12,40,
1183,12366|12365,1463|1464,12,XieShenCangShenChu,40-13,40,
1184,12368|12367,1455|1456,12,XieShenCangShenChu,40-14,40,
1185,12370|12369,1457|1458,12,XieShenCangShenChu,40-15,40,1:2:100
1186,12372|12371,1459|1460,12,XieShenCangShenChu,40-16,40,
1187,12374|12373,1461|1462,12,XieShenCangShenChu,40-17,40,
1188,12376|12375,1463|1464,12,XieShenCangShenChu,40-18,40,
1189,12378|12377,1455|1456,12,XieShenCangShenChu,40-19,40,
1190,12380|12379,1457|1458,12,XieShenCangShenChu,40-20,40,5:3000214:500
1191,12382|12381,1459|1460,12,XieShenCangShenChu,40-21,40,
1192,12384|12383,1461|1462,12,XieShenCangShenChu,40-22,40,
1193,12386|12385,1463|1464,12,XieShenCangShenChu,40-23,40,
1194,12388|12387,1455|1456,12,XieShenCangShenChu,40-24,40,
1195,12390|12389,1457|1458,12,XieShenCangShenChu,40-25,40,1:2:200
1196,12392|12391,1459|1460,12,XieShenCangShenChu,40-26,40,
1197,12394|12393,1461|1462,12,XieShenCangShenChu,40-27,40,
1198,12396|12395,1463|1464,12,XieShenCangShenChu,40-28,40,
1199,12398|12397,1465|1466,12,XieShenCangShenChu,40-29,40,
1200,12400|12399,1467|1468,12,XieShenCangShenChu,40-30,40,5:3000027:5
1201,12402|12401,1469|1470,12,ShenZhiXiaGu,41-1,41,
1202,12404|12403,1471|1472,12,ShenZhiXiaGu,41-2,41,
1203,12406|12405,1473|1474,12,ShenZhiXiaGu,41-3,41,
1204,12408|12407,1465|1466,12,ShenZhiXiaGu,41-4,41,
1205,12410|12409,1467|1468,12,ShenZhiXiaGu,41-5,41,1:2:100
1206,12412|12411,1469|1470,12,ShenZhiXiaGu,41-6,41,
1207,12414|12413,1471|1472,12,ShenZhiXiaGu,41-7,41,
1208,12416|12415,1473|1474,12,ShenZhiXiaGu,41-8,41,
1209,12418|12417,1465|1466,12,ShenZhiXiaGu,41-9,41,
1210,12420|12419,1467|1468,12,ShenZhiXiaGu,41-10,41,5:3000214:500
1211,12422|12421,1469|1470,12,ShenZhiXiaGu,41-11,41,
1212,12424|12423,1471|1472,12,ShenZhiXiaGu,41-12,41,
1213,12426|12425,1473|1474,12,ShenZhiXiaGu,41-13,41,
1214,12428|12427,1465|1466,12,ShenZhiXiaGu,41-14,41,
1215,12430|12429,1467|1468,12,ShenZhiXiaGu,41-15,41,1:2:100
1216,12432|12431,1469|1470,12,ShenZhiXiaGu,41-16,41,
1217,12434|12433,1471|1472,12,ShenZhiXiaGu,41-17,41,
