layer,reward,reward_first,normal_monster_npc_id_list,multi_npc_id_list_array[0],multi_npc_id_list_array[1],max_round,desc
389,1:1:137800,1:1:39900|1:4:10,3389|3389|3389|3389|3389|3389,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
390,1:1:138000|5:1000004:27,1:1:40000|1:4:10|5:3000009:3|5:3000008:3,3390|3390|3390|3390|3390|3390,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
391,1:1:138200,1:1:40100|1:4:10,3391|3391|3391|3391|3391|3391,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
392,1:1:138400,1:1:40200|1:4:10,3392|3392|3392|3392|3392|3392,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
393,1:1:138600,1:1:40300|1:4:10,3393|3393|3393|3393|3393|3393,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
394,1:1:138800,1:1:40400|1:4:10,3394|3394|3394|3394|3394|3394,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
395,1:1:139000,1:1:40500|1:4:10,3395|3395|3395|3395|3395|3395,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
396,1:1:139200,1:1:40600|1:4:10,3396|3396|3396|3396|3396|3396,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
397,1:1:139400,1:1:40700|1:4:10,3397|3397|3397|3397|3397|3397,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
398,1:1:139600,1:1:40800|1:4:10,3398|3398|3398|3398|3398|3398,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
399,1:1:139800,1:1:40900|1:4:10,3399|3399|3399|3399|3399|3399,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
400,1:1:140000|5:1000004:28,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3400|3400|3400|3400|3400|3400,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
401,1:1:140200,1:1:41000|1:4:10,3401|3401|3401|3401|3401|3401,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
402,1:1:140400,1:1:41000|1:4:10,3402|3402|3402|3402|3402|3402,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
403,1:1:140600,1:1:41000|1:4:10,3403|3403|3403|3403|3403|3403,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
404,1:1:140800,1:1:41000|1:4:10,3404|3404|3404|3404|3404|3404,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
405,1:1:141000,1:1:41000|1:4:10,3405|3405|3405|3405|3405|3405,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
406,1:1:141200,1:1:41000|1:4:10,3406|3406|3406|3406|3406|3406,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
407,1:1:141400,1:1:41000|1:4:10,3407|3407|3407|3407|3407|3407,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
408,1:1:141600,1:1:41000|1:4:10,3408|3408|3408|3408|3408|3408,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
409,1:1:141800,1:1:41000|1:4:10,3409|3409|3409|3409|3409|3409,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
410,1:1:142000|5:1000004:29,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3410|3410|3410|3410|3410|3410,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
411,1:1:142200,1:1:41000|1:4:10,3411|3411|3411|3411|3411|3411,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
412,1:1:142400,1:1:41000|1:4:10,3412|3412|3412|3412|3412|3412,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
413,1:1:142600,1:1:41000|1:4:10,3413|3413|3413|3413|3413|3413,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
414,1:1:142800,1:1:41000|1:4:10,3414|3414|3414|3414|3414|3414,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
415,1:1:143000,1:1:41000|1:4:10,3415|3415|3415|3415|3415|3415,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
416,1:1:143200,1:1:41000|1:4:10,3416|3416|3416|3416|3416|3416,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
417,1:1:143400,1:1:41000|1:4:10,3417|3417|3417|3417|3417|3417,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
418,1:1:143600,1:1:41000|1:4:10,3418|3418|3418|3418|3418|3418,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
419,1:1:143800,1:1:41000|1:4:10,3419|3419|3419|3419|3419|3419,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
420,1:1:144000|5:1000004:30,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3420|3420|3420|3420|3420|3420,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
421,1:1:144200,1:1:41000|1:4:10,3421|3421|3421|3421|3421|3421,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
422,1:1:144400,1:1:41000|1:4:10,3422|3422|3422|3422|3422|3422,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
423,1:1:144600,1:1:41000|1:4:10,3423|3423|3423|3423|3423|3423,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
424,1:1:144800,1:1:41000|1:4:10,3424|3424|3424|3424|3424|3424,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
425,1:1:145000,1:1:41000|1:4:10,3425|3425|3425|3425|3425|3425,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
426,1:1:145200,1:1:41000|1:4:10,3426|3426|3426|3426|3426|3426,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
427,1:1:145400,1:1:41000|1:4:10,3427|3427|3427|3427|3427|3427,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
428,1:1:145600,1:1:41000|1:4:10,3428|3428|3428|3428|3428|3428,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
429,1:1:145800,1:1:41000|1:4:10,3429|3429|3429|3429|3429|3429,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
430,1:1:146000|5:1000004:31,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3430|3430|3430|3430|3430|3430,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
431,1:1:146200,1:1:41000|1:4:10,3431|3431|3431|3431|3431|3431,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
432,1:1:146400,1:1:41000|1:4:10,3432|3432|3432|3432|3432|3432,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
433,1:1:146600,1:1:41000|1:4:10,3433|3433|3433|3433|3433|3433,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
434,1:1:146800,1:1:41000|1:4:10,3434|3434|3434|3434|3434|3434,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
435,1:1:147000,1:1:41000|1:4:10,3435|3435|3435|3435|3435|3435,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
436,1:1:147200,1:1:41000|1:4:10,3436|3436|3436|3436|3436|3436,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
437,1:1:147400,1:1:41000|1:4:10,3437|3437|3437|3437|3437|3437,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
438,1:1:147600,1:1:41000|1:4:10,3438|3438|3438|3438|3438|3438,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
439,1:1:147800,1:1:41000|1:4:10,3439|3439|3439|3439|3439|3439,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
440,1:1:148000|5:1000004:32,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3440|3440|3440|3440|3440|3440,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
441,1:1:148200,1:1:41000|1:4:10,3441|3441|3441|3441|3441|3441,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
442,1:1:148400,1:1:41000|1:4:10,3442|3442|3442|3442|3442|3442,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
443,1:1:148600,1:1:41000|1:4:10,3443|3443|3443|3443|3443|3443,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
444,1:1:148800,1:1:41000|1:4:10,3444|3444|3444|3444|3444|3444,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
445,1:1:149000,1:1:41000|1:4:10,3445|3445|3445|3445|3445|3445,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
446,1:1:149200,1:1:41000|1:4:10,3446|3446|3446|3446|3446|3446,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
447,1:1:149400,1:1:41000|1:4:10,3447|3447|3447|3447|3447|3447,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
448,1:1:149600,1:1:41000|1:4:10,3448|3448|3448|3448|3448|3448,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
449,1:1:149800,1:1:41000|1:4:10,3449|3449|3449|3449|3449|3449,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
450,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3450|3450|3450|3450|3450|3450,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
451,1:1:150000,1:1:41000|1:4:10,3451|3451|3451|3451|3451|3451,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
452,1:1:150000,1:1:41000|1:4:10,3452|3452|3452|3452|3452|3452,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
453,1:1:150000,1:1:41000|1:4:10,3453|3453|3453|3453|3453|3453,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
454,1:1:150000,1:1:41000|1:4:10,3454|3454|3454|3454|3454|3454,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
455,1:1:150000,1:1:41000|1:4:10,3455|3455|3455|3455|3455|3455,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
456,1:1:150000,1:1:41000|1:4:10,3456|3456|3456|3456|3456|3456,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
457,1:1:150000,1:1:41000|1:4:10,3457|3457|3457|3457|3457|3457,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
458,1:1:150000,1:1:41000|1:4:10,3458|3458|3458|3458|3458|3458,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
459,1:1:150000,1:1:41000|1:4:10,3459|3459|3459|3459|3459|3459,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
460,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3460|3460|3460|3460|3460|3460,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
461,1:1:150000,1:1:41000|1:4:10,3461|3461|3461|3461|3461|3461,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
462,1:1:150000,1:1:41000|1:4:10,3462|3462|3462|3462|3462|3462,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
463,1:1:150000,1:1:41000|1:4:10,3463|3463|3463|3463|3463|3463,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
464,1:1:150000,1:1:41000|1:4:10,3464|3464|3464|3464|3464|3464,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
465,1:1:150000,1:1:41000|1:4:10,3465|3465|3465|3465|3465|3465,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
466,1:1:150000,1:1:41000|1:4:10,3466|3466|3466|3466|3466|3466,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
467,1:1:150000,1:1:41000|1:4:10,3467|3467|3467|3467|3467|3467,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
468,1:1:150000,1:1:41000|1:4:10,3468|3468|3468|3468|3468|3468,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
469,1:1:150000,1:1:41000|1:4:10,3469|3469|3469|3469|3469|3469,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
470,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3470|3470|3470|3470|3470|3470,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
471,1:1:150000,1:1:41000|1:4:10,3471|3471|3471|3471|3471|3471,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
472,1:1:150000,1:1:41000|1:4:10,3472|3472|3472|3472|3472|3472,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
473,1:1:150000,1:1:41000|1:4:10,3473|3473|3473|3473|3473|3473,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
474,1:1:150000,1:1:41000|1:4:10,3474|3474|3474|3474|3474|3474,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
475,1:1:150000,1:1:41000|1:4:10,3475|3475|3475|3475|3475|3475,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
476,1:1:150000,1:1:41000|1:4:10,3476|3476|3476|3476|3476|3476,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
477,1:1:150000,1:1:41000|1:4:10,3477|3477|3477|3477|3477|3477,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
478,1:1:150000,1:1:41000|1:4:10,3478|3478|3478|3478|3478|3478,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
479,1:1:150000,1:1:41000|1:4:10,3479|3479|3479|3479|3479|3479,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
480,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3480|3480|3480|3480|3480|3480,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
481,1:1:150000,1:1:41000|1:4:10,3481|3481|3481|3481|3481|3481,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
482,1:1:150000,1:1:41000|1:4:10,3482|3482|3482|3482|3482|3482,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
483,1:1:150000,1:1:41000|1:4:10,3483|3483|3483|3483|3483|3483,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
484,1:1:150000,1:1:41000|1:4:10,3484|3484|3484|3484|3484|3484,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
485,1:1:150000,1:1:41000|1:4:10,3485|3485|3485|3485|3485|3485,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
486,1:1:150000,1:1:41000|1:4:10,3486|3486|3486|3486|3486|3486,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
487,1:1:150000,1:1:41000|1:4:10,3487|3487|3487|3487|3487|3487,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
488,1:1:150000,1:1:41000|1:4:10,3488|3488|3488|3488|3488|3488,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
489,1:1:150000,1:1:41000|1:4:10,3489|3489|3489|3489|3489|3489,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
490,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3490|3490|3490|3490|3490|3490,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
491,1:1:150000,1:1:41000|1:4:10,3491|3491|3491|3491|3491|3491,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
492,1:1:150000,1:1:41000|1:4:10,3492|3492|3492|3492|3492|3492,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
493,1:1:150000,1:1:41000|1:4:10,3493|3493|3493|3493|3493|3493,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
494,1:1:150000,1:1:41000|1:4:10,3494|3494|3494|3494|3494|3494,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
495,1:1:150000,1:1:41000|1:4:10,3495|3495|3495|3495|3495|3495,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
496,1:1:150000,1:1:41000|1:4:10,3496|3496|3496|3496|3496|3496,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
497,1:1:150000,1:1:41000|1:4:10,3497|3497|3497|3497|3497|3497,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
498,1:1:150000,1:1:41000|1:4:10,3498|3498|3498|3498|3498|3498,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
499,1:1:150000,1:1:41000|1:4:10,3499|3499|3499|3499|3499|3499,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
500,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3500|3500|3500|3500|3500|3500,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
501,1:1:150000,1:1:41000|1:4:10,3501|3501|3501|3501|3501|3501,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
502,1:1:150000,1:1:41000|1:4:10,3502|3502|3502|3502|3502|3502,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
503,1:1:150000,1:1:41000|1:4:10,3503|3503|3503|3503|3503|3503,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
504,1:1:150000,1:1:41000|1:4:10,3504|3504|3504|3504|3504|3504,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
505,1:1:150000,1:1:41000|1:4:10,3505|3505|3505|3505|3505|3505,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
506,1:1:150000,1:1:41000|1:4:10,3506|3506|3506|3506|3506|3506,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
507,1:1:150000,1:1:41000|1:4:10,3507|3507|3507|3507|3507|3507,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
508,1:1:150000,1:1:41000|1:4:10,3508|3508|3508|3508|3508|3508,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
509,1:1:150000,1:1:41000|1:4:10,3509|3509|3509|3509|3509|3509,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
510,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3510|3510|3510|3510|3510|3510,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
511,1:1:150000,1:1:41000|1:4:10,3511|3511|3511|3511|3511|3511,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
512,1:1:150000,1:1:41000|1:4:10,3512|3512|3512|3512|3512|3512,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
513,1:1:150000,1:1:41000|1:4:10,3513|3513|3513|3513|3513|3513,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
514,1:1:150000,1:1:41000|1:4:10,3514|3514|3514|3514|3514|3514,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
515,1:1:150000,1:1:41000|1:4:10,3515|3515|3515|3515|3515|3515,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
516,1:1:150000,1:1:41000|1:4:10,3516|3516|3516|3516|3516|3516,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
517,1:1:150000,1:1:41000|1:4:10,3517|3517|3517|3517|3517|3517,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
518,1:1:150000,1:1:41000|1:4:10,3518|3518|3518|3518|3518|3518,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
519,1:1:150000,1:1:41000|1:4:10,3519|3519|3519|3519|3519|3519,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
520,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3520|3520|3520|3520|3520|3520,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
521,1:1:150000,1:1:41000|1:4:10,3521|3521|3521|3521|3521|3521,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
522,1:1:150000,1:1:41000|1:4:10,3522|3522|3522|3522|3522|3522,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
523,1:1:150000,1:1:41000|1:4:10,3523|3523|3523|3523|3523|3523,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
524,1:1:150000,1:1:41000|1:4:10,3524|3524|3524|3524|3524|3524,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
525,1:1:150000,1:1:41000|1:4:10,3525|3525|3525|3525|3525|3525,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
526,1:1:150000,1:1:41000|1:4:10,3526|3526|3526|3526|3526|3526,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
527,1:1:150000,1:1:41000|1:4:10,3527|3527|3527|3527|3527|3527,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
528,1:1:150000,1:1:41000|1:4:10,3528|3528|3528|3528|3528|3528,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
529,1:1:150000,1:1:41000|1:4:10,3529|3529|3529|3529|3529|3529,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
530,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3530|3530|3530|3530|3530|3530,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
531,1:1:150000,1:1:41000|1:4:10,3531|3531|3531|3531|3531|3531,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
532,1:1:150000,1:1:41000|1:4:10,3532|3532|3532|3532|3532|3532,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
533,1:1:150000,1:1:41000|1:4:10,3533|3533|3533|3533|3533|3533,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
534,1:1:150000,1:1:41000|1:4:10,3534|3534|3534|3534|3534|3534,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
535,1:1:150000,1:1:41000|1:4:10,3535|3535|3535|3535|3535|3535,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
536,1:1:150000,1:1:41000|1:4:10,3536|3536|3536|3536|3536|3536,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
537,1:1:150000,1:1:41000|1:4:10,3537|3537|3537|3537|3537|3537,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
538,1:1:150000,1:1:41000|1:4:10,3538|3538|3538|3538|3538|3538,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
539,1:1:150000,1:1:41000|1:4:10,3539|3539|3539|3539|3539|3539,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
540,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3540|3540|3540|3540|3540|3540,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
541,1:1:150000,1:1:41000|1:4:10,3541|3541|3541|3541|3541|3541,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
542,1:1:150000,1:1:41000|1:4:10,3542|3542|3542|3542|3542|3542,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
543,1:1:150000,1:1:41000|1:4:10,3543|3543|3543|3543|3543|3543,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
544,1:1:150000,1:1:41000|1:4:10,3544|3544|3544|3544|3544|3544,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
545,1:1:150000,1:1:41000|1:4:10,3545|3545|3545|3545|3545|3545,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
546,1:1:150000,1:1:41000|1:4:10,3546|3546|3546|3546|3546|3546,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
547,1:1:150000,1:1:41000|1:4:10,3547|3547|3547|3547|3547|3547,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
548,1:1:150000,1:1:41000|1:4:10,3548|3548|3548|3548|3548|3548,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
549,1:1:150000,1:1:41000|1:4:10,3549|3549|3549|3549|3549|3549,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
550,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:3|5:3000008:3,3550|3550|3550|3550|3550|3550,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
551,1:1:150000,1:1:41000|1:4:10,3551|3551|3551|3551|3551|3551,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
552,1:1:150000,1:1:41000|1:4:10,3552|3552|3552|3552|3552|3552,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
553,1:1:150000,1:1:41000|1:4:10,3553|3553|3553|3553|3553|3553,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
554,1:1:150000,1:1:41000|1:4:10,3554|3554|3554|3554|3554|3554,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
555,1:1:150000,1:1:41000|1:4:10,3555|3555|3555|3555|3555|3555,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
556,1:1:150000,1:1:41000|1:4:10,3556|3556|3556|3556|3556|3556,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
557,1:1:150000,1:1:41000|1:4:10,3557|3557|3557|3557|3557|3557,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
558,1:1:150000,1:1:41000|1:4:10,3558|3558|3558|3558|3558|3558,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
559,1:1:150000,1:1:41000|1:4:10,3559|3559|3559|3559|3559|3559,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
560,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3560|3560|3560|3560|3560|3560,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
561,1:1:150000,1:1:41000|1:4:10,3561|3561|3561|3561|3561|3561,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
562,1:1:150000,1:1:41000|1:4:10,3562|3562|3562|3562|3562|3562,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
563,1:1:150000,1:1:41000|1:4:10,3563|3563|3563|3563|3563|3563,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
564,1:1:150000,1:1:41000|1:4:10,3564|3564|3564|3564|3564|3564,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
565,1:1:150000,1:1:41000|1:4:10,3565|3565|3565|3565|3565|3565,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
566,1:1:150000,1:1:41000|1:4:10,3566|3566|3566|3566|3566|3566,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
567,1:1:150000,1:1:41000|1:4:10,3567|3567|3567|3567|3567|3567,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
568,1:1:150000,1:1:41000|1:4:10,3568|3568|3568|3568|3568|3568,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
569,1:1:150000,1:1:41000|1:4:10,3569|3569|3569|3569|3569|3569,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
570,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3570|3570|3570|3570|3570|3570,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
571,1:1:150000,1:1:41000|1:4:10,3571|3571|3571|3571|3571|3571,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
572,1:1:150000,1:1:41000|1:4:10,3572|3572|3572|3572|3572|3572,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
573,1:1:150000,1:1:41000|1:4:10,3573|3573|3573|3573|3573|3573,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
574,1:1:150000,1:1:41000|1:4:10,3574|3574|3574|3574|3574|3574,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
575,1:1:150000,1:1:41000|1:4:10,3575|3575|3575|3575|3575|3575,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
576,1:1:150000,1:1:41000|1:4:10,3576|3576|3576|3576|3576|3576,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
577,1:1:150000,1:1:41000|1:4:10,3577|3577|3577|3577|3577|3577,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
578,1:1:150000,1:1:41000|1:4:10,3578|3578|3578|3578|3578|3578,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
579,1:1:150000,1:1:41000|1:4:10,3579|3579|3579|3579|3579|3579,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
