idx,skin_id,state,girl_dialog,switch_1,switch_2,girl_dialog_after_switch1,girl_dialog_after_switch2,sound,sound_after_switch1,sound_after_switch2,award,favorability
204,102020000,1,多彩的音乐和美妙的诗词，你更喜欢哪种艺术呢？,音乐。,诗词。,音乐是一首歌曲的灵魂呐，有兴趣静静听我演唱一段吗？,诗词总是能很好地传达人们的情感，要看看我新写的作品吗？,,,,,10
205,102020000,1,多彩的音乐和美妙的诗词，你更喜欢哪种艺术呢？,音乐。,诗词。,音乐是一首歌曲的灵魂呐，有兴趣静静听我演唱一段吗？,诗词总是能很好地传达人们的情感，要看看我新写的作品吗？,,,,,10
206,102058000,1,哼哼……咱闻到了喜欢的东西呢！你带了小鱼干对吧？！,你鼻子可真灵……,没……没带啊！,如果你愿意和咱换的话，咱就送你一件意想不到的礼物喵！,哎呀呀呀，你可真是个不会说谎的人呢！不给我的话我就要挠你啦！,,,,,10
207,102058000,5,人类不管见到什么妖怪……都会害怕吗？,可爱的不会！,多少会有一点……,呀！！你在说我很可爱喵？是吧？！一定是这样的吧！！,哼哼哼……我今天晚上就会偷偷潜进你的卧室把你吃掉，小心喵……,,,,,10
208,102058000,5,喂喂！人类都喜欢称自己是喵咪的主人吗？主人这个词是什么意思？,朋友的代称,恋人的代称,真的？！咱下次请你去参加动物妖怪朋友们的聚会怎么样？！,喵……是那种让人脸红心跳的羞羞的关系吗……你可真是直接喵……,,,,,10
209,102058000,3,耳朵和尾巴可是难得一见的宝贝呐！想摸摸看吗？,想要摸一下！,哼，不想。,哎呀呀，如果你肯用小鱼干来交换的话，那就让你摸一下喵！,没想到竟然有人能忍住咱的毛茸茸诱惑攻击！你真的是人类喵？！,,,,,10
210,102058000,2,呐……不管是神还是人，看上去都有自私的一面喵。,并非如此。,的确如此……,真的吗？虽然咱在变成妖怪前，确实也见过不少好人喵……,唉……有小鱼干却不懂得分享给朋友，是多么遗憾的事情喵……,,,,,10
211,102058000,1,作为妖怪喵，你觉得我的力量强大吗？,很强大！,你自我感觉呢？,是吗？！哼哼！我一定会成为你最可靠的战友喵！！,我感觉自己很强大了喵！那么大的石头只要一喵爪就能击碎了呢！,,,,,10
212,102002000,4,没想到，曾经作为最强神明之一的我，也会如凡人般失去力量……,你想取回力量吗？,或许命运如此……,我一定要和你一起结束这场浩劫，取回原本属于我自己的神权！,我也应该感谢这命运吧，如果不是这样，我也不会与你相遇了……,,,,,10
213,102002000,1,你喜欢冲浪吗？,我很擅长冲浪！,呃，我遇水即沉。,是吗？我还从来没见过能赢我的人类，有机会一定要和你较量较量！,要我来教你冲浪吗？我会好好抱紧你的，至少你不用担心一沉到底……,,,,,10
214,102002000,2,这场神明间的战争究竟什么时候才会结束呢……,我也不知道……,我会尽快结束它！,在奥林匹斯众神的那个年代，战争就没有尽头，但我早已厌倦……,如果真的有战争结束的一天，我就带你一块回海底宫殿生活怎么样？,,,,,10
215,102063000,1,在所有的花卉中，我格外喜欢荷花，你呢？,嗯，我也很喜欢。,感觉有些平凡……,荷花生于污泥却一尘不染，如同这个灾难不断的世界中诞生的正义一样。,平凡其实是一种伟大，我们原本都是凡人，却因自己的信念而胜过神明。,,,,,10
216,102063000,2,你怎么看待亲人之间的血缘关系，你认为血缘真的那么重要吗？,我想或许是的。,我认为并不是。,没错，血缘是家族的传承，即使再脆弱，这也是一种不可斩断的羁绊与命运。,或许你是正确的吧，至少我们之间的羁绊证明了这一点。,,,,,10
217,102063000,2,不仅仅是我自己，我也会背负整个大韩神系的使命，就和巫女巴里一样。,我始终支持你。,这并不容易。,我明白，从一开始，你和我的命运就始终连在一起，只要你在我就无所畏惧。,巴里在这个世界神力比我弱很多，但她依旧不放弃与末日抗争，我岂能在此退却？,,,,,10
218,102063000,2,这场浩劫毁灭了多少家庭，又让多少父母与孩子失散异地……,悲伤并没有意义。,灾难必有终结。,嗯，你说得没错，悲伤应当化为阻止灾难的力量，而非恐惧末日的枷锁。,末日的结束或许还要很久吧，希望我们能够挽回更多的生命。,,,,,10
219,102063000,3,我其实想了很久，我和你究竟应该是怎样的关系……,嗯……同伴？,嗯……家人？,只是同伴么？我……我觉得你对我的感情似乎没有这么单纯呢……,那个……家人也有很多种，例如长辈、恋人等等……我们应该算是哪类呢？,,,,,10
220,102063000,1,你相信神明真的能够回应人们的祈祷，帮助人们脱离困境吗？,我相信。,恐怕不见得。,我曾经认为这只是一种安慰，直到我被召唤到这个世界上，自己成为神明为止。,是啊，也有不少麻烦是神明弄出来，最后由人类解决的呢！,,,,,10
221,102059000,5,嗯……似乎在所有的同伴中，只有我成功被召唤到这个世界了……,你的同伴很多吗？,再召唤一次如何？,是啊，我的同伴还有十一个，不过她们好像被某种不同时空的力量封印住了。,你这么做没啥意义，因为我的同伴中并不是所有人都像我这么能打……,,,,,10
222,102059000,2,你问我怎么看这场世界末日带来的灾难？其实我不太关心这些啦……,可你回应了召唤。,你可真单纯……,哼哼……其实我只是冲着有架可打才回应你的喔！,其实在被召唤来这里之前，我每天的生活都很单纯，因为只要把贡品吃光就行啦！,,,,,10
223,102059000,3,啊……你的名字可真难记……每次都要想很久才能记起来！,牛记性都这样么……,叫我指挥官就好！,那得看记什么东西啦！如果是好吃的美食，我能把整本菜谱都记下来！,这样太没亲近感啦！人家可不希望在约会的时候叫这么没情调的称呼呢！,,,,,10
224,102059000,1,你知道米诺陶洛斯么？你觉得我和她较量的话，谁的力气比较大？,毫无疑问是你。,呃，我不想回答……,哎呀……是么？可力气太大的话，会不会太没有女孩子的气质了……？,哟……你好像在质疑我的力量？要不要今晚来我的房间……和我比试比试？,,,,,10
225,102059000,1,你问我的神力从何而来？据我所知道的来看，似乎源于人们的信仰？,这么神奇么？,总感觉不是这样……,信仰确实是可以汇聚成神力的呢！强大的神明不也是这样才诞生的吗？,怎么会！看看你的同伴，你就是他们的信仰，这种信仰的力量可是无人能挡的呢！,,,,,10
226,102030000,3,嗯……我其实想知道当初你第一次召唤天使时，看到我之后的感受？,惊喜？,慌张？,人类尝试新事物的时候总是伴随着一丝喜悦和一丝害怕，在天使看来其实挺有趣的。,所幸回应你召唤的是我，而不是米迦勒或是路西法之类的，不然你就有苦头吃了……,,,,,10
227,102030000,3,嗯……我其实想知道当初你第一次召唤天使时，看到我之后的感受？,惊喜？,慌张？,人类尝试新事物的时候总是伴随着一丝喜悦和一丝害怕，在天使看来其实挺有趣的。,所幸回应你召唤的是我，而不是米迦勒或是路西法之类的，不然你就有苦头吃了……,,,,,10
228,102061000,1,啊……身为鱼类这个种族，陆地上的生活让人家很不适应呢！,太炎热吗？,过于干燥？,是啊，就算我穿泳装在沙滩上走过的时候，也能感到无数炽热的目光呢！,也算是吧，但我可不奢求在这个魔物横行的时代，每天都能洗上热水澡。,,,,,10
229,102061000,4,当我能化身为人形的时候，还挺担心自己的身材是不是会太胖呢！,其实你身材很棒！,好像确实有点……,哎呀……看来你比我想象中更懂怎么让女孩子开心呢……这话不是对谁都可以说的喔！,不会吧！你是在开玩笑的吧？！如果是真的话我今天就开始减肥！今天就开始！,,,,,10
230,102061000,3,有兴趣陪我晒晒太阳吗？,有！,我恐怕没空……,那么一会儿见！我知道一个非常不错的海滩，可以好好享受一下二人时光呢！,哼哼……是和其他的女孩子有约会吗？看来我来迟一步了呢……,,,,,10
231,102061000,2,战争是最愚蠢的一种行为了……无论哪里只要一开战，生灵都要遭殃。,我也这么认为。,战争是和平之母。,所以尽快结束这场战争是很重要的事情，我一定会尽全力帮你！,或许我们妖怪的想法比较单纯吧，我并不理解你说这句话的内涵……,,,,,10
232,102061000,1,嗯……你觉得神与妖怪有何不同呢？,我也不知道……,我认为没有区别。,不知道就别想啦！至少我更愿意当妖怪，因为从来都不用像神那样担心那么多麻烦事！,呼……我也这么想，大家都是从平凡之身不断磨练，从而获取强大的力量罢了。,,,,,10
233,102060000,2,爱情是世界上最神秘的存在，很多战争开始于它，也结束于它……,你说得没错。,我很难认同。,希腊众神当年指使的特洛伊战争，在凡人看来不也是因为一场爱情的缘故吗？,当你有了心上人，且愿意为她对抗这个世界的时候，或许你才能明白吧……,,,,,10
234,102060000,1,你喜欢猫这种动物么？你觉得猫的性格怎么样？,高傲？,乖巧？,的确，猫看似优雅温顺，但自尊心丝毫不逊于那些猛兽，惹恼它们可就大事不妙了。,看来你很懂得如何取得这些小家伙的认同呢，能让它们变得乖巧可不是容易事！,,,,,10
235,102060000,2,坦白地说，我并不反感战争，它带来了破坏和杀戮，但也带来了勇气与荣耀。,我也这么认为。,战争过于残酷了。,是啊，人们只看见战争灰暗的一面，却很少看到鲜血与刀锋背后的高尚与圣洁。,人终有一死，北欧的战士们很多都宁愿光荣地为理想而牺牲，而非平庸地度过一世。,,,,,10
236,102060000,2,战争或许会让自然遭受短暂的痛楚，但却能让新生的生命重新焕发光芒。,这是一种重生。,但战争代价很大。,生与死都是一种轮回，命运也是，爱情也是，战争更是，万事万物都是无常的。,其实战争的代价会让人们更珍惜来之不易的和平，不是吗？,,,,,10
237,102060000,2,神明与人类的最大区别是勇气与责任感，你不这么认为吗？,我也这么想。,我认为是实力。,所以并非什么人都能成为众神的统治者，毕竟统治者所要背负的责任难以言喻。,你说的其实没错，如果你仔细观察，会发现实力强大的人往往也是勇敢而负责的存在。,,,,,10
238,102060000,2,带领战死的北欧英雄们去往英灵殿，这是一种使命，也是一种艺术。,这职责很神圣。,我有资格去吗？,是的，无论是我还是英灵殿的女武神们都以此为自己的荣耀！,目前没有，至少你在战场上英勇牺牲前不行，但……我可不希望看到这一天的到来……,,,,,10
239,102042000,1,礼物其实是很神圣的东西呢，你觉得礼物能够给人们带来什么？,希望？,喜悦？,是啊，没有比在失落或伤心之时，收到一份温暖的爱更让人振奋的事情了。,的确如此，我没见过有哪个孩子，在见到一大堆的糖果后不开心到满地打滚的。,,,,,10
240,102042000,1,我其实并不认为神明和人类在身份上应该有高低之别，你觉得呢？,我同意你的看法。,我不是很认同。,所以，不管你是凡人还是神明，我们都不必过于拘谨地对待彼此，你说呢？,对于我来说没什么区别，因为在我送礼物时，可不会因为身份的高低而偏心喔！,,,,,10
241,102042000,1,我其实挺喜欢小孩子的，他们总会用天真单纯的心思去面对事物。,单纯未必是好事。,天真一些也挺好。,我倒觉得想太多烦恼也多，在这个末日降临的世界，或许单纯地过好每一天也不错。,一点没错！孩子们从来不去想明天会不会就是世界末日，他们总是乐观看待一切。,,,,,10
242,102042000,1,呵……对于这个战争四起的末日，或许和平就是最好的礼物了吧？,我必将结束战争！,和平并不容易……,我可以感受到你的决心，如果你真的能做到，我就送你一件全世界最珍贵的礼物。,不用过于悲观，和平总是诞生在人们的希望和期待中，哪怕降临的很慢……,,,,,10
243,102042000,3,你有想要的礼物吗？圣诞节的时候要不要我送你一个惊喜？,嗯，甜美的爱情？,哼！强大的力量！,啊啦……你……你的意思是想让我把自己当作礼物送给你吗？,满足你啦！只要让我每次和你一起出战，就已经是最强大的组合了呢!,,,,,10
244,102042000,5,其实，礼物送出去前，我自己也不知道礼物袋子里拿出来的会是什么东西……,神秘一点也不错！,我忽然有点慌……,就是这样！满怀期待地享受在拆开礼物盒前的那份惊喜，也是一种乐趣！,啊啦……你的表情让我很想欺负一下呢！猜猜看，这个盒子里是什么恶作剧……？,,,,,10
245,102067000,3,你对小兔子感兴趣吗……？,是的！,一般般吧。,那么你要不要养养看？！我在月宫养了几百只，正愁一个人照顾不过来呢！,不会吧！竟然会有人对毛茸茸的小可爱不动心？！这可真让我意外！,,,,,10
246,102067000,1,你觉得这个世界变化大吗？没想到几千年来发生了这么多有趣的事！,变化的确不小。,呃……我不清楚。,看来从月宫回来的选择是正确的呢！我早就想大闹一番了！,哎？！这样吗？不过也是，你好象只活了十多年而已……,,,,,10
247,102067000,2,你问我怎么看待战争？我是个和平主义者，不过你似乎是个……好战分子？,并非如此。,是的！你没猜错！,哎？不是吗？不过虽然你作战勇猛，却能让我从心里面感受到一种温柔。,我虽然不喜欢和人争斗，不过战争在我看来，至少比一个人在月宫修行要有意思。,,,,,10
248,102067000,3,即使在月宫修行的千年时间里，我有时也会怀念自己和同伴们过去的生活……,回忆是一种动力。,我很少怀念过去。,确实，每次我想到自己能够回到她们身边时，修行好像也变得不那么枯燥了……,看来你对未来会发生什么更感兴趣，这点上倒是和我很像呢……,,,,,10
249,102067000,5,说起来，你知道我的身世吗？几千年的修行，让我早已忘了自己的过去。,我也不大知道……,我读过你的传说。,嗯，算了，我在这个世界的传说现在才要真正开始呢！,哎？！原来几千年后，人们已经把我当成这么传奇的存在了吗？！,,,,,10
250,102067000,4,月宫修行时每天只有成群的兔子相伴，一个说话的人也没有，很是无趣呢……,要我陪你聊聊么？,其实你很健谈……,哎？！可以吗？！如果你方便的话今晚能来我的房间么？！我有很多话想和你说……,那个……其实我不是对谁都这么多话……因为没有多少人愿意听我长篇大论……,,,,,10
251,102068000,5,敢找我搭话，你难道不畏惧我吗？,多少还是有点。,哈哈，并不。,勇气可嘉，还好我今日心情不错，以后可不要随随便便去和危险的人去搭话。,看来自身有力量说话就是硬气，我这么强大的气场都劝退不了你。,,,,,10
252,102068000,4,战斗中的修罗场对于我不过小场面，感情中的修罗场才是真正的磨炼！,莫非你遇到过？,你也有害怕的事呢。,我倒没有，但是我却窥探过很多凡人们的曲折感情经历，从而有感而发。,哈哈，我的软肋可不能乱和别人说哦，只能作为我们两人的秘密。,,,,,10
253,102068000,1,我可是会千变万化的，啥时候惹我不高兴了，就变化一个吓吓你！,别别别！,哼，我才不怕呢。,知道怕啦？知道怕就好，可得想着法让我开心了。,嘿，还傲娇起来了，可别到时候把你吓哭了，我可不忍心你哭呢。,,,,,10
254,102068000,3,我这恐怖的外表下，潜藏着特别的灵魂。,恐怖的灵魂？,你外表可迷人了。,你咋这么会开玩笑呢，小心我这恐怖的灵魂这就把你吃了。,哇！你平时也这样吗？这么会说话，以后我可得用新的姿态跟你说话了。,,,,,10
255,102068000,1,你应该也爱美食的，啥时候尝尝我做的，这方面我可是拿手的。,害怕起来了。,迫不及待了。,害怕啥，人不能貌相，你被刻板印象束缚了，来尝一下改变你的想法。,看在你如此信任我的份上，就看我为你收集天地之精华，为你烹饪一顿绝世佳肴。,,,,,10
256,102068000,2,有时心中也会感慨万千，从前无人倾诉，还好遇见了你。,我也感到幸运。,相见恨晚的感觉。,果然真正的感情都是双向奔赴的，以后你有啥苦恼也要告诉我呀，可不能瞒着。,在宇宙中、在神明的观念里，这段等待的时间不过沧海之一粟，遇见了终归是值得！,,,,,10
257,102065000,2,相比于看着残酷的现实，我更愿意与镜中的自己度过每日的时光……,现实并非如此。,至少你并不孤单,你说的也对……我们和你在一起的这段时间，确实体验到了不曾有过的温暖……,嘻嘻……你的意思是自己一个人感到寂寞了？那么……今晚要我们陪你吗？,,,,,10
258,102065000,2,每个人的心中，都有另一个截然相反的自己，你能感觉到吗？,没什么感觉……,嗯！我也有同感！,这样吗？或许只是你内心的另一个自己还未觉醒而已吧？,她是什么样的人呢？会是你的知己吗？还是说……会是你的敌人呢？,,,,,10
259,102065000,2,你在我的这面镜子中，看到了什么？,另一个你？,似乎空空如也？,很少人能看见我镜中的另一个身影……看来这也是你我命运交织的证明……,喔？是吗？相对于你的谎言，你的表情可是很诚实呢……嘻嘻……,,,,,10
260,102065000,3,你喜欢穿黑色衣服的我，还是白色的？,我喜欢黑色。,我喜欢白色。,啊啦……黑色代表着神秘与性感，原来你喜欢成熟而有魅力的女孩子呢……,嗯……白色代表着纯洁和温柔，看来你喜欢清纯可爱的女孩子呀！,,,,,10
261,102065000,4,我时常也会苦恼，我和镜子里的自己，到底哪一个才是真实的我？,或许两个都是？,感觉没什么意义……,我也这么想，但有时候我们心意相通，有时候却同床异梦呢……,或许确实没什么意义，毕竟我们都是真实存在的，何必分出彼此呢？,,,,,10
262,102069000,2,你怎么看待战争的意义？,战争带来毁灭……,战争带来荣耀！,是的，不管你是否相信，虽然我司掌战争，但却是最期待和平降临的神明。,确实如此，但这种荣耀却建立在杀戮与死亡之上，有些让我难以接受……,,,,,10
263,102069000,1,希腊的主神，宙斯与赫拉二人，你更欣赏哪一位呢？,嗯……赫拉大人吧。,应该是宙斯大人。,如果她能够收敛几分嫉妒，增添几分谦逊与智慧的话，或许会更有魅力。,呵呵……从某些兴趣与爱好上来说，你和宙斯大人的确有很多相似之处呢……,,,,,10
264,102069000,5,面对即将到来的战斗，你认为军队的实力和精妙的策略哪个更重要？,军队的实力。,精妙的策略。,嗯，看来你也认为利用强大的战斗力正面进攻，反而是最合适的策略……,看来和我所想的一样，你也是一位擅长以头脑制胜的指挥者。,,,,,10
265,102069000,2,你觉得这场神明之间的战争浩劫，会是某个幕后黑手所为吗？,我确实这么认为。,或许你多心了吧？,如果确实如此，那这场世界末日恐怕会比我们想象中麻烦很多。,我会继续调查这件事的真相，毕竟还有太多让人想不通的疑点和巧合。,,,,,10
266,102069000,3,我并非命运女神，但依旧有很多人类渴望来我这里倾听自己的未来。,其实我也想听听。,眼界决定命运。,喔，是吗？但我并不能告诉你有关你的将来，不然命运女神该找我麻烦了。,而智慧决定眼界，不是吗？有我在你身边的话，你一定能够掌控自己的命运。,,,,,10
267,102069000,5,如果为了追寻一段完美的爱情，你愿意付出失去智慧的代价吗？,我想我会愿意的。,这或许不大值得。,是么……？那么，你认为什么样的女性……才算完美呢？,我挺欣慰的，看来至少在你的心目中，智慧依旧是最宝贵的东西……,,,,,10
268,102070000,3,呐，我说，只谈力气的话，你觉得我和丑牛谁更大些？,我想应该是你。,呃……丑牛？,哼哼！我就知道你会这么说，拼力气我还从来没输过谁。,哼！看来你对我很没有信心啊！要我给你一拳，让你体验一下吗？！,,,,,10
269,102070000,2,你对神明之间的战争怎么看？,实在是太平淡了。,实在是太劲爆了！,我也这么认为，在来到这个世界之前，我觉得你们打仗简直像小孩子过家家一般。,哼哼！等着瞧吧，这场众神大战真正劲爆的时刻，现在才刚刚开始！,,,,,10
270,102070000,2,勇气与智慧你觉得哪个更强大？,当然是勇气了！,应该是智慧吧？,嗯，勇敢的人往往能在磨练中变得睿智，但缺乏勇气的智慧在我看来只是小聪明罢了。,是么？哼哼，我很有兴趣用拳头在你的脑袋上测试一下勇气和智慧哪个更强……,,,,,10
271,102070000,5,话说回来，你知道我和丑牛是怎样被召唤到这个世界来的么？,我不是很清楚……,你猜猜看？,虽然我还有想回去的念头，但我觉得这个世界更有意思……,我觉得相对于猜，我更偏好用拳头得到答案呢，看招啦！！,,,,,10
272,102070000,1,喂！你有中意的女孩子么？觉得我怎么样？,我已经有喜欢的人了。,嗯，你挺可爱的。,哼哼！是吗？我对有竞争对手的恋爱可是一点也不讨厌呢！,我就知道你会这么说！我对自己的魅力还是很有自信的！,,,,,10
273,102071000,4,这个世界似乎比我想象中更危险，人类和众神就这么喜欢战争吗？,其实并非如此。,战争是一种修行。,那么我就更有必要和你一起去阻止这些无意义的争斗了，你觉得呢？,我始终期待着和平，虽然我承认在战场上和你经历生死一线的感觉挺不错的。,,,,,10
274,102071000,5,据说除了我以外，好像还有别的星座因为这次众神战争而被召唤而来？,我不是很清楚……,我有这种预感……,看来我有很长时间会挺孤独的，如果可以的话，希望您能多陪伴我一会儿……,嗯……我觉得不管如何，多几个同伴总是好事。,,,,,10
275,102071000,2,对战争感到厌倦的我，偏偏获得了如此强大的力量，这也是命运的玩笑吗？,接受命运也挺好。,力量也能终结战争。,或许是这样吧，至少命运让我遇见了你，在我心中没有比这更重要的事情了。,你说的没错，我会好好使用命运所赐给我的力量，带给这个世界救赎的。,,,,,10
276,102071000,3,那个……你有喜欢的女孩子么？,有啊，你猜猜是谁？,目前暂时没有……,你为什么一直盯着我看……你……你是在暗示什么吗……,真的？那么告诉我……你喜欢什么样的女孩子呢？,,,,,10
277,102071000,1,占卜是我最擅长的了，需要我帮你预测一下未来吗？,我想预测恋情……,我想预测战况。,嗯，有结果啦！你会爱上长着羊角和鱼尾的……等……等下！我算错了！不是这样的！,嗯……结果显示……“自己才是自己最大的敌人”？这是什么意思？我的占卜出错了吗？,,,,,10
278,102071000,3,如果有一天，你必须要在输掉一场战争和牺牲我之间做出选择，你会怎么做？,我也不知道……,我不会让这事发生。,你不需要做出选择，因为到那时，我会替你做出选择的……,是啊……我相信你，如果是你的话，一定有能力避免这种纠结的命运！,,,,,10
279,103072000,5,这个世界的米迦勒在做什么？她还在致力于解决与路西法以及魔物的争端吗？,她一直如此。,好像并不是这样。,嗯……也挺正常的，毕竟她和路西法可是水火不容的关系——至少在这个世界如此。,真让人意外！我还以为她会像当初那样，贯彻不把路西法亲手丢回地狱不罢休的理念。,,,,,10
280,103072000,2,我始终不确定是否该解除与路西法的敌对关系，专注于维护平行时空的稳定。,我认为应该这么做。,我并不觉得这是好事。,你说的没错，毕竟我和她都即将要面对一个能够毁灭所有时空的、更强大的敌人……,或许你是正确的吧，天使与恶魔结成同盟的可能性，恐怕比太阳从西边出来还小。,,,,,10
281,103072000,1,我很庆幸能够成为第七神域的代言人之一，去解决各个平行时空的灾难。,什么是平行时空？,什么是第七神域代言人？,嗯……你能想象一个和这里差不多的世界么？那个世界也有一个你，也在问我这个问题。,维护所有平行世界的稳定，消灭可能引发时空混乱的危险因素，这就是代言人的职责。,,,,,10
282,103072000,2,嗯……据我所知，你应该还没有了解过“第七神域”这个概念吧？,的确，和我说说看吧？,不，我已经听你说过了。,简单说，那里是所有平行世界的连接点，以及致力解决平行世界灾变的英雄所在之处。,嗯？奇怪，难道我把你和另一个平行世界的相同存在弄混了？,,,,,10
283,103072000,2,你相信象征正义的末日审判……终将在某个时刻到来么？,我想是的。,希望不要，好像挺可怕。,看来你已经做好了誓死对抗命运与灾厄的觉悟了呢，愿众天使的光芒与你同在。,审判来临时，你只会听见“BOOM！”的一声巨响，然后魔物就从这个世界上全部消失啦。,,,,,10
284,103072000,3,当其他平行世界遭受灭顶之灾时，你能允许我离开你，去那里解决危机吗？,会，这是一种荣耀。,我或许会有些不舍。,至少我向你承诺，不管我去哪个世界，都不会忘记和你在一起的这段时光。,如果终有一天我们分隔在两个时空，而你希望我回到身边时，我一定会回应你的呼唤。,,,,,10
285,102073000,3,请仔细地看着我的眼睛……嗯……现在有没有一种想睡觉的感觉？,（装睡）ZZZ……,好像越来越兴奋了……,哎？难道催眠术成功了？！太好了！那个……老实告诉我，你最喜欢的人是谁……,奇怪，难道我的催眠术失败了？不对……等一下！你刚才在盯着哪儿看呐？！,,,,,10
286,102073000,5,在你眼中，我掌控梦境的幻术究竟是怎样一种存在呢？,击倒敌人的武器！,带来幸福的魔法。,好吧……看来对手陷入噩梦、动弹不得的场面确实挺让你印象深刻的……,真是个浪漫的回答呢！那个……要不要今晚来我的房间，让你做个美梦？,,,,,10
287,102073000,2,哎，好像除了我之外，还有其他的星座化身也降临到了这个世界？,你猜中啦！,呃…好像没有吧？,真的？！我已经迫不及待想要去见见她们了呢！,嗯？没有骗我吗？如果不好好回答我就要用催眠术让你说真话啦！,,,,,10
288,102073000,1,你游泳的技巧如何？等这场灾难结束后，一起去海边游泳怎么样？,我很看好你的泳装！,我很期待和你的较量！,你……你在说什么啊，真是的！原来相对于游泳，你更关注我的泳装吗？！,哼哼！这么有自信的吗？如果你输了的话，就得陪我在海滩约会一整天哦！,,,,,10
289,102073000,2,你怎么看待这场神界之间冲突而导致的末日战争？,我必须要终结它！,这是一场艰难的战争。,哎？我宁愿选择沉入海底好好睡一觉，几百年后再浮上来看看世界毁灭了没。,是么？但我觉得只要催眠全世界所有麻烦的家伙，这场灾难就结束啦！,,,,,10
290,102073000,1,你喜欢养宠物吗？有没有兴趣养一条可爱的宠物鱼？,你已经够可爱啦！,感觉很需要耐心和技巧。,我就知道你会这么说……哎？！等等！你一直把我当作宠物看待的么？！,别担心！有我帮忙的话，无论饲养可爱的海豚还是帅气的鲨鱼，都是易如反掌的事呢！,,,,,10
291,102074000,3,那些为追求爱情而牺牲一切的人，你会怎么看待他们呢？,他们很勇敢！,他们太天真……,如你所言，即便他只是凡人，我也会为他的勇气，而毫不吝啬地降下爱与力量的恩赐。,是吗？我很有兴趣看看，将来有一天你遇到中意的人时，会天真到什么程度呢……,,,,,10
292,102074000,4,在人类看来，爱情终究是一种可以用金钱来衡量的存在吗？,或许确实如此……,至少我不这么认为。,好吧，看来我要解决的麻烦又多了一个——让人们重新认识爱情的价值。,嗯，我想……这也是为什么我最终会选择降临在你身边的原因吧。,,,,,10
293,102074000,1,无论是恋爱还是战争，先发制人都是明智之举，你觉得呢？,我总是主动的一方。,我其实习惯静观其变……,哦？那么要不要今晚来我的房间，让我感受一下你有多“主动”？,让我猜猜……你是希望从我这里听到令人期待的告白吗，亲爱的？,,,,,10
294,102074000,2,这个时代神与人之间的爱，因为身份有别，好像依旧难以被世人所接受……,这确实很遗憾……,我并不在意身份的差别。,不管如何，我都会期待所有人抛弃身份枷锁，追求自己所爱之人的那一天到来。,你比我想象中要乐观呢……愿你能够改变这个陈旧的世界，重新塑造人与神的关系。,,,,,10
295,102074000,2,在我没有降临世界前，丘比特那个孩子有好好忠于自己的神职吗？,她还挺认真的。,她好像有些偷懒……,真是挺让我意外呢！我原以为她的性格只会把这个世界的恋情弄得一团糟……,啊……这并不奇怪，如果她是个称职的爱神，我也就不会被这个世界召唤到此了。,,,,,10
296,102074000,1,喜欢艺术品么？觉得雕塑这门艺术怎么样？,不是很懂雕塑……,我挺擅长雕塑的。,我听说无数人类的艺术家都曾为我立过雕像，但我最希望看到的……还是你的作品。,那么你有兴趣以我为题材创作一件作品吗？呵呵……告诉我，你喜欢怎样的姿势呢？,,,,,10
297,102075000,2,我听说奥丁已经被召唤到这个世界很长时间了？,的确如此。,呃……我不大清楚。,我想是时候去“拜访”一下了，少了我这个对手，她应该已经快无聊到爆炸了。,嗯？我好像闻到了谎言的味道，以我的洞察力而言，她化成灰我也找得到在哪，呵呵……,,,,,10
298,102075000,1,话说回来，赫拉最近怎么样？我猜这个世界应该不会让她感到无聊……,她对你不大满意……,她过得挺自在的。,是吗？看来她的嫉妒心一点没减，这个世界没被她炸了可真是个奇迹……,哈哈……看起来你比我更懂如何和她相处，不是么？,,,,,10
299,102075000,1,原以为没有我的希腊众神只会是一盘散沙，没想到你的指挥能力远在我之上。,其实并不容易。,我确实很有信心。,我从没想过一个凡人出身的存在能有这么高的智慧和个人魅力，真是让我惊讶。,倒也没错，不然我也不会认同你作为希腊众神的最高统帅。,,,,,10
300,102075000,3,你觉得神与人之间，终究隔着难以逾越的距离吗？,恐怕的确如此。,我并不这么认为。,或许是吧，如果真的人神有别，我大不了放弃神格，当个和你一样的凡人也挺不错的。,喔？呵呵……那么今晚有没有兴趣到我的房间……看看我和你的距离能近到什么程度？,,,,,10
301,102075000,2,战争在我看来，只不过是强者之间的消遣罢了，你怎么看？,战争是一种试炼。,战争是一场灾难……,你的回答让我想起了成为希腊主神之前的那段战争时期，很有挑战，但也挺有趣。,那么你打算怎样结束这场灾难呢，我的英雄？,,,,,10
302,102075000,1,众神之王这个头衔，在你的眼里有多重的分量呢？,是很珍贵的荣耀。,大概只是个虚名？,我很高兴你能如此看重这份荣耀，它凝聚了我作为神明的尊严与责任。,那么你一定找到了比这个头衔更珍贵的事物吧？能告诉我是什么吗？,,,,,10
303,102076000,3,我不想独自度过那漆黑的长夜，所以，你会陪着我的，是吗？,嗯，我一定会的。,这……我还有其它事情要做。,我就知道，你一定会陪着我的。那我也，还你一个美妙的夜晚吧！,居然拒绝了我的邀约，你果然跟其他人不一样，我对你更加感兴趣了！,,,,,10
304,102076000,1,越危险的，越迷人！你也这么认为吗？,我也这么觉得！,我不这么觉得,哦！你在害怕什么呢？是担心会沦陷于我的美色之中吗？,那就不要犹豫了，快过来大胆地拥抱我吧！,,,,,10
